# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.9 d   T_phot: 8591.445774775199 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0560e+41 erg/s   peak F = 4.494 @ Δv = +28.7 km/s   EW = -73.82 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.04e+06       1.0371e+41       1.0560e+41     -50.63      -51.55        8.196      -260.0
  HI      Hbeta            4861.33   8.32e+05       3.7849e+40       3.6251e+40      -2.36       -2.26        2.638      -240.0
  HI      Hgamma           4340.47   3.03e+05       3.2726e+40       1.7073e+40      -7.07       -3.69        2.337      -260.0
  HI      Palpha          18751.01   3.24e+07       3.1678e+38       4.2940e+39      +4.06      +55.02       11.713      -240.0
  HI      Pbeta           12818.08   4.52e+06       7.5193e+38       3.2244e+39      -0.36       -1.56        4.597      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.69e+07       3.7298e+39       3.7979e+39      -8.02       -8.16        1.685      +940.0
  HeI     He_I_6678        6678.15   0.00e+00       6.0698e+38       6.0698e+38      +6.80       +6.80        1.635      +120.0
  HeI     He_I_7065        7065.19   2.24e+06       1.6206e+39       1.6502e+39      +3.86       +3.93        1.839      +820.0
  HeI     He_I_10830      10830.34   4.34e+07       2.1535e+39       2.1929e+39      +5.06       +5.16        2.194      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.42e-15       1.9395e+20       1.9395e+20      +2.36       +2.36        2.158     -1960.0
  HeII    He_II_3203       3203.10   2.92e-26       1.2451e+19       1.2451e+19      +4.90       +4.90        1.787     +4160.1
  HeII    He_II_4686       4685.71   3.90e-25       2.8722e+19       2.8722e+19      -8.69       -8.69        2.072     +2020.1
  HeII    He_II_10124     10123.60   1.00e-30       2.4545e+18       2.4545e+18      -7.11       -7.11        1.753      -580.0
