# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.3 d   T_phot: 8631.109702361447 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0531e+41 erg/s   peak F = 4.522 @ Δv = +28.7 km/s   EW = -66.40 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.98e+06       9.7823e+40       1.0531e+41     -65.97      -71.02        9.116      -260.0
  HI      Hbeta            4861.33   7.32e+05       3.6680e+40       3.6161e+40     -17.32      -17.07        3.830      -260.0
  HI      Hgamma           4340.47   2.67e+05       3.1853e+40       1.7029e+40     -10.42       -5.57        1.762      -260.0
  HI      Palpha          18751.01   2.79e+07       3.0976e+38       4.2822e+39      +4.17      +57.67       12.652      -260.0
  HI      Pbeta           12818.08   3.90e+06       7.3754e+38       3.2157e+39     -13.80      -60.15        3.670      -680.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.70e+07       3.7026e+39       3.9861e+39      -6.67       -7.18        1.806      +160.0
  HeI     He_I_6678        6678.15   0.00e+00       6.0524e+38       6.0524e+38      +1.65       +1.65        1.607      -700.0
  HeI     He_I_7065        7065.19   2.25e+06       1.6114e+39       1.7348e+39      +2.47       +2.66        1.709      -260.0
  HeI     He_I_10830      10830.34   4.42e+07       2.0945e+39       2.2549e+39      -5.32       -5.73        2.097      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.82e-15       2.6885e+20       2.6885e+20      +3.47       +3.47        1.713      -740.0
  HeII    He_II_3203       3203.10   3.99e-26       1.7259e+19       1.7259e+19      -1.81       -1.81        1.700     +2800.1
  HeII    He_II_4686       4685.71   5.35e-25       3.9815e+19       3.9815e+19     -11.60      -11.60        1.943     +1000.0
  HeII    He_II_10124     10123.60   1.00e-30       3.4024e+18       3.4024e+18      -6.55       -6.55        1.445      +620.0
