name,epoch_d,format,n_zones,n_zones_full,R_phot,T_phot,L_phot,T_color_thermalization,photoionized,photoeq_T_source,photoeq_converged,photoeq_iterations,photoeq_final_residual,X_HII_mean,tau_es_stella,tau_es_photoeq,tau_es_ratio,Gamma_BB_at_Rphot,Gamma_brems_at_Rphot,shock_R_s,shock_v_s_kms,shock_rho_csm,shock_T_shock,shock_L_shock,shock_eta_rad,shock_L_X_brems,shock_sanity_flag,shock_sanity_ratio_LXoverLphot,L_line,L_cont_band,red_peak_F,red_peak_dv,trough_F,trough_dv,global_peak_F,global_peak_dv,sigma_res2_vs_ref,he1_n_HeI_med,he1_n_HeII_med,he1_2_3S_frac,he1_NLTE_LTE_ratio,he1_tau_10830_med,he1_tau_5876_med,he1_tau_7065_med,he1_tau_6678_med,he1_iters,he2_X_HeIII_med,he2_X_HeII_med,he2_n_HeII_med,he2_n_HeIII_med,he2_tau_4686_med,he2_tau_1640_med,he2_tau_3203_med,he2_tau_10124_med,he2_iters,n_iter_used,runtime_min
day000.1,0.1,stella,15,400,4241767424175586.0,8637.09158388078,1.9236641178135e+43,15275.1713860308,True,8637.09158388078,True,14,0.000870379070099015,0.9988808780393816,0.641314295001441,0.6877671470650302,1.0724338322498874,0.5104066438848094,0.0,1002766940841550.0,3578.966793165272,4.645152752227492e-14,174672773.42146835,1.3454045449713548e+43,0.9937543668373212,1.3357943095823397e+43,False,0.6858819201829777,1.0529264966140493e+41,1.2053916955968164e+42,4.702582339152695,28.665236385025892,1.671860971494788,-399.6002474549983,6.029346934630747,-85.5388926390449,,0.0,102257901.98840567,1.513263592099487e+34,2.784218709868138e+46,43791205.17113627,17019615.375274677,2250297.052277929,0.0,13,1.5649433532635505e-23,1.0,102257892.92568724,1.6002780985279007e-15,5.448489506807332e-25,1.848748548398502e-15,4.068585588443005e-26,1e-30,37,2,0.7457744161287944
day000.2,0.2,stella,15,400,4241950349843566.0,8634.100643121114,1.9221641178135e+43,15246.63951604737,True,8634.100643121114,True,14,0.0008703769681298397,0.9988884319180188,0.6412831755464933,0.6877379064192435,1.0724402770011268,0.5072823940363154,0.0,1005877787188736.0,3578.714293165272,4.645152752227492e-14,174648127.5825912,1.353478580928285e+43,0.9937744353047532,1.3438376390252737e+43,False,0.6896577638255809,1.053028958490308e+41,1.2049706840000872e+42,4.381829826833521,28.665236385025892,1.7710991572403996,-399.6002474549983,6.008444739416258,-85.5388926390449,,0.0,102246118.86553678,1.5131749142340843e+34,2.79348478086558e+46,43981462.60475824,17016078.00737458,2249843.847152295,0.0,13,1.5502082285699228e-23,1.0,102246109.80386265,1.5850276075721173e-15,5.397341389629214e-25,1.8349750585315045e-15,4.0304095090061045e-26,1e-30,37,2,0.6925370136896769
day000.3,0.3,stella,15,400,4242133275511546.0,8631.109702361447,1.9206641178135e+43,15218.10764606394,True,8631.109702361447,True,14,0.0008703748507062608,0.9988959875379159,0.6412520560437517,0.6877086655858867,1.0724467221653093,0.5041749332132699,0.0,1008988633535922.0,3578.461793165272,4.645152752227492e-14,174623483.48256618,1.3615750042135226e+43,0.993794380766342,1.3519033511322965e+43,False,0.6934412148245556,1.0531314464489263e+41,1.2045489538474918e+42,4.522244605212284,28.665236385025892,1.7571547564947492,-342.49818294297955,6.253127465405293,-85.5388926390449,,0.0,102234335.74266788,1.5130862313734667e+34,2.802783855578448e+46,44173305.4118487,17012540.40951799,2249390.6057681935,0.0,13,1.5356085280612162e-23,1.0,102234326.68203804,1.5699190391353395e-15,5.346661959644184e-25,1.8213026483256697e-15,3.992583110041107e-26,1e-30,37,2,0.6937053879102071
day000.4,0.4,stella,15,400,4242317406010360.0,8625.94095660184,1.9169350986495e+43,15191.09220230307,True,8625.94095660184,True,14,0.0008703708907624051,0.9988823897791315,0.641203582499717,0.6876503522779943,1.0724368532022321,0.4985795407334919,0.0,1012080785269773.0,3577.239669828933,4.652821765232164e-14,174504228.33651584,1.370789467380856e+43,0.9938275496658555,1.3610969472952257e+43,False,0.6984974615064309,1.0534615276028079e+41,1.2031049631183545e+42,4.447844636644991,28.665236385025892,1.682446058470028,-342.49818294297955,6.221287277765074,-85.5388926390449,,0.0,102229118.82147063,1.5133313199276036e+34,2.8391261695944925e+46,44170982.254912324,17004130.3050144,2248323.8048135075,0.0,13,1.4819123574222965e-23,1.0,102229109.76130314,1.5149458104355544e-15,5.161691354589377e-25,1.7713457453217115e-15,3.8545236147183245e-26,1e-30,37,2,0.6966841975847881
day000.5,0.5,stella,15,400,4242502493760842.0,8619.041920236512,1.9114350986495e+43,15165.28157625875,True,8619.041920236512,True,14,0.0008703654281784997,0.9988519789784788,0.6411413196697844,0.687568938125181,1.072414017052136,0.49107532223710426,0.0,1015158083922731.0,3575.2471698289323,4.666583895461514e-14,174309886.95948923,1.3809072686308623e+43,0.9938709736698474,1.3712017358785125e+43,False,0.704587071723748,1.0539728968332228e+41,1.200844222464654e+42,4.337277510404226,28.665236385025892,1.6817965771449748,-399.6002474549983,6.11173341155058,-114.08992489500436,,0.0,102229118.82147063,1.5138420041525777e+34,2.897928470037753e+46,44014511.921328,16991842.03792867,2246768.540824069,0.0,13,1.400627461532688e-23,1.0,102229109.76130314,1.4318489849972056e-15,4.881832960992509e-25,1.6951129882208683e-15,3.645637613078877e-26,1e-30,37,2,0.6965517520904541
day000.6,0.6,stella,15,400,4242687581511325.0,8612.142883871184,1.9059350986495e+43,15139.47095021444,True,8612.142883871184,True,14,0.0008703598695492111,0.9988215611814784,0.641079055129163,0.6874875207052005,1.0723911742315264,0.4836696324172161,0.0,1018235382575688.0,3573.2546698289325,4.680346025690865e-14,174115653.85954234,1.3910607892560739e+43,0.993913989616052,1.3813422823902863e+43,False,0.7107107454036066,1.0544848823281467e+41,1.1985770980114803e+42,4.3069905628900855,28.665236385025892,1.7983464417349215,-342.49818294297955,6.09641262867138,-114.08992489500436,,0.0,102229118.82147063,1.514353212703221e+34,2.9580313098372496e+46,43859360.37823164,16979544.739462327,2245211.987583027,0.0,13,1.3236994487038375e-23,1.0,102229109.76130314,1.3532061623252106e-15,4.616798335066949e-25,1.6221126590465868e-15,3.4478115702357376e-26,1e-30,37,2,0.7042837858200073
day000.7,0.7,stella,15,400,4242872669261808.0,8605.243847505855,1.9004350986495e+43,15113.66032417012,True,8605.243847505855,True,14,0.0008703542129503378,0.9987911363857159,0.6410167888778552,0.6874061000180567,1.0723683247382791,0.47636137540145346,0.0,1021312681228646.0,3571.2621698289327,4.694108155920217e-14,173921529.03667518,1.4012499465992363e+43,0.9939566024308806,1.3915185036662006e+43,False,0.7168685713157829,1.0549974873238089e+41,1.1963035805934043e+42,4.580673416764938,28.665236385025892,1.873639094368858,-399.6002474549983,6.140012620456635,-114.08992489500436,,0.0,102229118.82147063,1.5148649464791276e+34,3.0194652297173076e+46,43705511.42934798,16967238.410856783,2243654.1450482826,0.0,13,1.250900319628527e-23,1.0,102229109.76130314,1.2787842607575389e-15,4.365821087039186e-25,1.5522093521983226e-15,3.2604738760737605e-26,1e-30,37,2,0.6915108640988668
day000.8,0.8,stella,15,400,4243057757012291.0,8598.344811140527,1.8949350986495e+43,15087.8496981258,True,8598.344811140527,True,14,0.0008703484564210836,0.9987607045887755,0.6409545209158597,0.6873246760637473,1.072345468570265,0.4691494651228981,0.0,1024389979881604.0,3569.2696698289324,4.707870286149568e-14,173727512.4908876,1.4114746572890973e+43,0.9939988169676992,1.401730315829625e+43,False,0.7230606383205382,1.0555107150090593e+41,1.1940236610679495e+42,4.388572474643741,28.665236385025892,1.9063673783158508,-371.0492151990056,6.204741514384134,-85.5388926390449,,0.0,102229118.82147063,1.5153772063820228e+34,3.0822615283127063e+46,43552949.14330429,16954923.053379,2242095.013181106,0.0,13,1.1820137125656109e-23,1.0,102229109.76130314,1.2083620956123527e-15,4.1281734615174964e-25,1.485273281948709e-15,3.083081728343574e-26,1e-30,37,2,0.6964710315068563
day000.9,0.9,stella,15,400,4243242844762774.0,8591.445774775199,1.8894350986495e+43,15062.03907208149,True,8591.445774775199,True,14,0.0008703425979706516,0.9987302657882402,0.6408922512431762,0.6872432488422728,1.072322605725357,0.46203282525694284,0.0,1027467278534562.0,3567.277169828932,4.721632416378918e-14,173533604.22217974,1.4217348372438275e+43,0.9940406380081156,1.4119776342950655e+43,False,0.7292870353709688,1.0560245685272104e+41,1.1917373303159355e+42,4.493786074287254,28.665236385025892,1.9111222921811861,-371.0492151990056,6.17667507637525,-85.5388926390449,,0.0,102229118.82147063,1.5158899933158192e+34,3.1464522819669154e+46,43401657.84830718,16942598.668321792,2240534.5919461786,0.0,13,1.1168343245742912e-23,1.0,102229109.76130314,1.1417297875209608e-15,3.903164440550658e-25,1.4211800507219286e-15,2.915119718463245e-26,1e-30,37,2,0.6946541468302408
day001,1.0,stella,15,400,4243427932513256.0,8584.54673840987,1.8839350986495e+43,15036.22844603717,True,8584.54673840987,True,14,0.000870336635595937,0.9986998199816921,0.640829979859806,0.6871618183536347,1.0722997362014253,0.4550103891583178,0.0,1030544577187520.0,3565.2846698289322,4.735394546608269e-14,173339804.23055157,1.4320304016744015e+43,0.9940820702632363,1.422260373771537e+43,False,0.7355478515153507,1.0565390509777865e+41,1.18944457924181e+42,4.474897415195481,28.665236385025892,1.8247421021344277,-342.49818294297955,6.103422731302868,-85.5388926390449,,0.0,102229118.82147063,1.5164033081865913e+34,3.2120703650730925e+46,43251622.12684403,16930265.257000502,2238972.8813111526,0.0,13,1.0551673607601523e-23,1.0,102229109.76130314,1.0786881993969416e-15,3.69013793729143e-25,1.3598104268816768e-15,2.7560984848601e-26,1e-30,37,2,0.695879598458608
