# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.8 d   T_phot: 8598.344811140527 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0555e+41 erg/s   peak F = 4.389 @ Δv = +28.7 km/s   EW = -69.20 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.03e+06       1.0278e+41       1.0555e+41     -56.55      -58.07        9.076      -260.0
  HI      Hbeta            4861.33   8.14e+05       3.7663e+40       3.6235e+40      -9.61       -9.25        3.332      -260.0
  HI      Hgamma           4340.47   2.97e+05       3.2590e+40       1.7065e+40      -7.19       -3.76        2.003      -240.0
  HI      Palpha          18751.01   3.15e+07       3.1568e+38       4.2919e+39     -14.05     -191.00       14.074      -260.0
  HI      Pbeta           12818.08   4.41e+06       7.4973e+38       3.2229e+39     +11.63      +49.98        5.116      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.70e+07       3.7262e+39       3.8268e+39     -10.36      -10.64        2.045      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       6.0667e+38       6.0667e+38      +6.07       +6.07        1.599      +500.0
  HeI     He_I_7065        7065.19   2.24e+06       1.6194e+39       1.6631e+39     +11.24      +11.54        1.447     -3540.1
  HeI     He_I_10830      10830.34   4.36e+07       2.1441e+39       2.2020e+39      -7.38       -7.58        2.253      -240.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.49e-15       2.0543e+20       2.0543e+20      -1.90       -1.90        2.456      +800.0
  HeII    He_II_3203       3203.10   3.08e-26       1.3188e+19       1.3188e+19      +4.33       +4.33        1.860     +3200.1
  HeII    He_II_4686       4685.71   4.13e-25       3.0423e+19       3.0423e+19      +2.61       +2.61        1.683     -1020.0
  HeII    He_II_10124     10123.60   1.00e-30       2.5998e+18       2.5998e+18      +1.26       +1.26        1.445      -720.0
