 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
      0.000000E+00       4.329300E+01       4.179796E+01
      1.041815E+00       4.329000E+01       4.178326E+01
      2.044014E+00       4.328200E+01       4.176997E+01
      3.082186E+00       4.327000E+01       4.175694E+01
      4.130709E+00       4.325600E+01       4.174461E+01
      5.146458E+00       4.324200E+01       4.173336E+01
      6.175573E+00       4.322500E+01       4.172255E+01
      7.195457E+00       4.320700E+01       4.171248E+01
      8.196140E+00       4.319000E+01       4.170312E+01
      9.254164E+00       4.317100E+01       4.169373E+01
      1.026143E+01       4.315400E+01       4.168529E+01
      1.126554E+01       4.313600E+01       4.167724E+01
      1.227463E+01       4.312000E+01       4.166950E+01
      1.328454E+01       4.310500E+01       4.166219E+01
      1.431339E+01       4.308800E+01       4.165466E+01
      1.531687E+01       4.307400E+01       4.164836E+01
      1.633782E+01       4.305600E+01       4.164177E+01
      1.735417E+01       4.303800E+01       4.163558E+01
      1.835588E+01       4.302400E+01       4.162931E+01
      1.940241E+01       4.300100E+01       4.162356E+01
      2.041699E+01       4.298700E+01       4.161794E+01
      2.155956E+01       4.296000E+01       4.161172E+01
      2.264381E+01       4.294100E+01       4.160595E+01
      2.370678E+01       4.292200E+01       4.160065E+01
      2.480470E+01       4.290300E+01       4.159517E+01
      2.581624E+01       4.288300E+01       4.159017E+01
      2.696189E+01       4.286100E+01       4.158467E+01
      2.804613E+01       4.284100E+01       4.157978E+01
      2.912539E+01       4.281900E+01       4.157473E+01
      3.016312E+01       4.280300E+01       4.157008E+01
      3.121277E+01       4.278200E+01       4.156538E+01
      3.223707E+01       4.276000E+01       4.156086E+01
      3.331490E+01       4.273700E+01       4.155606E+01
      3.435102E+01       4.271700E+01       4.155169E+01
      3.535657E+01       4.270200E+01       4.154741E+01
      3.658539E+01       4.268700E+01       4.154220E+01
      3.767077E+01       4.267200E+01       4.153769E+01
      3.881376E+01       4.265600E+01       4.153288E+01
      3.989180E+01       4.263900E+01       4.152853E+01
      4.091232E+01       4.262400E+01       4.152427E+01
      4.204409E+01       4.260800E+01       4.151970E+01
      4.319898E+01       4.259400E+01       4.151481E+01
      4.432756E+01       4.258200E+01       4.151041E+01
      4.533952E+01       4.257000E+01       4.150623E+01
      4.642377E+01       4.255800E+01       4.150188E+01
      4.746892E+01       4.254800E+01       4.149762E+01
      4.854724E+01       4.254000E+01       4.149332E+01
      4.962082E+01       4.253500E+01       4.148897E+01
      5.074000E+01       4.252900E+01       4.148458E+01
      5.175196E+01       4.252400E+01       4.148015E+01
      5.283621E+01       4.251800E+01       4.147625E+01
      5.394897E+01       4.251500E+01       4.147188E+01
      5.497941E+01       4.251200E+01       4.146790E+01
