# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.1 d   T_phot: 8637.09158388078 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0529e+41 erg/s   peak F = 4.703 @ Δv = +28.7 km/s   EW = -63.16 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.97e+06       9.7984e+40       1.0529e+41     -35.06      -37.68        7.471      -260.0
  HI      Hbeta            4861.33   7.43e+05       3.6331e+40       3.6154e+40     -26.00      -25.88        3.220      -260.0
  HI      Hgamma           4340.47   2.71e+05       3.1523e+40       1.7026e+40      -3.07       -1.66        1.838      -220.0
  HI      Palpha          18751.01   2.84e+07       3.0443e+38       4.2814e+39     -20.70     -291.07       13.126      -240.0
  HI      Pbeta           12818.08   3.97e+06       7.2468e+38       3.2151e+39     +17.46      +77.44        2.935      +480.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.70e+07       3.6711e+39       3.9449e+39      +2.87       +3.09        1.902      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       6.0541e+38       6.0541e+38      +3.44       +3.44        1.456     -1720.0
  HeI     He_I_7065        7065.19   2.25e+06       1.5997e+39       1.7190e+39      +9.84      +10.57        1.559     -1880.0
  HeI     He_I_10830      10830.34   4.38e+07       2.0638e+39       2.2177e+39      -9.94      -10.68        1.890      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.85e-15       2.7839e+20       2.7839e+20      -0.46       -0.46        2.038     +4580.1
  HeII    He_II_3203       3203.10   4.07e-26       1.7872e+19       1.7872e+19      +1.75       +1.75        1.815      -320.0
  HeII    He_II_4686       4685.71   5.45e-25       4.1228e+19       4.1228e+19     -11.47      -11.47        1.893     -1960.0
  HeII    He_II_10124     10123.60   1.00e-30       3.5232e+18       3.5232e+18      +0.80       +0.80        1.586      +960.0
