 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489688E-03       4.151200E+01       4.290211E+01
     -2.489687E-03       4.151200E+01       4.290211E+01
     -2.489686E-03       4.151200E+01       4.290211E+01
     -2.489685E-03       4.151200E+01       4.290211E+01
     -2.489682E-03       4.151200E+01       4.290211E+01
     -2.489680E-03       4.151200E+01       4.290211E+01
     -2.489677E-03       4.151200E+01       4.290211E+01
     -2.489670E-03       4.151200E+01       4.290211E+01
     -2.489663E-03       4.151200E+01       4.290211E+01
     -2.489656E-03       4.151200E+01       4.290211E+01
     -2.489640E-03       4.151200E+01       4.290211E+01
     -2.489625E-03       4.151200E+01       4.290211E+01
     -2.489609E-03       4.151200E+01       4.290211E+01
     -2.489575E-03       4.151200E+01       4.290211E+01
     -2.489540E-03       4.151200E+01       4.290211E+01
     -2.489505E-03       4.151200E+01       4.290211E+01
     -2.489428E-03       4.151200E+01       4.290211E+01
     -2.489351E-03       4.151200E+01       4.290211E+01
     -2.489274E-03       4.151200E+01       4.290211E+01
     -2.489119E-03       4.151200E+01       4.290211E+01
     -2.488964E-03       4.151200E+01       4.290211E+01
     -2.488809E-03       4.151200E+01       4.290211E+01
     -2.488474E-03       4.151200E+01       4.290211E+01
     -2.487803E-03       4.151200E+01       4.290211E+01
     -2.486987E-03       4.151200E+01       4.290211E+01
     -2.485354E-03       4.151200E+01       4.290211E+01
     -2.483753E-03       4.151200E+01       4.290211E+01
     -2.481351E-03       4.151200E+01       4.290211E+01
     -2.479749E-03       4.151200E+01       4.290211E+01
     -2.478148E-03       4.151200E+01       4.290211E+01
     -2.474882E-03       4.151200E+01       4.290211E+01
     -2.471616E-03       4.151200E+01       4.290211E+01
     -2.470128E-03       4.151200E+01       4.290211E+01
     -2.467154E-03       4.151200E+01       4.290211E+01
     -2.465450E-03       4.151200E+01       4.290211E+01
     -2.463747E-03       4.151200E+01       4.290211E+01
     -2.460340E-03       4.151200E+01       4.290211E+01
     -2.457716E-03       4.151200E+01       4.290211E+01
     -2.455091E-03       4.151200E+01       4.290211E+01
     -2.451933E-03       4.151200E+01       4.290211E+01
     -2.448774E-03       4.151200E+01       4.290211E+01
     -2.445522E-03       4.151200E+01       4.290211E+01
     -2.442175E-03       4.151200E+01       4.290211E+01
     -2.438828E-03       4.151200E+01       4.290211E+01
     -2.434830E-03       4.151200E+01       4.290211E+01
     -2.431517E-03       4.151200E+01       4.290211E+01
     -2.428205E-03       4.151200E+01       4.290211E+01
     -2.424423E-03       4.151200E+01       4.290211E+01
     -2.420567E-03       4.151200E+01       4.290211E+01
     -2.417430E-03       4.151200E+01       4.290211E+01
     -2.413726E-03       4.151200E+01       4.290211E+01
     -2.410022E-03       4.151200E+01       4.290211E+01
     -2.405591E-03       4.151200E+01       4.290211E+01
     -2.401735E-03       4.151200E+01       4.290211E+01
     -2.397049E-03       4.151200E+01       4.290211E+01
     -2.392163E-03       4.151200E+01       4.290211E+01
     -2.387176E-03       4.151200E+01       4.290211E+01
     -2.382295E-03       4.151200E+01       4.290211E+01
     -2.377515E-03       4.151200E+01       4.290211E+01
     -2.372935E-03       4.151200E+01       4.290211E+01
     -2.367067E-03       4.151200E+01       4.290211E+01
     -2.360511E-03       4.151200E+01       4.290211E+01
     -2.355018E-03       4.151200E+01       4.290211E+01
     -2.349980E-03       4.151200E+01       4.290211E+01
     -2.343144E-03       4.151200E+01       4.290211E+01
     -2.335826E-03       4.151200E+01       4.290211E+01
     -2.328415E-03       4.151200E+01       4.290211E+01
     -2.321161E-03       4.151200E+01       4.290211E+01
     -2.314177E-03       4.151200E+01       4.290211E+01
     -2.305461E-03       4.151200E+01       4.290211E+01
     -2.299081E-03       4.151200E+01       4.290211E+01
     -2.292003E-03       3.833800E+01       4.290211E+01
     -2.284196E-03       3.834000E+01       4.290211E+01
     -2.276196E-03       3.834100E+01       4.290211E+01
     -2.268330E-03       3.834200E+01       4.290211E+01
     -2.261172E-03       3.834300E+01       4.290211E+01
     -2.253072E-03       3.834400E+01       4.290211E+01
     -2.246035E-03       3.834500E+01       4.290211E+01
     -2.239402E-03       3.834600E+01       4.290211E+01
     -2.231687E-03       3.834700E+01       4.290211E+01
     -2.225040E-03       3.834700E+01       4.290211E+01
     -2.216756E-03       3.834900E+01       4.290211E+01
     -2.208989E-03       3.834900E+01       4.290211E+01
     -2.201663E-03       3.835000E+01       4.290211E+01
     -2.192232E-03       3.835100E+01       4.290211E+01
     -2.184292E-03       3.835200E+01       4.290211E+01
     -2.175967E-03       3.835200E+01       4.290211E+01
     -2.166593E-03       3.835300E+01       4.290211E+01
     -2.157087E-03       3.835400E+01       4.290211E+01
     -2.147371E-03       3.835500E+01       4.290211E+01
     -2.135669E-03       3.835600E+01       4.290211E+01
     -2.124369E-03       3.835700E+01       4.290211E+01
     -2.120863E-03       3.835700E+01       4.290211E+01
     -2.113852E-03       3.835800E+01       4.290211E+01
     -2.104166E-03       3.835800E+01       4.290211E+01
     -2.095096E-03       3.835900E+01       4.290211E+01
     -2.085893E-03       3.835900E+01       4.290211E+01
     -2.075775E-03       3.836000E+01       4.290211E+01
     -2.064407E-03       3.836100E+01       4.290211E+01
     -2.053077E-03       3.836200E+01       4.290211E+01
     -2.042607E-03       3.836200E+01       4.290211E+01
     -2.032536E-03       3.836300E+01       4.290211E+01
     -2.024359E-03       3.836400E+01       4.290211E+01
     -2.014391E-03       3.836400E+01       4.290211E+01
     -2.004036E-03       3.836500E+01       4.290211E+01
     -1.993949E-03       3.836500E+01       4.290211E+01
     -1.984457E-03       3.836600E+01       4.290211E+01
     -1.975912E-03       3.836600E+01       4.290211E+01
     -1.965635E-03       3.836700E+01       4.290211E+01
     -1.959071E-03       3.836700E+01       4.290211E+01
     -1.950714E-03       3.836800E+01       4.290211E+01
     -1.942183E-03       3.836800E+01       4.290211E+01
     -1.933870E-03       3.836900E+01       4.290211E+01
     -1.925281E-03       3.836900E+01       4.290211E+01
     -1.917310E-03       3.837000E+01       4.290211E+01
     -1.908202E-03       3.837000E+01       4.290211E+01
     -1.899199E-03       3.837100E+01       4.290211E+01
     -1.890806E-03       3.837100E+01       4.290211E+01
     -1.881763E-03       3.837100E+01       4.290211E+01
     -1.872642E-03       3.837200E+01       4.290211E+01
     -1.864301E-03       3.837200E+01       4.290211E+01
     -1.854918E-03       3.837300E+01       4.290211E+01
     -1.845830E-03       3.837300E+01       4.290211E+01
     -1.837242E-03       3.837400E+01       4.290211E+01
     -1.827588E-03       3.837400E+01       4.290211E+01
     -1.819596E-03       3.837400E+01       4.290211E+01
     -1.811364E-03       3.837500E+01       4.290211E+01
     -1.802382E-03       3.837500E+01       4.290211E+01
     -1.793748E-03       3.837500E+01       4.290211E+01
     -1.785636E-03       3.837600E+01       4.290211E+01
     -1.775760E-03       3.837600E+01       4.290211E+01
     -1.768252E-03       3.837600E+01       4.290211E+01
