model,epoch_d,rank,line,species,L_line,EW,tau,frac_epoch
A4,80.0,14,He_I_6678,He,9.054388062083303e+38,11.465458831541168,3.572456240850501,0.0057005315317656645
A4,80.0,15,He_I_7065,He,7.214698173990395e+38,16.450610527231326,1022.6806902407259,0.004542285370474993
A4,80.0,16,O_I_7774,metal,4.729609414566229e+38,-6.7568138746848,0.0,0.0029777040055942857
A4,80.0,17,C_III_1909,metal,4.344221891140326e+38,,0.0,0.002735068753584449
A4,80.0,18,O_III_5007,metal,3.435648837378228e+38,-3.2126271442370067,0.0,0.002163042316638057
A4,80.0,19,Ne_III_3869,metal,1.3480199584641951e+38,-1.47053318389103,0.0,0.000848696811533224
A4,80.0,20,O_I_6300,metal,4.566588492299924e+34,-0.0004874629086031345,0.0,2.875068034908624e-07
A4,80.0,21,He_II_1640,He,1897953.4535593218,-3.6235705142327337,6.090240383221167e-30,1.1949281866044801e-35
A4,80.0,22,He_II_4686,He,128202.18047808463,-2.947481337442131,9.211484909385117e-30,8.071451844623955e-37
A4,80.0,23,He_II_3203,He,55487.521319036896,4.777551767072145,1e-30,3.4934262009741023e-37
A4,80.0,24,He_II_10124,He,10938.603224333541,-7.561586600189379,2.3195235817277842e-29,6.886810258874591e-38
A4,90.0,1,Halpha,H,7.658745450576291e+40,-400.33445440794355,38061.96890433284,0.406682419243165
A4,90.0,2,Hbeta,H,2.576707955155785e+40,-94.9934325134371,6275.424915671828,0.13682421378908902
A4,90.0,3,C_III_4647,metal,1.7903596625350152e+40,,0.0,0.09506880775366797
A4,90.0,4,He_I_10830,He,1.5732680065995251e+40,-310.4984501133387,126560.79163183074,0.08354115477145445
A4,90.0,5,C_II_4267,metal,1.2290509738623185e+40,,0.0,0.06526309389038189
A4,90.0,6,Hgamma,H,1.2178359564653554e+40,-49.97353567384194,2097.595660705415,0.06466757202113006
A4,90.0,7,C_IV_5801,metal,8.499880644143784e+39,,0.0,0.0451347031435604
A4,90.0,8,C_III_5696,metal,5.843167251547409e+39,-64.45111588924446,0.0,0.031027449720540425
A4,90.0,9,Palpha,H,3.112326358623309e+39,145.23460742133682,44385.855668844626,0.016526576332471746
A4,90.0,10,Pbeta,H,2.3301955984462407e+39,83.05475917016605,5425.930973269777,0.012373430993382669
A4,90.0,11,C_II_6580,metal,2.2771864982503324e+39,-28.684789412883404,0.0,0.012091950570137198
A4,90.0,12,He_I_5876,He,1.4243174145124968e+39,-4.589407412912543,4233.401311717735,0.0075631819289741
A4,90.0,13,C_IV_1549,metal,1.41467e+39,,0.0,0.007511953775502979
A4,90.0,14,He_I_6678,He,8.628143890409981e+38,-1.774442310918056,1.004544440062254,0.004581578606540622
A4,90.0,15,He_I_7065,He,6.84828552013767e+38,7.575390279437066,575.7706596950748,0.003636466756821064
A4,90.0,16,C_III_1909,metal,4.916088179689281e+38,,0.0,0.0026104623100880386
A4,90.0,17,O_III_5007,metal,3.9279858379874065e+38,-4.134851485348495,0.0,0.0020857760499474595
A4,90.0,18,O_I_7774,metal,3.672795675194062e+38,-5.896441311314946,0.0,0.0019502690619667515
A4,90.0,19,Ne_III_3869,metal,1.617243469310411e+38,-1.989070439544636,0.0,0.0008587626927264928
A4,90.0,20,O_I_6300,metal,3.3255580681247255e+34,-0.0003992141230492472,0.0,1.7658845162125387e-07
A4,90.0,21,He_II_1640,He,713593.3757100705,1.8207621508202094,2.9049986099097637e-30,3.789209110845059e-36
A4,90.0,22,He_II_4686,He,24490.33386715783,-0.265330509279329,9.997404033017495e-30,1.300446435965453e-37
A4,90.0,23,He_II_3203,He,10561.723444096679,-3.981913682486452,1.0768687577297624e-30,5.608317013982085e-38
A4,90.0,24,He_II_10124,He,2082.0988102144397,-3.619355001870145,2.5174241343125095e-29,1.1056027213668644e-38
A4,100.0,1,Halpha,H,6.786400751342839e+40,-504.22333205663995,33322.8507797548,0.36649455734051634
A4,100.0,2,C_III_4647,metal,2.3618332489536794e+40,,0.0,0.12754905918518214
A4,100.0,3,Hbeta,H,2.2794867236227606e+40,-130.4680408889419,5437.70280866623,0.12310199593980674
A4,100.0,4,C_II_4267,metal,1.4929210011403942e+40,,0.0,0.08062409537913659
A4,100.0,5,He_I_10830,He,1.1756071456475379e+40,-291.80294072260904,104542.92917912778,0.06348779511218645
A4,100.0,6,C_IV_5801,metal,1.1098120666972233e+40,,0.0,0.059934580496867944
A4,100.0,7,Hgamma,H,1.07767037083869e+40,-50.87157724228118,1817.580944371273,0.058198791965146504
A4,100.0,8,C_III_5696,metal,7.708276154055752e+39,,0.0,0.04162797571864768
A4,100.0,9,C_IV_1549,metal,3.0568e+39,,0.0,0.01650802249862439
A4,100.0,10,C_II_6580,metal,2.766085068113791e+39,-44.92747537851622,0.0,0.01493803799317307
A4,100.0,11,Palpha,H,2.757694245189299e+39,179.08518171974777,23382.050011812666,0.014892723974061746
A4,100.0,12,Pbeta,H,2.0641865226557933e+39,70.92474564445024,2858.336868235149,0.011147486769614983
A4,100.0,13,He_I_5876,He,1.1552693579209667e+39,-5.345244903389265,2616.7341213730497,0.006238946791589463
A4,100.0,14,He_I_6678,He,7.091476581547303e+38,-6.501552312354193,0.3031596146799749,0.003829699520958219
A4,100.0,15,He_I_7065,He,5.598937361080847e+38,11.153580504125458,355.891970798347,0.0030236647449984064
A4,100.0,16,C_III_1909,metal,4.804057920168724e+38,,0.0,0.0025943959771931426
A4,100.0,17,O_I_7774,metal,4.654831392301279e+38,-9.499477279639041,0.0,0.002513807293621192
A4,100.0,18,O_III_5007,metal,4.411258649060266e+38,-6.172080746244235,0.0,0.0023822676336671777
A4,100.0,19,Ne_III_3869,metal,1.6885335572407985e+38,-2.8686040187660486,0.0,0.0009118800691119267
A4,100.0,20,O_I_6300,metal,3.9922015797857196e+34,-0.0006205470466686713,0.0,2.1559589602900578e-07
A4,100.0,21,He_II_1640,He,130526.37368196232,-2.622894019857533,3.1304240861950903e-30,7.048980350057865e-37
A4,100.0,22,He_II_4686,He,849.3721029870188,4.45440581974608,1.091553058774991e-29,4.586971272511652e-39
A4,100.0,23,He_II_3203,He,342.73974103373325,-1.9631634190384948,1.1757646110100848e-30,1.8509406425535086e-39
A4,100.0,24,He_II_10124,He,67.56643561031768,3.1935961840977796,2.7486155455631916e-29,3.6488754226870597e-40
A4,110.0,1,C_III_4647,metal,2.871251595161338e+40,,0.0,0.24161714999668374
A4,110.0,2,Halpha,H,2.029982949312104e+40,-280.28575899847567,32784.870972349716,0.17082400427089453
A4,110.0,3,C_II_4267,metal,1.5671872558569178e+40,,0.0,0.1318795325736667
A4,110.0,4,C_IV_5801,metal,1.167076498593532e+40,,0.0,0.09821002725552963
A4,110.0,5,He_I_10830,He,9.485216875869458e+39,-318.24247720081246,98871.20528759393,0.07981853880412906
A4,110.0,6,C_III_5696,metal,9.370856394320641e+39,,0.0,0.07885619006148879
A4,110.0,7,Hbeta,H,6.806296626471583e+39,-76.8904166287047,4727.551523004299,0.05727530097646147
A4,110.0,8,C_IV_1549,metal,5.5677e+39,,0.0,0.04685245306623662
A4,110.0,9,Hgamma,H,3.218823510736526e+39,-28.421980937257445,1580.2088097133235,0.027086548748187236
A4,110.0,10,C_II_6580,metal,2.90368563644875e+39,-69.3287957772385,0.0,0.02443464895752653
A4,110.0,11,He_I_5876,He,9.088084651830243e+38,1.3682703214046796,1627.2120592329516,0.007647665276718607
A4,110.0,12,Palpha,H,8.2485207861476e+38,-69.25090143390929,15819.77649505221,0.00694116839985735
A4,110.0,13,O_I_7774,metal,6.867904827411123e+38,-20.242538073533275,0.0,0.005779373683741214
A4,110.0,14,Pbeta,H,6.172545107865838e+38,-8.505903762288114,1933.8803231689415,0.005194225262954409
A4,110.0,15,O_III_5007,metal,5.648382076869034e+38,-12.062066501396481,0.0,0.004753139647550668
A4,110.0,16,He_I_6678,He,5.156519044313925e+38,-0.4058836255208107,0.11610616612719238,0.0043392346302579795
A4,110.0,17,He_I_7065,He,4.324771867867402e+38,0.9439394768366469,221.3122378932783,0.0036393155335495437
A4,110.0,18,C_III_1909,metal,4.130530158753782e+38,,0.0,0.003475860236752815
A4,110.0,19,Ne_III_3869,metal,1.6341275423904534e+38,-4.443227804902849,0.0,0.0013751258865257344
A4,110.0,20,O_I_6300,metal,5.902894314840429e+34,-0.0013558381652500646,0.0,4.967312873197481e-07
A4,110.0,21,He_II_1640,He,40687.19093875884,-1.1688340976046148,3.3491863142483966e-30,3.423845939715154e-37
A4,110.0,22,He_II_4686,He,142.22374621800773,-1.1905871995867463,1.1808915458781733e-29,1.196819403808315e-39
A4,110.0,23,He_II_3203,He,51.594858306883296,-7.364609383531869,1.2719954178340667e-30,4.34173119471663e-40
A4,110.0,24,He_II_10124,He,10.17121814091698,0.24133940378429058,2.973576808320756e-29,8.559127118446887e-41
A4,120.0,1,Halpha,H,1.9283301254312748e+41,-1572.7998294012166,17108.002159676053,0.5265170861185081
A4,120.0,2,Hbeta,H,6.421836391803261e+40,-478.01439820147493,2856.5267941110774,0.17534376193940515
A4,120.0,3,Hgamma,H,3.0406342387787333e+40,-283.5125372048941,954.809099675984,0.08302239633350603
A4,120.0,4,C_II_4267,metal,1.4943621254040001e+40,,0.0,0.040802515165685324
A4,120.0,5,C_III_4647,metal,1.4943621254040001e+40,,0.0,0.040802515165685324
A4,120.0,6,C_III_5696,metal,1.1918175852986899e+40,,0.0,0.03254174759396648
A4,120.0,7,Palpha,H,7.833909029944159e+39,-540.9615709787669,29871.72325880265,0.021389942007161107
A4,120.0,8,He_I_10830,He,6.746703710684358e+39,-621.8958064832389,61573.310274666466,0.01842140374102171
A4,120.0,9,C_IV_5801,metal,6.283789207015653e+39,,0.0,0.01715744798791055
A4,120.0,10,Pbeta,H,5.856444730719227e+39,-123.61454486388413,3651.653766381909,0.015990613712694775
A4,120.0,11,C_II_6580,metal,3.3124208090849325e+39,,0.0,0.00904433390007663
A4,120.0,12,C_IV_1549,metal,2.8267e+39,,0.0,0.007718107121301777
A4,120.0,13,O_I_7774,metal,1.5515750014776227e+39,,0.0,0.004236467282746048
A4,120.0,14,O_III_5007,metal,8.08288192590204e+38,-50.855071736532715,0.0,0.002206974512786852
A4,120.0,15,He_I_5876,He,7.459124122361366e+38,-39.11072516284982,491.213542947631,0.002036661796705385
A4,120.0,16,He_I_6678,He,3.819841235829975e+38,-28.33862993624653,0.03410715948423609,0.0010429809970814558
A4,120.0,17,He_I_7065,He,3.4301931276453286e+38,-21.386126564963607,66.80840738781659,0.0009365902998521181
A4,120.0,18,C_III_1909,metal,1.7771689666181175e+38,,0.0,0.000485243586408597
A4,120.0,19,Ne_III_3869,metal,1.1090387000478968e+38,-10.209281620595418,0.0,0.00030281527889903197
A4,120.0,20,O_I_6300,metal,1.448338044493433e+35,-0.00891262931079521,0.0,3.9545859749025554e-07
A4,120.0,21,He_II_1640,He,18420.67916977393,-1.671705454756569,3.5943184469607434e-30,5.029637919816305e-38
A4,120.0,22,He_II_4686,He,22.696782605733457,-1.2915452737244673,1.2687827645060943e-29,6.197198127142946e-41
A4,120.0,23,He_II_3203,He,5.163799012552529,0.4047085376135555,1.3666673017617556e-30,1.4099392907543338e-41
A4,120.0,24,He_II_10124,He,1.0179720986948901,6.844969798965007,3.1948937364326256e-29,2.7795017880296975e-42
A4,130.0,1,Halpha,H,6.553548652582248e+40,-0.04654776944954567,272885.06506571657,0.5702877433987144
A4,130.0,2,Hbeta,H,2.1269788843481121e+40,-0.935538172666556,61581.76080504317,0.18508903382195144
A4,130.0,3,Hgamma,H,1.011675791371523e+40,-1.530404435881114,20662.913845542793,0.0880357093076656
A4,130.0,4,He_I_10830,He,4.3505434061793407e+39,-4.851274813128347,703128.6829574213,0.03785829194524371
A4,130.0,5,He_I_5876,He,3.355806201699989e+39,-2.4415293821137882,16387.475958385054,0.02920212006508606
A4,130.0,6,He_I_6678,He,3.035664327397151e+39,-1.9564581912581929,800.0279634373709,0.026416255539739742
A4,130.0,7,Palpha,H,2.6603831076088698e+39,-23.58536343774043,634433.8264210016,0.023150570163487174
A4,130.0,8,He_I_7065,He,2.6052737384687445e+39,-2.5372251631611777,2228.2577259200234,0.02267101016579546
A4,130.0,9,Pbeta,H,1.9813107092323645e+39,-12.508359876771506,82954.77410778136,0.017241303501952614
A4,130.0,10,C_II_4267,metal,1.3407752084870002e+36,-15.554238217960272,0.0,1.1667383712055169e-05
A4,130.0,11,C_II_6580,metal,1.3407752084870002e+36,-5.177279385098668,0.0,1.1667383712055169e-05
A4,130.0,12,O_I_7774,metal,1.3407752084870002e+36,-4.710051737817683,0.0,1.1667383712055169e-05
A4,130.0,13,O_I_6300,metal,1.3407752084870002e+36,-5.446246596803077,0.0,1.1667383712055169e-05
A4,130.0,14,O_III_5007,metal,7.721847633651009e+34,-0.5052918980395716,0.0,6.71952753433575e-07
A4,130.0,15,C_III_4647,metal,3.8892695250793806e+34,-0.3233969104891407,0.0,3.384430113375241e-07
A4,130.0,16,C_III_5696,metal,1.2693344693215084e+34,-0.060738086760744645,0.0,1.1045708645839382e-07
A4,130.0,17,C_III_1909,metal,1.2124351743447786e+34,,0.0,1.0550572769790436e-07
A4,130.0,18,Ne_III_3869,metal,7.518364109213794e+33,-0.1389654111015547,0.0,6.542456811095765e-08
A4,130.0,19,C_IV_5801,metal,8.875679741070847e+31,-0.00040970032483997446,0.0,7.723588606716999e-10
A4,130.0,20,C_IV_1549,metal,1.0902561408139551e+27,-0.0009459940008689216,0.0,9.48737466115238e-15
A4,130.0,21,He_II_1640,He,3.999438960848223e-12,-0.0,3.7302553327712135e-30,3.4802992100231573e-53
A4,130.0,22,He_II_4686,He,1.7784128500611802e-16,-0.0,1.31676804469817e-29,1.5475692710285228e-57
A4,130.0,23,He_II_3203,He,1.6327289885926764e-18,-0.0,1.418354568675343e-30,1.4207956327894172e-59
A4,130.0,24,He_II_10124,He,3.2187010979269104e-19,-0.0,3.315724406122804e-29,2.8009035762455803e-60
A4,140.0,1,Halpha,H,4.510031574956297e+40,-0.04380016793495836,159453.75451062372,0.5786874457883693
A4,140.0,2,Hbeta,H,1.4587602670811704e+40,-1.0474887858568256,34056.163802326955,0.18717524233362867
A4,140.0,3,Hgamma,H,6.942630274687194e+39,-1.7756369515936823,11421.310422406163,0.08908170406214215
A4,140.0,4,He_I_10830,He,3.3141047575649807e+39,-4.752485289540946,420746.2285553626,0.04252366719292748
A4,140.0,5,He_I_5876,He,2.003971144882668e+39,-2.303407056366802,7903.326805845688,0.025713189009701837
A4,140.0,6,Palpha,H,1.8306432030639294e+39,-8.062568402049385,488284.3587252528,0.023489197840952363
A4,140.0,7,He_I_7065,He,1.5229609187737662e+39,-2.1120663409877753,1074.8223439732612,0.019541290331858464
A4,140.0,8,Pbeta,H,1.3626816489257217e+39,-8.152413834041285,64437.0590328044,0.017484728204971618
A4,140.0,9,He_I_6678,He,1.26781305338356e+39,-1.4605420638110829,165.90313206649077,0.016267458118778142
A4,140.0,10,O_I_7774,metal,6.938713407506e+35,-3.121818873826564,0.0,8.903144627953229e-06
A4,140.0,11,C_II_6580,metal,6.938713407506e+35,-3.6647925078305956,0.0,8.903144627953229e-06
A4,140.0,12,O_I_6300,metal,6.938713407506e+35,-3.9296888939186148,0.0,8.903144627953229e-06
A4,140.0,13,C_II_4267,metal,6.938713407506e+35,-13.928198424895832,0.0,8.903144627953229e-06
A4,140.0,14,O_III_5007,metal,2.2763204390705056e+34,-0.23343202389943915,0.0,2.920773477499068e-07
A4,140.0,15,C_III_4647,metal,7.602908311378473e+33,-0.10354604032548664,0.0,9.755380906213293e-08
A4,140.0,16,C_III_5696,metal,2.4813486245920965e+33,-0.01736696835994538,0.0,3.1838475492039056e-08
A4,140.0,17,Ne_III_3869,metal,2.0367367281846273e+33,-0.06979612785841692,0.0,2.6133608055458978e-08
A4,140.0,18,C_III_1909,metal,1.309718965883821e+33,,0.0,1.6805157801478077e-08
A4,140.0,19,C_IV_5801,metal,1.0112782962564714e+31,-6.764006826082974e-05,0.0,1.297583053501221e-10
A4,140.0,20,C_IV_1549,metal,1.3838589311312858e+26,-0.0006744304202861429,0.0,1.7756456398989773e-15
A4,140.0,21,He_II_1640,He,1.486758882187685e-16,-0.0,3.9771767300039696e-30,1.9076777750601438e-57
A4,140.0,22,He_II_4686,He,3.779822382475909e-21,-0.0,1.403930497780643e-29,4.849934470957419e-62
A4,140.0,23,He_II_3203,He,2.678945426090077e-23,-0.0,1.5122414639749732e-30,3.4373863248297186e-64
A4,140.0,24,He_II_10124,He,5.281173204179297e-24,-0.0,3.5352062458794303e-29,6.776335334907517e-65
A4,150.0,1,Halpha,H,4.89094625572564e+40,-0.03252568612130561,176978.65283725903,0.5790005819455248
A4,150.0,2,Hbeta,H,1.5769810574971402e+40,-0.9187657341969077,37259.096466150615,0.18668635929888097
A4,150.0,3,Hgamma,H,7.50946087947989e+39,-1.6562666168521418,12495.617543533102,0.08889858918866662
A4,150.0,4,He_I_10830,He,3.321153196190998e+39,-4.051039283864134,424534.5979240351,0.03931651530772201
A4,150.0,5,He_I_5876,He,2.3024452624261862e+39,-2.0669471936356123,7048.636192365033,0.02725683491782087
A4,150.0,6,Palpha,H,1.9850742365501955e+39,-10.605280819643879,473967.17380449735,0.023499729460779124
A4,150.0,7,He_I_7065,He,1.7290218820782586e+39,-1.8357146915421996,958.5920157384825,0.020468527429593084
A4,150.0,8,Pbeta,H,1.4769510094281915e+39,-9.008998169280009,61199.08840432333,0.01748445902391293
A4,150.0,9,He_I_6678,He,1.468064753941961e+39,-1.2409472433753346,126.9419129994492,0.01737926164841896
A4,150.0,10,O_I_7774,metal,1.927489161078302e+35,-1.080146036087767,0.0,2.281802513473851e-06
A4,150.0,11,C_II_6580,metal,1.927489161078302e+35,-1.34631729627035,0.0,2.281802513473851e-06
A4,150.0,12,O_I_6300,metal,1.927489161078302e+35,-1.4689903987967377,0.0,2.281802513473851e-06
A4,150.0,13,C_II_4267,metal,1.927489161078302e+35,-6.3347243559909465,0.0,2.281802513473851e-06
A4,150.0,14,O_III_5007,metal,9.552987625495786e+32,-0.01466023600268516,0.0,1.1309029184291924e-08
A4,150.0,15,C_III_4647,metal,1.285812501291225e+32,-0.002727830812196051,0.0,1.5221720861252754e-09
A4,150.0,16,Ne_III_3869,metal,7.844356338569116e+31,-0.004685827457455917,0.0,9.286315259961351e-10
A4,150.0,17,C_III_5696,metal,4.196485017170792e+31,-0.00041284798668865134,0.0,4.967887889226202e-10
A4,150.0,18,C_III_1909,metal,2.6295524065519687e+31,-7.208654076228201,0.0,3.112919860584237e-10
A4,150.0,19,C_IV_5801,metal,6.021101119270501e+28,-5.612645865342022e-07,0.0,7.127907095542684e-13
A4,150.0,20,C_IV_1549,metal,3.2343157593819154e+25,-0.0007510773054111297,0.0,3.828851532943035e-16
A4,150.0,21,He_II_1640,He,1.6697469385269545e-20,-0.0,4.2448397075168796e-30,1.9766818087135762e-61
A4,150.0,22,He_II_4686,He,2.5722831385674e-25,-0.0,1.4984146614895998e-29,3.0451232875758094e-66
A4,150.0,23,He_II_3203,He,1.4458417566644746e-27,-0.0,1.614014928028611e-30,1.7116181097468816e-68
A4,150.0,24,He_II_10124,He,2.850278571715555e-28,-0.0,3.773124722761744e-29,3.374220172217613e-69
A5,0.1,1,Halpha,H,2.4040535300405115e+40,-39.12907976472879,0.0,0.5088818645632055
A5,0.1,2,Hbeta,H,8.304942771090008e+39,-7.223254822170357,0.0,0.175796200443664
A5,0.1,3,He_I_5876,He,4.0939799006159985e+39,-7.931504993182494,5389546.631937221,0.08665997238733068
A5,0.1,4,Hgamma,H,3.906898503771902e+39,-2.858051784017235,0.0,0.08269989708694797
A5,0.1,5,He_I_10830,He,3.4293067768566896e+39,-27.402404612543886,12217776.117395043,0.07259039804894282
A5,0.1,6,He_I_7065,He,1.5630606274238246e+39,-13.110531606615451,722673.8422578804,0.033086335082370896
A5,0.1,7,Palpha,H,9.777079698762064e+38,-41.658214851354714,846836.9965772823,0.02069578936125129
A5,0.1,8,Pbeta,H,7.348594371181298e+38,-11.39352997002326,122983.55796973134,0.015555254318577502
A5,0.1,9,He_I_6678,He,1.3825864122835945e+38,-2.354631952134332,0.0,0.0029266118354310195
A5,0.1,10,C_III_1909,metal,3.4117137576561225e+37,-0.013840146730539748,0.0,0.0007221799500956749
A5,0.1,11,O_I_7774,metal,1.608708715520088e+37,-0.015511883983983715,0.0,0.0003405259826636
A5,0.1,12,O_III_5007,metal,1.2978190279706542e+36,-0.0004528561901336283,0.0,2.747179122954821e-05
A5,0.1,13,Ne_III_3869,metal,4.902798709772137e+35,-0.00011845123420311455,0.0,1.037807735073553e-05
A5,0.1,14,C_II_4267,metal,2.749474447845192e+35,-7.448982483687953e-05,0.0,5.819993881603682e-06
A5,0.1,15,C_II_6580,metal,5.094228167153902e+34,-3.192429964840817e-05,0.0,1.0783288707252678e-06
A5,0.1,16,O_I_6300,metal,9.41678879943926e+33,-5.318262317327355e-06,0.0,1.9933137854778997e-07
A5,0.1,17,C_IV_1549,metal,9.327201344681691e+32,-8.453177629541564e-07,0.0,1.974350218132652e-08
A5,0.1,18,C_III_4647,metal,1.3071695830293847e+32,-4.015785475305147e-08,0.0,2.7669720594827674e-09
A5,0.1,19,C_III_5696,metal,4.266187771992881e+31,-1.9211624454409717e-08,0.0,9.030520996559925e-10
A5,0.1,20,C_IV_5801,metal,1.550238814375041e+29,-7.272533627091777e-11,0.0,3.281492731004746e-12
A5,0.1,21,He_II_1640,He,1.6529333900875634e+23,-1.3037978001609016,1.4978061574078594e-14,3.498873111749575e-18
A5,0.1,22,He_II_4686,He,2.4481268587607202e+22,-4.762557353488049,1.463093159913766e-23,5.182111567010011e-19
A5,0.1,23,He_II_3203,He,1.061221619410785e+22,-4.131873445908864,1.0880076740858949e-24,2.2463577855167157e-19
A5,0.1,24,He_II_10124,He,2.0920527628320375e+21,7.760645313424445,1e-30,4.4283860463649184e-20
A5,0.2,1,Halpha,H,2.405726504828723e+40,-39.38757508878851,0.0,0.5090535876780752
A5,0.2,2,Hbeta,H,8.309915576350531e+39,-7.280482691579461,0.0,0.1758384558241515
A5,0.2,3,He_I_5876,He,4.0753590851546647e+39,7.690601216524628,5384089.1281127315,0.08623491320440523
A5,0.2,4,Hgamma,H,3.9093049154490503e+39,-2.8827555770386715,0.0,0.08272119414000288
A5,0.2,5,He_I_10830,He,3.446934221174207e+39,-23.87163533297398,12275688.97914001,0.07293739451500898
A5,0.2,6,He_I_7065,He,1.5566421898198852e+39,4.707488621003574,721960.5721820231,0.032938669041071414
A5,0.2,7,Palpha,H,9.783855661046139e+38,-41.44714041144649,850660.5189886851,0.020702714192919337
A5,0.2,8,Pbeta,H,7.353582465602425e+38,-12.4164667339335,123550.51939927477,0.015560237329089127
A5,0.2,9,He_I_6678,He,1.382958530431039e+38,1.6969029583226307,0.0,0.0029263509385329765
A5,0.2,10,C_III_1909,metal,3.3008658724343603e+37,-0.013598744477689887,0.0,0.0006984657696683863
A5,0.2,11,O_I_7774,metal,1.6079183456383177e+37,-0.015571274579380238,0.0,0.00034023676461047086
A5,0.2,12,O_III_5007,metal,1.4037904146531786e+36,-0.000492827868003167,0.0,2.970431366545426e-05
A5,0.2,13,Ne_III_3869,metal,5.237735686744894e+35,-0.00012752080228344432,0.0,1.1083089192787537e-05
A5,0.2,14,C_II_4267,metal,2.697050533200245e+35,-7.3584841032921e-05,0.0,5.706979772301249e-06
A5,0.2,15,C_II_6580,metal,4.997097101678439e+34,-3.146859816142679e-05,0.0,1.0573896087021029e-06
A5,0.2,16,O_I_6300,metal,9.711173096399647e+33,-5.512235262638229e-06,0.0,2.0548917324403002e-07
A5,0.2,17,C_IV_1549,metal,9.179413069589912e+32,-8.47919058410973e-07,0.0,1.9423708997987042e-08
A5,0.2,18,C_III_4647,metal,1.394402436181138e+32,-4.31173876522238e-08,0.0,2.9505663315439633e-09
A5,0.2,19,C_III_5696,metal,4.550888193624167e+31,-2.060601722037431e-08,0.0,9.6297145890701e-10
A5,0.2,20,C_IV_5801,metal,1.7982960389542606e+29,-8.481714931010494e-11,0.0,3.8052083164877985e-12
A5,0.2,21,He_II_1640,He,1.4572571432586653e+23,-2.0207646558944834,1.3883606456456081e-14,3.083567377490156e-18
A5,0.2,22,He_II_4686,He,2.1583473609530923e+22,-5.674740163746659,1.3410502280434202e-23,4.567079696479883e-19
A5,0.2,23,He_II_3203,He,9.356072428784675e+21,-3.2074353440275627,9.972577823707162e-25,1.9797521567348105e-19
A5,0.2,24,He_II_10124,He,1.8444212609203388e+21,-8.415785138701896,1e-30,3.902809642644994e-20
A5,0.3,1,Halpha,H,2.4074030734994044e+40,-39.650908101748485,0.0,0.5092063439217684
A5,0.3,2,Hbeta,H,8.314898914373056e+39,-7.338809891509491,0.0,0.17587413270651175
A5,0.3,3,He_I_5876,He,4.057173047021079e+39,-13.043656600790253,5377715.510758422,0.08581605119114907
A5,0.3,4,Hgamma,H,3.911716432951937e+39,-2.907898786682325,14.301078205022074,0.08273939853315761
A5,0.3,5,He_I_10830,He,3.4649306839517e+39,-21.541096500413232,12289682.575419731,0.07328912656710682
A5,0.3,6,He_I_7065,He,1.550360201734501e+39,1.2245592400591165,721125.6084796006,0.03279273249990041
A5,0.3,7,Palpha,H,9.790646171517636e+38,-41.731296683533174,854496.8872666032,0.02070886756152257
A5,0.3,8,Pbeta,H,7.358581241562216e+38,-7.667576624787972,124119.34526357,0.015564640137392973
A5,0.3,9,He_I_6678,He,1.3833329449951524e+38,-7.14159145307081,0.0,0.002925982437679598
A5,0.3,10,C_III_1909,metal,3.2607868430045506e+37,-0.013643401525571445,0.0,0.0006897114010164379
A5,0.3,11,O_I_7774,metal,1.6063071774060014e+37,-0.01562313465890041,0.0,0.0003397610537371476
A5,0.3,12,O_III_5007,metal,1.5975085948683004e+36,-0.0005642775997439968,0.0,3.3790000516782594e-05
A5,0.3,13,Ne_III_3869,metal,5.887889408492254e+35,-0.00014446141116131254,0.0,1.2453878920890172e-05
A5,0.3,14,C_II_4267,metal,2.7014679383240086e+35,-7.42271305090184e-05,0.0,5.714060213839742e-06
A5,0.3,15,C_II_6580,metal,5.005281672960723e+34,-3.167467794418733e-05,0.0,1.0587014734022658e-06
A5,0.3,16,O_I_6300,metal,1.0011024126268564e+34,-5.711253822200338e-06,0.0,2.1175004096176723e-07
A5,0.3,17,C_IV_1549,metal,9.033533981945435e+32,-8.505516057577545e-07,0.0,1.9107447615546245e-08
A5,0.3,18,C_III_4647,metal,1.5988107526179893e+32,-4.9761985485029586e-08,0.0,3.381754334890022e-09
A5,0.3,19,C_III_5696,metal,5.218012238888113e+31,-2.3756657577616475e-08,0.0,1.103697575180451e-09
A5,0.3,20,C_IV_5801,metal,2.3600184121666687e+29,-1.119135229016918e-10,0.0,4.991836890448931e-12
A5,0.3,21,He_II_1640,He,1.2841901720274058e+23,0.7142552524299193,1.2869425372539995e-14,2.7162787552971192e-18
A5,0.3,22,He_II_4686,He,1.9020456768593004e+22,-6.669657244863009,1.2290411936999236e-23,4.023147331443205e-19
A5,0.3,23,He_II_3203,He,8.245048967143185e+21,-3.113389730267298,9.139687005954437e-25,1.7439668854090518e-19
A5,0.3,24,He_II_10124,He,1.6253982350052798e+21,4.64907793005704,1e-30,3.437991343347592e-20
A5,0.4,1,Halpha,H,2.409083249131377e+40,-39.91914873339006,0.0,0.5093502272022437
A5,0.4,2,Hbeta,H,8.319892823706428e+39,-7.398225357055943,0.0,0.17590671893888066
A5,0.4,3,He_I_5876,He,4.0389103410772263e+39,-7.065324096870604,5371328.75257346,0.08539430510003883
A5,0.4,4,Hgamma,H,3.9141330749366737e+39,-2.9335562370532626,27.19187534423135,0.0827561509855523
