# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 50.0 d   T_phot: 4901.116787021533 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 8.8292e+40 erg/s   peak F = 28.369 @ Δv = +28.7 km/s   EW = -186.78 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   6.10e+05       3.5518e+42       8.8292e+40  -28227.14     -701.68       36.674       +40.0
  HI      Hbeta            4861.33   1.83e+05       1.6670e+41       2.9428e+40   -1434.62     -253.26       15.030        +0.0
  HI      Hgamma           4340.47   6.18e+04       7.5497e+40       1.3932e+40    -762.19     -140.65        9.325       +40.0
  HI      Palpha          18751.01   1.66e+06       3.9662e+39       3.5870e+39    -248.62     -224.85        8.992        +0.0
  HI      Pbeta           12818.08   2.28e+05       5.4867e+39       2.6819e+39    -107.69      -52.64        4.208       +20.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.51e+05       1.1034e+40       2.7428e+38     -74.72       -1.86        1.196        +0.0
  HeI     He_I_6678        6678.15   1.98e+03       3.5671e+39       8.8671e+37     -33.46       -0.83        1.034       +20.0
  HeI     He_I_7065        7065.19   2.04e+04       4.3027e+39       1.0696e+38     -39.21       -0.97        1.131        +0.0
  HeI     He_I_10830      10830.34   1.38e+06       1.4023e+41       3.4860e+39   -2182.28      -54.25        2.440        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   5.67e-28       1.1709e+15       1.1709e+15      +2.45       +2.45        1.845       +60.0
  HeII    He_II_3203       3203.10   1.46e-30       7.5219e+13       7.5219e+13      +8.55       +8.55        1.572     -2620.1
  HeII    He_II_4686       4685.71   1.36e-29       1.7352e+14       1.7352e+14      +5.71       +5.71        1.413     +1760.0
  HeII    He_II_10124     10123.60   3.41e-29       1.4828e+13       1.4828e+13      +1.37       +1.37        1.347      +700.0
