# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 70.0 d   T_phot: 5652.631596989462 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.1916e+40 erg/s   peak F = 19.119 @ Δv = +28.7 km/s   EW = +64.21 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.29e+05       1.3419e+42       5.1916e+40  -12243.10     -473.67       27.958       +40.0
  HI      Hbeta            4861.33   2.51e+04       6.3477e+39       1.7429e+40     -28.23      -77.52       22.335       +40.0
  HI      Hgamma           4340.47   8.38e+03       6.7286e+38       8.2405e+39     +11.36     +139.14       63.871       -20.0
  HI      Palpha          18751.01   2.56e+05       2.2484e+38       2.1096e+39     +31.80     +298.40       45.912       +40.0
  HI      Pbeta           12818.08   3.14e+04       2.3229e+38       1.5789e+39     +29.16     +198.24       30.431        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.86e+04       3.0901e+39       1.1956e+38      -1.73       -0.07        1.236       +20.0
  HeI     He_I_6678        6678.15   2.15e+02       1.2342e+39       4.7750e+37      +8.13       +0.31        1.032       -20.0
  HeI     He_I_7065        7065.19   3.88e+03       1.3186e+39       5.1016e+37      +6.24       +0.24        1.211       +20.0
  HeI     He_I_10830      10830.34   5.56e+05       9.7463e+40       3.7708e+39   -2140.53      -82.82        3.775       +40.0
# --- He II ---
  HeII    He_II_1640       1640.42   6.72e-30       7.8429e+08       7.8429e+08      +0.66       +0.66        1.607     -1780.0
  HeII    He_II_3203       3203.10   2.27e-30       3.5312e+07       3.5312e+07      +1.72       +1.72        1.433     +4360.1
  HeII    He_II_4686       4685.71   2.11e-29       8.1738e+07       8.1738e+07      -0.88       -0.88        1.384      +160.0
  HeII    He_II_10124     10123.60   5.31e-29       6.9613e+06       6.9613e+06      +3.45       +3.45        1.312     +1040.0
