# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.3 d   T_phot: 9436.505754760117 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.4074e+40 erg/s   peak F = 4.452 @ Δv = +28.7 km/s   EW = -39.55 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   0.00e+00       8.0944e+45       2.4074e+40  -13331815.37      -39.65        4.117      +100.0
  HI      Hbeta            4861.33   0.00e+00       1.0572e+45       8.3149e+39  -933103.23       -7.34        1.854       -80.0
  HI      Hgamma           4340.47   1.43e+01       1.5229e+44       3.9117e+39  -113202.51       -2.91        1.454       -80.0
  HI      Palpha          18751.01   8.54e+05       7.2782e+39       9.7906e+38    -296.58      -39.90        3.464      -160.0
  HI      Pbeta           12818.08   1.24e+05       2.8573e+39       7.3586e+38     -35.24       -9.08        1.550      -120.0
# --- He I ---
  HeI     He_I_5876        5875.62   5.38e+06       4.0572e+39       1.2067e+34      +4.88       +0.00        1.000       +40.0
  HeI     He_I_6678        6678.15   0.00e+00       1.3833e+38       1.3833e+38      +6.99       +6.99        1.588     -1960.0
  HeI     He_I_7065        7065.19   7.21e+05       1.5504e+39       4.6110e+33      +0.02       +0.00        1.000      -260.0
  HeI     He_I_10830      10830.34   1.23e+07       3.4649e+39       1.0305e+34     -18.60       -0.00        1.000      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.29e-14       1.2842e+23       1.2842e+23      -1.32       -1.32        2.157      -240.0
  HeII    He_II_3203       3203.10   9.14e-25       8.2450e+21       8.2450e+21      +5.53       +5.53        1.600     +2000.1
  HeII    He_II_4686       4685.71   1.23e-23       1.9020e+22       1.9020e+22      +4.78       +4.78        1.700      +260.0
  HeII    He_II_10124     10123.60   1.00e-30       1.6254e+21       1.6254e+21      -7.02       -7.02        1.408     +1240.0
