# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 90.0 d   T_phot: 5831.539754513031 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.6942e+40 erg/s   peak F = 17.004 @ Δv = +28.7 km/s   EW = +167.52 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   7.19e+04       1.0682e+42       3.6942e+40  -13352.47     -461.76       28.175       +20.0
  HI      Hbeta            4861.33   1.24e+04       4.6031e+39       1.2419e+40     -33.02      -89.08       26.510       +40.0
  HI      Hgamma           4340.47   4.13e+03       6.5830e+38       5.8703e+39      +1.96      +17.50       44.793       +40.0
  HI      Palpha          18751.01   7.56e+04       1.8982e+38       1.5012e+39     +13.75     +108.74       48.153       +80.0
  HI      Pbeta           12818.08   9.24e+03       2.4181e+38       1.1238e+39     +29.34     +136.35       20.081        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.48e+04       1.9518e+39       6.7499e+37      -7.43       -0.26        1.252       +40.0
  HeI     He_I_6678        6678.15   4.31e+01       9.8846e+38       3.4183e+37      -2.76       -0.10        1.036      -380.0
  HeI     He_I_7065        7065.19   2.02e+03       8.8499e+38       3.0605e+37      +8.32       +0.29        1.130        +0.0
  HeI     He_I_10830      10830.34   2.62e+05       6.1176e+40       2.1156e+39   -1902.56      -65.80        3.567        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.05e-30       3.8618e+06       3.8618e+06      -0.73       -0.73        1.803     +1780.0
  HeII    He_II_3203       3203.10   1.12e-30       1.8311e+05       1.8311e+05      -3.60       -3.60        1.596     -3600.1
  HeII    He_II_4686       4685.71   1.04e-29       4.2319e+05       4.2319e+05      -3.62       -3.62        1.508      +180.0
  HeII    He_II_10124     10123.60   2.62e-29       3.6097e+04       3.6097e+04      +4.00       +4.00        1.293     -1300.0
