 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
      0.000000E+00       4.301500E+01       4.201494E+01
      1.011331E+00       4.300300E+01       4.198909E+01
      2.013196E+00       4.298300E+01       4.196478E+01
      3.103022E+00       4.295300E+01       4.193962E+01
      4.130367E+00       4.292300E+01       4.191719E+01
      5.203012E+00       4.289200E+01       4.189498E+01
      6.332138E+00       4.286100E+01       4.187297E+01
      7.476849E+00       4.283100E+01       4.185205E+01
      8.579350E+00       4.280600E+01       4.183315E+01
      9.627531E+00       4.278300E+01       4.181631E+01
      1.068574E+01       4.276300E+01       4.180024E+01
      1.170982E+01       4.274500E+01       4.178561E+01
      1.272041E+01       4.272900E+01       4.177203E+01
      1.378403E+01       4.271400E+01       4.175861E+01
      1.479134E+01       4.268400E+01       4.174663E+01
      1.580036E+01       4.267100E+01       4.173528E+01
      1.638738E+01       4.266200E+01       4.172900E+01
      1.746172E+01       4.264400E+01       4.171800E+01
      1.846959E+01       4.262300E+01       4.170825E+01
      1.955685E+01       4.259700E+01       4.169827E+01
      2.058874E+01       4.257200E+01       4.168904E+01
      2.162023E+01       4.254600E+01       4.168088E+01
      2.264158E+01       4.252400E+01       4.167293E+01
      2.374794E+01       4.248200E+01       4.166474E+01
      2.477001E+01       4.245000E+01       4.165744E+01
      2.589802E+01       4.243700E+01       4.164982E+01
      2.698223E+01       4.242300E+01       4.164276E+01
      2.802206E+01       4.240700E+01       4.163639E+01
      2.903672E+01       4.239400E+01       4.163033E+01
      3.018122E+01       4.238100E+01       4.162366E+01
      3.122650E+01       4.237600E+01       4.161784E+01
      3.232142E+01       4.236500E+01       4.161194E+01
      3.333278E+01       4.235200E+01       4.160660E+01
      3.441039E+01       4.235400E+01       4.160108E+01
      3.551819E+01       4.235300E+01       4.159550E+01
      3.662376E+01       4.235100E+01       4.159017E+01
      3.770213E+01       4.234900E+01       4.158501E+01
      3.870905E+01       4.234700E+01       4.158024E+01
      3.979076E+01       4.234700E+01       4.157530E+01
      4.083623E+01       4.234700E+01       4.157043E+01
      4.187641E+01       4.234600E+01       4.156585E+01
      4.298412E+01       4.234400E+01       4.156098E+01
      4.400452E+01       4.234300E+01       4.155654E+01
      4.506530E+01       4.234300E+01       4.155206E+01
      4.610996E+01       4.234100E+01       4.154728E+01
      4.723948E+01       4.234000E+01       4.154270E+01
      4.833415E+01       4.233700E+01       4.153794E+01
      4.939104E+01       4.233800E+01       4.153377E+01
      5.049240E+01       4.234200E+01       4.152917E+01
      5.150759E+01       4.233800E+01       4.152492E+01
      5.251664E+01       4.233600E+01       4.152088E+01
      5.354064E+01       4.233400E+01       4.151667E+01
      5.456779E+01       4.233300E+01       4.151255E+01
      5.560940E+01       4.233100E+01       4.150826E+01
      5.662078E+01       4.232800E+01       4.150420E+01
      5.770622E+01       4.232600E+01       4.149982E+01
      5.871106E+01       4.232400E+01       4.149582E+01
      5.972906E+01       4.232200E+01       4.149164E+01
      6.075934E+01       4.231900E+01       4.148756E+01
      6.193754E+01       4.231400E+01       4.148287E+01
      6.300454E+01       4.231200E+01       4.147857E+01
      6.405068E+01       4.230300E+01       4.147451E+01
      6.512591E+01       4.229900E+01       4.147026E+01
      6.622432E+01       4.229500E+01       4.146583E+01
      6.724466E+01       4.229400E+01       4.146180E+01
      6.828388E+01       4.229000E+01       4.145773E+01
      6.936333E+01       4.228400E+01       4.145332E+01
      7.039805E+01       4.227900E+01       4.144917E+01
      7.144901E+01       4.227700E+01       4.144498E+01
      7.246309E+01       4.227700E+01       4.144122E+01
      7.346605E+01       4.227100E+01       4.143712E+01
      7.453164E+01       4.226500E+01       4.143297E+01
      7.560696E+01       4.226100E+01       4.142878E+01
      7.661040E+01       4.225800E+01       4.142472E+01
      7.761439E+01       4.225500E+01       4.142078E+01
      7.869364E+01       4.225100E+01       4.141647E+01
      7.970689E+01       4.224600E+01       4.141263E+01
      8.079889E+01       4.223800E+01       4.140824E+01
      8.189563E+01       4.224500E+01       4.140381E+01
      8.292799E+01       4.223400E+01       4.140002E+01
      8.404159E+01       4.222900E+01       4.139568E+01
      8.508553E+01       4.222500E+01       4.139129E+01
      8.611149E+01       4.222200E+01       4.138721E+01
      8.713685E+01       4.221800E+01       4.138346E+01
      8.821602E+01       4.221400E+01       4.137858E+01
      8.932477E+01       4.220800E+01       4.137475E+01
      9.037140E+01       4.220300E+01       4.137051E+01
      9.138488E+01       4.219500E+01       4.136661E+01
      9.249171E+01       4.219200E+01       4.136192E+01
      9.357261E+01       4.219200E+01       4.135793E+01
      9.460448E+01       4.218600E+01       4.135392E+01
      9.562348E+01       4.217800E+01       4.134967E+01
      9.665620E+01       4.217300E+01       4.134596E+01
      9.772281E+01       4.216900E+01       4.134104E+01
      9.881248E+01       4.216200E+01       4.133726E+01
      9.986468E+01       4.215500E+01       4.133325E+01
      1.009098E+02       4.214400E+01       4.132899E+01
      1.019546E+02       4.214400E+01       4.132490E+01
      1.029965E+02       4.214700E+01       4.132077E+01
      1.040756E+02       4.213500E+01       4.131660E+01
      1.047963E+02       4.212900E+01       4.131366E+01
      1.058542E+02       4.212100E+01       4.130942E+01
      1.068665E+02       4.211600E+01       4.130514E+01
      1.079190E+02       4.210900E+01       4.130125E+01
      1.089579E+02       4.210000E+01       4.129732E+01
      1.100601E+02       4.209000E+01       4.129314E+01
      1.110792E+02       4.208200E+01       4.128870E+01
      1.120976E+02       4.207800E+01       4.128443E+01
      1.131009E+02       4.207000E+01       4.128058E+01
      1.141116E+02       4.205800E+01       4.127692E+01
      1.151500E+02       4.205800E+01       4.127277E+01
      1.161654E+02       4.204200E+01       4.126881E+01
      1.171866E+02       4.202500E+01       4.126458E+01
      1.181995E+02       4.201100E+01       4.126031E+01
      1.192150E+02       4.200100E+01       4.125672E+01
      1.202891E+02       4.198900E+01       4.125237E+01
      1.213228E+02       4.197000E+01       4.124822E+01
      1.223775E+02       4.194700E+01       4.124428E+01
      1.233792E+02       4.193600E+01       4.123980E+01
      1.246982E+02       4.194000E+01       4.123502E+01
      1.257162E+02       4.193500E+01       4.123070E+01
      1.268727E+02       4.192400E+01       4.122634E+01
      1.280291E+02       4.191600E+01       4.122167E+01
      1.291856E+02       4.191200E+01       4.121722E+01
      1.303421E+02       4.191200E+01       4.121219E+01
      1.314986E+02       4.191200E+01       4.120763E+01
      1.326551E+02       4.190900E+01       4.120330E+01
      1.338115E+02       4.190500E+01       4.119893E+01
      1.349676E+02       4.190100E+01       4.119396E+01
      1.361231E+02       4.189400E+01       4.118977E+01
      1.372776E+02       4.187200E+01       4.118469E+01
      1.384309E+02       4.182700E+01       4.118013E+01
