 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
      1.394388E+02       4.176400E+01       4.117609E+01
      1.404455E+02       4.168300E+01       4.117231E+01
      1.415946E+02       4.157600E+01       4.116791E+01
      1.421686E+02       4.152200E+01       4.116554E+01
      1.427424E+02       4.146600E+01       4.116316E+01
      1.433160E+02       4.141700E+01       4.116107E+01
      1.438893E+02       4.137300E+01       4.115866E+01
      1.439251E+02       4.137000E+01       4.115836E+01
      1.439968E+02       4.136400E+01       4.115806E+01
      1.455451E+02       4.126400E+01       4.115168E+01
      1.461178E+02       4.123800E+01       4.114953E+01
      1.466903E+02       4.121600E+01       4.114675E+01
      1.478351E+02       4.117900E+01       4.114239E+01
      1.484074E+02       4.116600E+01       4.114019E+01
      1.489796E+02       4.115600E+01       4.113767E+01
      1.495517E+02       4.114900E+01       4.113545E+01
      1.501238E+02       4.114300E+01       4.113322E+01
      1.506959E+02       4.113900E+01       4.113098E+01
      1.512679E+02       4.113600E+01       4.112872E+01
      1.518398E+02       4.113300E+01       4.112646E+01
      1.524118E+02       4.113100E+01       4.112418E+01
      1.529837E+02       4.112900E+01       4.112189E+01
      1.535556E+02       4.112700E+01       4.111959E+01
      1.546993E+02       4.112400E+01       4.111494E+01
      1.552711E+02       4.112200E+01       4.111261E+01
