# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.8 d   T_phot: 8398.969284100956 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0160e+40 erg/s   peak F = 7.067 @ Δv = +28.7 km/s   EW = -73.61 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.76e+05       6.1566e+40       1.0160e+40    -436.17      -71.98        8.587      -260.0
  HI      Hbeta            4861.33   1.29e+05       2.7862e+40       3.4791e+39    -117.33      -14.65        3.081      -260.0
  HI      Hgamma           4340.47   4.57e+04       2.4807e+40       1.6392e+39     -84.86       -5.61        1.847       +20.0
  HI      Palpha          18751.01   3.08e+06       3.1758e+38       4.1310e+38     -37.32      -48.55        4.572      -260.0
  HI      Pbeta           12818.08   4.30e+05       7.5610e+38       3.1009e+38     -34.39      -14.11        2.003      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.10e+06       1.5273e+39       2.5204e+38      +2.14       +0.35        1.185      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       5.8035e+37       5.8035e+37      -2.96       -2.96        1.602      +740.0
  HeI     He_I_7065        7065.19   2.84e+05       5.7438e+38       9.4788e+37      -3.66       -0.60        1.116       +80.0
  HeI     He_I_10830      10830.34   6.61e+06       1.9884e+39       3.2815e+38     -56.28       -9.29        1.722      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.89e-20       7.0023e+18       7.0023e+18      -0.61       -0.61        2.076      +540.0
  HeII    He_II_3203       3203.10   2.33e-28       4.4974e+17       4.4974e+17      +2.83       +2.83        1.571      +160.0
  HeII    He_II_4686       4685.71   2.19e-27       1.0375e+18       1.0375e+18      -0.40       -0.40        1.663     +3480.1
  HeII    He_II_10124     10123.60   3.45e-27       8.8660e+16       8.8660e+16      -4.08       -4.08        1.561     -2620.1
