# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 150.0 d   T_phot: 4331.284427258898 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.5392e+40 erg/s   peak F = 807.141 @ Δv = +28.7 km/s   EW = -15424.97 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.88e+04       5.6648e+41       2.5392e+40  -1814493.84   -81334.55     4320.589       +40.0
  HI      Hbeta            4861.33   9.10e+03       5.2218e+37       8.3810e+39    -221.23   -35507.69     1947.995       +20.0
  HI      Hgamma           4340.47   3.04e+03       2.3509e+37       3.9746e+39    -128.30   -21691.78      883.485        +0.0
  HI      Palpha          18751.01   1.06e+05       3.2503e+37       1.0313e+39    -599.00   -19006.02      176.709      -500.0
  HI      Pbeta           12818.08   1.30e+04       1.8268e+37       7.6996e+38    -114.48    -4825.33       86.788       -20.0
# --- He I ---
  HeI     He_I_5876        5875.62   8.60e+03       1.8889e+38       8.4669e+36    -630.99      -28.28        2.552      -120.0
  HeI     He_I_6678        6678.15   7.62e+00       8.6451e+37       3.8751e+36    -279.17      -12.51        1.667      -140.0
  HeI     He_I_7065        7065.19   1.17e+03       8.2381e+37       3.6927e+36    -270.35      -12.12        1.573      -120.0
  HeI     He_I_10830      10830.34   3.04e+05       1.4409e+39       6.4590e+37   -7300.34     -327.24       16.764        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.54e-30       3.0268e+03       3.0268e+03      +2.61       +2.61        1.873     -2260.1
  HeII    He_II_3203       3203.10   1.73e-30       2.7651e-02       2.7651e-02      -0.53       -0.53        1.784      +340.0
  HeII    He_II_4686       4685.71   1.60e-29       1.1258e+00       1.1258e+00      +0.03       +0.03        1.399     -2100.1
  HeII    He_II_10124     10123.60   4.04e-29       5.4510e-03       5.4510e-03      +2.52       +2.52        1.403     +1060.0
