 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
      0.000000E+00       4.246100E+01       4.206744E+01
      8.440475E-01       4.246100E+01       4.204376E+01
      1.934994E+00       4.245000E+01       4.201410E+01
      2.943861E+00       4.243600E+01       4.198798E+01
      4.014073E+00       4.241900E+01       4.196161E+01
      5.067703E+00       4.240300E+01       4.193692E+01
      6.078556E+00       4.238600E+01       4.191450E+01
      7.081917E+00       4.236400E+01       4.189332E+01
      8.119835E+00       4.234500E+01       4.187262E+01
      8.953518E+00       4.232800E+01       4.185685E+01
      9.966742E+00       4.228800E+01       4.183860E+01
      1.040735E+01       4.226000E+01       4.183097E+01
      1.093032E+01       4.223800E+01       4.182223E+01
      1.140942E+01       4.222600E+01       4.181438E+01
      1.219231E+01       4.220600E+01       4.180209E+01
      1.283628E+01       4.218400E+01       4.179239E+01
      1.343655E+01       4.215900E+01       4.178369E+01
      1.434377E+01       4.211800E+01       4.177107E+01
      1.537328E+01       4.207300E+01       4.175755E+01
      1.637522E+01       4.203900E+01       4.174507E+01
      1.749722E+01       4.200800E+01       4.173207E+01
      1.851217E+01       4.198100E+01       4.172090E+01
      1.956985E+01       4.196500E+01       4.170995E+01
      2.019289E+01       4.195900E+01       4.170389E+01
      2.121066E+01       4.194400E+01       4.169425E+01
      2.225420E+01       4.193500E+01       4.168494E+01
      2.332175E+01       4.193900E+01       4.167596E+01
      2.434229E+01       4.193600E+01       4.166773E+01
      2.537732E+01       4.193400E+01       4.165982E+01
      2.649727E+01       4.193100E+01       4.165167E+01
      2.754137E+01       4.192900E+01       4.164444E+01
      2.857763E+01       4.193000E+01       4.163759E+01
      2.960703E+01       4.193200E+01       4.163104E+01
      3.061953E+01       4.193100E+01       4.162480E+01
      3.157308E+01       4.193200E+01       4.161920E+01
      3.248821E+01       4.193500E+01       4.161384E+01
      3.339676E+01       4.193400E+01       4.160885E+01
      3.436191E+01       4.193600E+01       4.160358E+01
      3.536456E+01       4.193100E+01       4.159824E+01
      3.637381E+01       4.193100E+01       4.159306E+01
