# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.9 d   T_phot: 8378.507321010438 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0178e+40 erg/s   peak F = 6.995 @ Δv = +28.7 km/s   EW = -65.72 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.85e+05       6.1801e+40       1.0178e+40    -444.35      -73.18        9.613      -260.0
  HI      Hbeta            4861.33   1.31e+05       2.7709e+40       3.4849e+39    -111.58      -14.03        2.904      -260.0
  HI      Hgamma           4340.47   4.63e+04       2.4646e+40       1.6420e+39     -91.54       -6.10        1.831        +0.0
  HI      Palpha          18751.01   3.13e+06       3.1549e+38       4.1384e+38     -45.42      -59.57        4.627      -260.0
  HI      Pbeta           12818.08   4.38e+05       7.5058e+38       3.1064e+38     -26.00      -10.76        1.996      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.10e+06       1.5162e+39       2.4972e+38     -13.45       -2.21        1.262      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       5.8097e+37       5.8097e+37      +1.27       +1.27        1.461      +780.0
  HeI     He_I_7065        7065.19   2.84e+05       5.7076e+38       9.4001e+37     -10.25       -1.69        1.183      -260.0
  HeI     He_I_10830      10830.34   6.64e+06       1.9824e+39       3.2649e+38     -49.94       -8.22        1.738      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.57e-20       5.7959e+18       5.7959e+18      +1.91       +1.91        1.903      -280.0
  HeII    He_II_3203       3203.10   2.34e-28       3.7226e+17       3.7226e+17      +1.18       +1.18        1.746     +1620.0
  HeII    He_II_4686       4685.71   2.19e-27       8.5875e+17       8.5875e+17      -8.12       -8.12        1.612     +2580.1
  HeII    He_II_10124     10123.60   3.50e-27       7.3385e+16       7.3385e+16      -0.86       -0.86        1.411      -680.0
