# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 1.0 d   T_phot: 8358.04535791992 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0195e+40 erg/s   peak F = 7.113 @ Δv = +28.7 km/s   EW = -73.06 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.94e+05       6.2027e+40       1.0195e+40    -452.20      -74.33        9.613      -260.0
  HI      Hbeta            4861.33   1.33e+05       2.7582e+40       3.4903e+39    -118.09      -14.94        3.137      -260.0
  HI      Hgamma           4340.47   4.70e+04       2.4507e+40       1.6446e+39     -88.87       -5.96        1.842      -260.0
  HI      Palpha          18751.01   3.19e+06       3.1339e+38       4.1452e+38     -40.09      -53.02        4.724      -260.0
  HI      Pbeta           12818.08   4.45e+05       7.4504e+38       3.1115e+38     -47.72      -19.93        2.187      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.09e+06       1.5053e+39       2.4742e+38      -3.17       -0.52        1.277      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       5.8162e+37       5.8162e+37      -7.01       -7.01        1.634      +460.0
  HeI     He_I_7065        7065.19   2.83e+05       5.6716e+38       9.3224e+37      -0.33       -0.05        1.142      -260.0
  HeI     He_I_10830      10830.34   6.67e+06       1.9766e+39       3.2490e+38     -51.03       -8.39        1.746      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.29e-20       4.7931e+18       4.7931e+18      +2.21       +2.21        2.243       -40.0
  HeII    He_II_3203       3203.10   2.34e-28       3.0784e+17       3.0784e+17      +6.71       +6.71        1.576      -320.0
  HeII    He_II_4686       4685.71   2.17e-27       7.1016e+17       7.1016e+17      +3.15       +3.15        1.551     +4500.1
  HeII    He_II_10124     10123.60   3.62e-27       6.0687e+16       6.0687e+16      +4.92       +4.92        1.403      +520.0
