# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 20.0 d   T_phot: 6783.596279236369 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.8315e+40 erg/s   peak F = 6.924 @ Δv = +28.7 km/s   EW = -85.85 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   3.83e+06       6.5245e+40       4.8315e+40    -116.27      -86.10       11.490      -260.0
  HI      Hbeta            4861.33   9.47e+05       1.3385e+40       1.6337e+40     -16.00      -19.52        5.210      -280.0
  HI      Hgamma           4340.47   3.39e+05       5.2545e+38       7.7145e+39      +3.71      +54.45       27.683      -280.0
  HI      Palpha          18751.01   2.57e+07       1.4661e+38       1.9637e+39     -23.79     -318.61       12.966      -280.0
  HI      Pbeta           12818.08   3.63e+06       1.5132e+37       1.4713e+39      -4.35     -423.11       81.353      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.24e+06       1.1176e+39       8.2758e+38      -3.51       -2.60        1.462      -280.0
  HeI     He_I_6678        6678.15   2.02e+04       4.2295e+38       3.1320e+38      +2.06       +1.52        1.360     +3620.1
  HeI     He_I_7065        7065.19   3.03e+05       5.3346e+38       3.9504e+38      -4.19       -3.10        1.481      +540.0
  HeI     He_I_10830      10830.34   1.31e+07       1.0040e+39       7.4347e+38     +11.51       +8.52        1.630      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.07e-27       1.9774e+11       1.9774e+11      +3.83       +3.83        1.947      +400.0
  HeII    He_II_3203       3203.10   1.66e-28       1.0257e+10       1.0257e+10      +2.39       +2.39        1.738      +740.0
  HeII    He_II_4686       4685.71   1.54e-27       2.3718e+10       2.3718e+10      +8.68       +8.68        1.526     -2740.1
  HeII    He_II_10124     10123.60   3.88e-27       2.0221e+09       2.0221e+09      -5.06       -5.06        1.465      -260.0
