# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 4.0 d   T_phot: 8740.12991650166 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.1045e+40 erg/s   peak F = 4.328 @ Δv = +28.7 km/s   EW = -53.25 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.80e+05       1.0014e+41       5.1045e+40    -107.51      -54.80        6.576      -140.0
  HI      Hbeta            4861.33   1.48e+05       6.5222e+40       1.7546e+40     -39.42      -10.60        2.514      -140.0
  HI      Hgamma           4340.47   5.31e+04       5.8971e+40       8.2614e+39     -33.58       -4.70        1.698      -140.0
  HI      Palpha          18751.01   3.54e+06       7.9513e+38       2.0756e+39     -20.77      -54.21        3.773      -260.0
  HI      Pbeta           12818.08   5.11e+05       1.8898e+39       1.5589e+39     -11.09       -9.15        1.884      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   9.83e+06       3.9637e+39       2.0204e+39      -8.34       -4.25        1.395       +40.0
  HeI     He_I_6678        6678.15   0.00e+00       2.8876e+38       2.8876e+38      -5.52       -5.52        1.558     -1460.0
  HeI     He_I_7065        7065.19   1.30e+06       1.6142e+39       8.2278e+38      -1.03       -0.53        1.498      -280.0
  HeI     He_I_10830      10830.34   2.38e+07       3.6777e+39       1.8746e+39     -17.82       -9.08        1.571      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.48e-15       6.8422e+20       6.8422e+20      +0.44       +0.44        2.184      -920.0
  HeII    He_II_3203       3203.10   4.08e-26       4.3938e+19       4.3938e+19      -3.71       -3.71        2.130     -4000.1
  HeII    He_II_4686       4685.71   5.48e-25       1.0136e+20       1.0136e+20      -2.38       -2.38        1.682     -4600.1
  HeII    He_II_10124     10123.60   1.00e-30       8.6617e+18       8.6617e+18      +6.90       +6.90        1.410      +760.0
