# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 120.0 d   T_phot: 4017.189158742822 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.7850e+40 erg/s   peak F = 800.117 @ Δv = +28.7 km/s   EW = -12059.70 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   9.47e+04       1.2328e+42       4.7850e+40  -2337314.90   -90721.52     5344.198       +60.0
  HI      Hbeta            4861.33   1.43e+04       1.1796e+38       1.5749e+40    -334.54   -44664.04     3470.256       +20.0
  HI      Hgamma           4340.47   4.79e+03       9.0167e+37       7.4723e+39    -351.23   -29106.78     1785.543        +0.0
  HI      Palpha          18751.01   8.67e+04       2.9824e+37       1.9432e+39    -246.33   -16050.15      541.749       +20.0
  HI      Pbeta           12818.08   1.06e+04       6.6070e+37       1.4502e+39    -220.32    -4836.04      167.088       +40.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.74e+04       1.7686e+39       6.8647e+37   -3663.66     -142.20        9.861       +40.0
  HeI     He_I_6678        6678.15   4.65e+01       1.2898e+39       5.0064e+37   -2429.38      -94.30        2.618      -180.0
  HeI     He_I_7065        7065.19   2.37e+03       7.2513e+38       2.8146e+37   -1334.77      -51.81        2.827       +40.0
  HeI     He_I_10830      10830.34   3.03e+05       8.4275e+40       3.2711e+39  -218399.63    -8477.05      326.709       +60.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.76e-30       2.1251e+06       2.1251e+06      +3.10       +3.10        2.076       -20.0
  HeII    He_II_3203       3203.10   1.43e-30       6.9875e+04       6.9875e+04      +1.50       +1.50        1.528     +1180.0
  HeII    He_II_4686       4685.71   1.33e-29       1.6208e+05       1.6208e+05      -0.02       -0.02        1.587     +2520.1
  HeII    He_II_10124     10123.60   3.34e-29       1.3775e+04       1.3775e+04      +2.10       +2.10        1.304     -1500.0
