# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 80.0 d   T_phot: 5425.752676271471 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 8.2900e+40 erg/s   peak F = 32.052 @ Δv = +28.7 km/s   EW = -212.66 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.54e+05       2.0859e+42       8.2900e+40  -20904.35     -830.78       43.639       +20.0
  HI      Hbeta            4861.33   2.78e+04       2.5729e+39       2.7765e+40     -10.67     -115.19       53.368        +0.0
  HI      Hgamma           4340.47   9.31e+03       3.0535e+38       1.3133e+40      +9.77     +420.29      217.074        +0.0
  HI      Palpha          18751.01   2.49e+05       1.3002e+38       3.3684e+39     +14.95     +387.22      119.371       +40.0
  HI      Pbeta           12818.08   3.04e+04       1.1380e+38       2.5202e+39     +37.91     +839.51       76.247       +20.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.67e+04       6.5652e+39       2.6092e+38     -51.31       -2.04        1.268       +20.0
  HeI     He_I_6678        6678.15   4.95e+02       1.3043e+39       5.1837e+37      +0.91       +0.04        1.090       -20.0
  HeI     He_I_7065        7065.19   5.00e+03       2.4895e+39       9.8936e+37      -8.33       -0.33        1.190        +0.0
  HeI     He_I_10830      10830.34   4.93e+05       1.4894e+41       5.9190e+39   -3409.86     -135.51        5.411       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   5.17e-30       2.1632e+09       2.1632e+09      -2.65       -2.65        1.792     -2420.1
  HeII    He_II_3203       3203.10   1.41e-30       6.3473e+07       6.3473e+07      -0.63       -0.63        1.485     +2200.1
  HeII    He_II_4686       4685.71   1.31e-29       1.4781e+08       1.4781e+08      -1.35       -1.35        1.467     -1260.0
  HeII    He_II_10124     10123.60   3.29e-29       1.2513e+07       1.2513e+07      +2.40       +2.40        1.369      +500.0
