# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.3 d   T_phot: 9194.285836944751 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9363e+40 erg/s   peak F = 4.513 @ Δv = +28.7 km/s   EW = -47.59 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   0.00e+00       8.5693e+45       4.9363e+40  -7926501.58      -45.66        4.635       +60.0
  HI      Hbeta            4861.33   9.63e+02       6.2451e+44       1.7019e+40  -315520.73       -8.60        2.087       -40.0
  HI      Hgamma           4340.47   2.27e+03       2.6671e+41       8.0090e+39    -105.49       -3.17        1.453      -140.0
  HI      Palpha          18751.01   9.70e+05       5.9366e+38       2.0075e+39      -0.85       -2.87        5.393      -260.0
  HI      Pbeta           12818.08   1.52e+05       1.4158e+39       1.5084e+39      -3.68       -3.92        1.788      -240.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.00e+07       4.2649e+39       2.4568e+34      -8.96       -0.00        1.000      -260.0
  HeI     He_I_6678        6678.15   0.00e+00       2.8156e+38       2.8156e+38      -0.56       -0.56        1.698      -140.0
  HeI     He_I_7065        7065.19   1.33e+06       1.7340e+39       9.9885e+33      -2.67       -0.00        1.000       +40.0
  HeI     He_I_10830      10830.34   2.29e+07       3.0115e+39       1.7348e+34      +6.40       +0.00        1.000      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.66e-14       2.6840e+22       2.6840e+22      +3.83       +3.83        2.060      +520.0
  HeII    He_II_3203       3203.10   1.23e-24       1.7232e+21       1.7232e+21      +7.60       +7.60        1.719      +220.0
  HeII    He_II_4686       4685.71   1.65e-23       3.9752e+21       3.9752e+21      +5.07       +5.07        1.581     -1040.0
  HeII    He_II_10124     10123.60   1.00e-30       3.3970e+20       3.3970e+20     -10.34      -10.34        1.598     -2620.1
