# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.9 d   T_phot: 9131.139736296986 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9534e+40 erg/s   peak F = 4.466 @ Δv = +28.7 km/s   EW = -46.29 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   0.00e+00       5.9635e+45       4.9534e+40  -5647694.20      -46.91        4.917       +60.0
  HI      Hbeta            4861.33   7.22e+03       2.3746e+41       1.7072e+40    -129.49       -9.31        2.106      -120.0
  HI      Hgamma           4340.47   3.94e+03       1.4515e+41       8.0345e+39     -57.51       -3.18        1.507      -160.0
  HI      Palpha          18751.01   9.55e+05       5.3852e+38       2.0144e+39      -6.17      -23.08        5.309      -260.0
  HI      Pbeta           12818.08   1.39e+05       1.3379e+39       1.5135e+39      +0.62       +0.70        1.932      -240.0
# --- He I ---
  HeI     He_I_5876        5875.62   9.99e+06       4.2665e+39       3.5439e+34     -11.24       -0.00        1.000      +240.0
  HeI     He_I_6678        6678.15   0.00e+00       2.8219e+38       2.8219e+38      -8.07       -8.07        1.595       +80.0
  HeI     He_I_7065        7065.19   1.32e+06       1.7320e+39       1.4387e+34      -4.44       -0.00        1.000      -260.0
  HeI     He_I_10830      10830.34   2.30e+07       3.1580e+39       2.6232e+34      -2.74       -0.00        1.000      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.92e-14       1.7166e+22       1.7166e+22      -3.68       -3.68        2.140      -720.0
  HeII    He_II_3203       3203.10   8.47e-25       1.1021e+21       1.1021e+21      -2.88       -2.88        1.725     +2980.1
  HeII    He_II_4686       4685.71   1.14e-23       2.5425e+21       2.5425e+21      -4.50       -4.50        1.542     +2820.1
  HeII    He_II_10124     10123.60   1.00e-30       2.1727e+20       2.1727e+20      +0.00       +0.00        1.561     -3760.1
