# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 60.0 d   T_phot: 5171.306153935985 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.3071e+41 erg/s   peak F = 23.342 @ Δv = +28.7 km/s   EW = +149.89 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   8.37e+05       2.5463e+42       2.3071e+41  -20790.50    -1883.76       79.800        +0.0
  HI      Hbeta            4861.33   1.46e+05       8.4161e+41       7.7179e+40   -6901.98     -632.94       24.019       -20.0
  HI      Hgamma           4340.47   4.98e+04       7.6695e+41       3.6514e+40   -7131.29     -339.52       14.281     -1280.0
  HI      Palpha          18751.01   1.41e+06       1.2860e+40       9.3738e+39   -1045.59     -762.14       12.892        +0.0
  HI      Pbeta           12818.08   1.99e+05       3.0467e+40       7.0123e+39    -820.55     -188.86        4.633        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.62e+05       2.3059e+40       2.0893e+39    -197.11      -17.86        1.962       +20.0
  HeI     He_I_6678        6678.15   1.52e+04       1.7571e+39       1.5921e+38     -40.80       -3.70        1.171     -1140.0
  HeI     He_I_7065        7065.19   4.88e+04       7.7916e+39       7.0597e+38     -77.58       -7.03        1.457       +40.0
  HeI     He_I_10830      10830.34   2.46e+06       1.6064e+41       1.4555e+40   -2831.60     -256.56        7.294       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   5.09e-28       6.8294e+14       6.8294e+14      -4.24       -4.24        2.218     -2200.1
  HeII    He_II_3203       3203.10   1.49e-30       4.3861e+13       4.3861e+13      +4.03       +4.03        1.626      -920.0
  HeII    He_II_4686       4685.71   1.39e-29       1.0118e+14       1.0118e+14      +0.94       +0.94        1.979     -1480.0
  HeII    He_II_10124     10123.60   3.49e-29       8.6467e+12       8.6467e+12      +4.15       +4.15        1.407      +780.0
