# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 90.0 d   T_phot: 5704.57154757811 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 6.5393e+40 erg/s   peak F = 28.403 @ Δv = +28.7 km/s   EW = -52.94 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.09e+05       1.8164e+42       6.5393e+40  -22278.45     -802.05       43.730        +0.0
  HI      Hbeta            4861.33   1.87e+04       2.4351e+39       2.1953e+40     -12.16     -109.61       52.941       +40.0
  HI      Hgamma           4340.47   6.25e+03       3.9855e+38       1.0380e+40      +8.55     +222.73      122.201       +40.0
  HI      Palpha          18751.01   1.47e+05       1.4855e+38       2.6572e+39     +15.41     +275.65       85.597       +40.0
  HI      Pbeta           12818.08   1.79e+04       1.7241e+38       1.9888e+39     +19.87     +229.18       45.693        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.93e+04       4.6182e+39       1.6626e+38     -34.02       -1.22        1.239       +60.0
  HeI     He_I_6678        6678.15   2.24e+02       1.3104e+39       4.7176e+37      -6.14       -0.22        1.052       +20.0
  HeI     He_I_7065        7065.19   3.98e+03       1.8483e+39       6.6542e+37      -5.70       -0.21        1.134       +20.0
  HeI     He_I_10830      10830.34   3.44e+05       1.3313e+41       4.7927e+39   -4010.61     -144.39        6.014        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.99e-30       1.4290e+08       1.4290e+08      -1.83       -1.83        1.850       -60.0
  HeII    He_II_3203       3203.10   1.17e-30       4.6351e+06       4.6351e+06      +5.22       +5.22        1.488     +3120.1
  HeII    He_II_4686       4685.71   1.09e-29       1.0766e+07       1.0766e+07      +1.44       +1.44        1.463      -420.0
  HeII    He_II_10124     10123.60   2.74e-29       9.1375e+05       9.1375e+05      -2.16       -2.16        1.303      -560.0
