# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.5 d   T_phot: 9173.237136728829 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9420e+40 erg/s   peak F = 4.543 @ Δv = +28.7 km/s   EW = -40.65 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   0.00e+00       7.5403e+45       4.9420e+40  -7028757.55      -46.07        4.705       +40.0
  HI      Hbeta            4861.33   3.31e+03       1.8665e+44       1.7036e+40  -95193.54       -8.69        2.392        +0.0
  HI      Hgamma           4340.47   2.96e+03       1.8526e+41       8.0175e+39     -80.14       -3.47        1.505      -140.0
  HI      Palpha          18751.01   8.97e+05       5.8911e+38       2.0098e+39     -28.28      -96.48        3.801      -260.0
  HI      Pbeta           12818.08   1.37e+05       1.4154e+39       1.5101e+39     -10.72      -11.44        1.770      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.00e+07       4.2666e+39       2.7964e+34      +2.37       +0.00        1.000       +60.0
  HeI     He_I_6678        6678.15   0.00e+00       2.8177e+38       2.8177e+38      -8.75       -8.75        1.660        +0.0
  HeI     He_I_7065        7065.19   1.33e+06       1.7338e+39       1.1363e+34      -3.34       -0.00        1.000      -260.0
  HeI     He_I_10830      10830.34   2.29e+07       3.0607e+39       2.0060e+34      -8.55       -0.00        1.000      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.39e-14       2.3137e+22       2.3137e+22      -2.75       -2.75        2.649     +1020.0
  HeII    He_II_3203       3203.10   1.09e-24       1.4855e+21       1.4855e+21      -3.32       -3.32        1.688      -200.0
  HeII    He_II_4686       4685.71   1.46e-23       3.4269e+21       3.4269e+21      -2.51       -2.51        1.733     +1360.0
  HeII    He_II_10124     10123.60   1.00e-30       2.9285e+20       2.9285e+20      -3.93       -3.93        1.447       -80.0
