# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 10.0 d   T_phot: 7822.106747761627 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.3633e+40 erg/s   peak F = 5.763 @ Δv = +28.7 km/s   EW = -72.88 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.91e+06       1.3551e+41       5.3633e+40    -187.71      -74.29        7.337      -120.0
  HI      Hbeta            4861.33   1.22e+06       1.7809e+40       1.8302e+40     -15.15      -15.57        3.191      -260.0
  HI      Hgamma           4340.47   4.49e+05       1.3772e+40       8.6287e+39     -13.32       -8.34        1.820      -260.0
  HI      Palpha          18751.01   5.37e+07       1.1982e+38       2.1804e+39      -1.78      -32.42        8.342      -280.0
  HI      Pbeta           12818.08   7.51e+06       2.4551e+38       1.6359e+39      -2.67      -17.82        6.092      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   8.58e+06       2.6223e+39       1.0378e+39      -9.97       -3.95        1.446      -280.0
  HeI     He_I_6678        6678.15   0.00e+00       3.0978e+38       3.0978e+38      +4.38       +4.38        1.562      +120.0
  HeI     He_I_7065        7065.19   1.14e+06       1.1276e+39       4.4629e+38      -6.43       -2.55        1.184     +2340.1
  HeI     He_I_10830      10830.34   2.62e+07       3.1593e+39       1.2504e+39     -17.63       -6.98        1.567      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.62e-19       1.1846e+17       1.1846e+17      -0.35       -0.35        2.328     -2940.1
  HeII    He_II_3203       3203.10   2.18e-28       7.6035e+15       7.6035e+15      -2.18       -2.18        1.722     +2660.1
  HeII    He_II_4686       4685.71   2.26e-27       1.7540e+16       1.7540e+16      -1.53       -1.53        1.681     +1460.0
  HeII    He_II_10124     10123.60   4.65e-28       1.4989e+15       1.4989e+15      +4.17       +4.17        1.514      +380.0
