# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 30.0 d   T_phot: 6862.791886027648 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.4179e+40 erg/s   peak F = 8.527 @ Δv = +28.7 km/s   EW = -125.33 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.26e+05       7.1607e+40       4.4179e+40    -208.41     -128.58       18.237      -280.0
  HI      Hbeta            4861.33   4.18e+04       1.4163e+40       1.4942e+40     -28.16      -29.71        6.348      -280.0
  HI      Hgamma           4340.47   1.40e+04       6.5440e+38       7.0556e+39      +1.99      +21.45        9.433      -600.0
  HI      Palpha          18751.01   6.56e+05       1.5384e+38       1.7956e+39      +7.58      +88.52       12.853      -280.0
  HI      Pbeta           12818.08   8.02e+04       1.8535e+37       1.3454e+39      -1.71     -124.22       52.286      -280.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.81e+04       1.2304e+39       7.5908e+38      +0.42       +0.26        1.683      -280.0
  HeI     He_I_6678        6678.15   7.19e-01       4.5659e+38       4.5659e+38     -14.57      -14.57        1.992      -300.0
  HeI     He_I_7065        7065.19   5.18e+03       5.7607e+38       3.5541e+38      +1.40       +0.86        1.463      -260.0
  HeI     He_I_10830      10830.34   8.17e+05       1.1549e+39       7.1251e+38      -5.47       -3.37        2.634      -280.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.77e-28       1.6522e+11       1.6522e+11      -0.73       -0.73        2.219      +880.0
  HeII    He_II_3203       3203.10   1.14e-28       9.2658e+09       9.2658e+09      +1.22       +1.22        1.768      +780.0
  HeII    He_II_4686       4685.71   1.05e-27       2.1405e+10       2.1405e+10      +0.47       +0.47        1.686     -4940.1
  HeII    He_II_10124     10123.60   2.66e-27       1.8266e+09       1.8266e+09      -1.28       -1.28        1.533     -2220.1
