# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 20.0 d   T_phot: 14706.80501363046 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.6715e+27 erg/s   peak F = 1.126 @ Δv = +171.4 km/s   EW = -0.32 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.67e-07       1.5529e+33       2.6715e+27      -4.75       -0.00        1.000      -380.0
  HI      Hbeta            4861.33   2.41e-08       3.9316e+32       9.5006e+26      -6.05       -0.00        1.000      -380.0
  HI      Hgamma           4340.47   8.17e-09       1.5704e+32       4.4465e+26      -3.06       -0.00        1.000     -1420.0
  HI      Palpha          18751.01   6.30e-08       1.0879e+32       1.0874e+26      +5.21       +0.00        1.000      -720.0
  HI      Pbeta           12818.08   1.01e-08       4.6249e+31       8.2081e+25      -0.43       -0.00        1.000      -400.0
# --- He I ---
  HeI     He_I_5876        5875.62   3.03e+03       1.1484e+39       1.9756e+33      +8.02       +0.00        1.000     +4300.1
  HeI     He_I_6678        6678.15   3.08e+02       8.7771e+38       1.5100e+33      -2.54       -0.00        1.000     -2600.1
  HeI     He_I_7065        7065.19   4.13e+02       1.4299e+38       2.4600e+32      +6.38       +0.00        1.000      +800.0
  HeI     He_I_10830      10830.34   1.12e+04       1.0696e+39       1.8402e+33     -16.08       -0.00        1.000      +280.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.71e-02       5.4913e+33       5.4913e+33      +0.40       +0.40        1.921      -220.0
  HeII    He_II_3203       3203.10   7.41e-12       3.4356e+32       3.4356e+32      +2.45       +2.45        1.644     -1440.0
  HeII    He_II_4686       4685.71   8.86e-11       7.9977e+32       7.9977e+32      +0.31       +0.31        1.566      +820.0
  HeII    He_II_10124     10123.60   1.00e-30       6.7729e+31       6.7729e+31      +2.05       +2.05        1.427     +2800.1
