# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 7.0 d   T_phot: 20114.94857654815 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.1660e+27 erg/s   peak F = 1.000 @ Δv = +257.1 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.47e-07       1.6034e+33       2.1660e+27      +0.00       +0.00        1.000       -40.0
  HI      Hbeta            4861.33   2.12e-08       4.5490e+32       7.8086e+26      +0.00       +0.00        1.000       -80.0
  HI      Hgamma           4340.47   7.20e-09       1.9177e+32       3.6459e+26      +0.00       +0.00        1.000       -40.0
  HI      Palpha          18751.01   6.03e-08       1.2587e+32       8.8200e+25      +0.00       +0.00        1.000       -80.0
  HI      Pbeta           12818.08   9.81e-09       5.6478e+31       6.6709e+25      +0.00       +0.00        1.000      -220.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.03e+05       4.5544e+40       6.1524e+34      +2.46       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   1.46e+04       2.3754e+40       3.2088e+34      +2.69       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   1.40e+04       2.3607e+40       3.1890e+34      +2.83       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   1.04e+05       2.1491e+40       2.9031e+34      +4.57       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.20e+02       1.0150e+40       1.3712e+34      +0.54       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   5.51e-05       4.1428e+38       4.1428e+38      +0.47       +0.47        1.050        +0.0
  HeII    He_II_4686       4685.71   5.10e-04       1.7470e+39       1.7470e+39      +0.87       +0.87        1.067        +0.0
  HeII    He_II_10124     10123.60   6.35e-06       2.0586e+38       2.0586e+38      +1.13       +1.13        1.036        +0.0
