# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 5.0 d   T_phot: 17170.70675433931 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.4215e+27 erg/s   peak F = 1.000 @ Δv = +228.5 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.21e-07       1.4439e+33       2.4215e+27      +0.00       +0.00        1.000        +0.0
  HI      Hbeta            4861.33   1.74e-08       3.8760e+32       8.6667e+26      +0.00       +0.00        1.000       -60.0
  HI      Hgamma           4340.47   5.89e-09       1.5920e+32       4.0517e+26      +0.00       +0.00        1.000      -100.0
  HI      Palpha          18751.01   4.63e-08       1.0725e+32       9.8583e+25      +0.00       +0.00        1.000       -40.0
  HI      Pbeta           12818.08   7.46e-09       4.6887e+31       7.4483e+25      +0.00       +0.00        1.000      -140.0
# --- He I ---
  HeI     He_I_5876        5875.62   8.68e+03       6.2214e+39       1.0434e+34      +2.37       +0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   1.25e+03       3.3255e+39       5.5771e+33      +2.50       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   1.18e+03       2.4839e+39       4.1657e+33      +2.65       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   2.09e+04       1.0270e+40       1.7223e+34      +4.46       +0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   8.20e-01       8.1528e+36       8.1528e+36      +0.40       +0.40        1.094        +0.0
  HeII    He_II_3203       3203.10   1.55e-09       1.0436e+35       1.0436e+35      +0.00       +0.00        1.000        +0.0
  HeII    He_II_4686       4685.71   1.49e-08       3.3568e+35       3.3568e+35      +0.00       +0.00        1.000        +0.0
  HeII    He_II_10124     10123.60   1.00e-30       2.0573e+34       2.0573e+34      +0.00       +0.00        1.000        +0.0
