# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 9.0 d   T_phot: 21527.81734724374 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.9774e+27 erg/s   peak F = 1.234 @ Δv = +371.3 km/s   EW = +0.11 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.61e-07       1.7434e+33       1.9774e+27      -6.36       -0.00        1.000     +3260.1
  HI      Hbeta            4861.33   3.79e-08       5.2056e+32       7.1843e+26      -1.58       -0.00        1.000     -1020.0
  HI      Hgamma           4340.47   1.29e-08       2.2462e+32       3.3498e+26      +2.87       +0.00        1.000     -1800.0
  HI      Palpha          18751.01   1.15e-07       1.4404e+32       8.0540e+25      -9.37       -0.00        1.000     +3160.1
  HI      Pbeta           12818.08   1.88e-08       6.6153e+31       6.0985e+25      -1.32       -0.00        1.000     -1700.0
# --- He I ---
  HeI     He_I_5876        5875.62   9.20e+05       2.1041e+40       2.3866e+34      +3.20       +0.00        1.000      -140.0
  HeI     He_I_6678        6678.15   1.38e+05       1.8085e+40       2.0513e+34     -12.09       -0.00        1.000      -220.0
  HeI     He_I_7065        7065.19   1.25e+05       4.9870e+39       5.6565e+33      +6.02       +0.00        1.000      +260.0
  HeI     He_I_10830      10830.34   6.73e+05       6.4475e+39       7.3130e+33     -27.65       -0.00        1.000      +320.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.55e+04       6.0975e+39       6.9161e+33      +2.76       +0.00        1.000     -1620.0
  HeII    He_II_3203       3203.10   8.26e-01       4.7913e+38       4.7913e+38      +7.88       +7.88        1.615      +360.0
  HeII    He_II_4686       4685.71   7.66e+00       1.3177e+39       1.4946e+33      +2.69       +0.00        1.000     -1260.0
  HeII    He_II_10124     10123.60   2.04e-02       8.0479e+37       8.0479e+37      -0.63       -0.63        1.620      +240.0
