 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -1.832462E-01       4.135900E+01       4.294106E+01
     -1.180793E-01       4.135900E+01       4.293837E+01
     -4.541564E-02       4.135900E+01       4.293541E+01
      0.000000E+00       4.428100E+01       4.293354E+01
      3.976646E-02       4.423400E+01       4.293192E+01
      8.665136E-02       4.417900E+01       4.293003E+01
      1.566369E-01       4.411000E+01       4.292722E+01
      2.837830E-01       4.404300E+01       4.292205E+01
      2.859379E-01       4.404200E+01       4.292195E+01
      3.701223E-01       4.401800E+01       4.291855E+01
      4.129940E-01       4.400600E+01       4.291682E+01
      4.159217E-01       4.400500E+01       4.291672E+01
      4.571667E-01       4.399600E+01       4.291508E+01
      5.209268E-01       4.398100E+01       4.291249E+01
      5.814530E-01       4.396700E+01       4.291009E+01
      6.360754E-01       4.395500E+01       4.290789E+01
      6.817941E-01       4.394600E+01       4.290607E+01
      7.296121E-01       4.393700E+01       4.290412E+01
      7.872402E-01       4.392600E+01       4.290184E+01
      8.097035E-01       4.392200E+01       4.290091E+01
      8.235951E-01       4.392000E+01       4.290037E+01
      8.688414E-01       4.391200E+01       4.289856E+01
      9.227044E-01       4.390300E+01       4.289636E+01
      9.651842E-01       4.389600E+01       4.289470E+01
      1.003070E+00       4.389000E+01       4.289315E+01
      1.030149E+00       4.388600E+01       4.289204E+01
      1.043441E+00       4.388400E+01       4.289154E+01
      1.067558E+00       4.388000E+01       4.289025E+01
      1.085820E+00       4.387700E+01       4.288953E+01
      1.096565E+00       4.387600E+01       4.288913E+01
      1.104714E+00       4.387500E+01       4.288880E+01
      1.112122E+00       4.387300E+01       4.288874E+01
      1.115889E+00       4.387300E+01       4.288863E+01
      1.120370E+00       4.387300E+01       4.288846E+01
      1.124484E+00       4.387200E+01       4.288829E+01
      1.127473E+00       4.387100E+01       4.288812E+01
      1.129756E+00       4.387100E+01       4.288807E+01
      1.132457E+00       4.387100E+01       4.288795E+01
      1.134549E+00       4.387100E+01       4.288784E+01
      1.136138E+00       4.387000E+01       4.288779E+01
      1.137830E+00       4.387000E+01       4.288773E+01
      1.139750E+00       4.387000E+01       4.288767E+01
      1.141536E+00       4.387000E+01       4.288756E+01
      1.142717E+00       4.386900E+01       4.288756E+01
      1.144108E+00       4.386900E+01       4.288750E+01
      1.145289E+00       4.386900E+01       4.288745E+01
      1.146315E+00       4.386900E+01       4.288739E+01
      1.147547E+00       4.386900E+01       4.288734E+01
      1.148487E+00       4.386800E+01       4.288734E+01
      1.149388E+00       4.386800E+01       4.288728E+01
      1.150245E+00       4.386800E+01       4.288722E+01
      1.151368E+00       4.386800E+01       4.288717E+01
      1.152099E+00       4.386800E+01       4.288717E+01
      1.152729E+00       4.386800E+01       4.288711E+01
      1.153249E+00       4.386800E+01       4.288711E+01
      1.153782E+00       4.386800E+01       4.288711E+01
      1.154331E+00       4.386800E+01       4.288705E+01
      1.154760E+00       4.386800E+01       4.288705E+01
      1.155286E+00       4.386800E+01       4.288705E+01
      1.155683E+00       4.386700E+01       4.288700E+01
      1.156020E+00       4.386700E+01       4.288700E+01
      1.156307E+00       4.386700E+01       4.288700E+01
      1.156579E+00       4.386700E+01       4.288700E+01
      1.156838E+00       4.386700E+01       4.288700E+01
      1.157105E+00       4.386700E+01       4.288694E+01
      1.157276E+00       4.386700E+01       4.288694E+01
      1.157468E+00       4.386700E+01       4.288694E+01
      1.157489E+00       4.386700E+01       4.288694E+01
      1.157491E+00       4.386700E+01       4.288694E+01
      1.157537E+00       4.386700E+01       4.288694E+01
      1.157627E+00       4.386700E+01       4.288694E+01
      1.157694E+00       4.386700E+01       4.288621E+01
      1.157781E+00       4.386700E+01       4.288621E+01
      1.157873E+00       4.386700E+01       4.288621E+01
      1.157970E+00       4.386700E+01       4.288655E+01
      1.158075E+00       4.386700E+01       4.288655E+01
      1.158137E+00       4.386700E+01       4.288655E+01
      1.158192E+00       4.386700E+01       4.288655E+01
      1.158286E+00       4.386700E+01       4.288660E+01
      1.158374E+00       4.386700E+01       4.288660E+01
      1.158438E+00       4.386700E+01       4.288660E+01
      1.158479E+00       4.386700E+01       4.288660E+01
      1.158560E+00       4.386700E+01       4.288666E+01
      1.158591E+00       4.386700E+01       4.288666E+01
      1.158624E+00       4.386700E+01       4.288666E+01
      1.158670E+00       4.386700E+01       4.288666E+01
      1.158736E+00       4.386700E+01       4.288666E+01
      1.158809E+00       4.386700E+01       4.288666E+01
      1.158826E+00       4.386700E+01       4.288666E+01
      1.158894E+00       4.386700E+01       4.288672E+01
      1.158955E+00       4.386700E+01       4.288672E+01
      1.159059E+00       4.386700E+01       4.288672E+01
      1.159105E+00       4.386700E+01       4.288672E+01
      1.159136E+00       4.386700E+01       4.288672E+01
      1.159211E+00       4.386700E+01       4.288672E+01
      1.159263E+00       4.386700E+01       4.288672E+01
      1.159297E+00       4.386700E+01       4.288672E+01
      1.159328E+00       4.386700E+01       4.288672E+01
      1.159361E+00       4.386700E+01       4.288672E+01
      1.159403E+00       4.386700E+01       4.288672E+01
      1.159440E+00       4.386700E+01       4.288672E+01
      1.159502E+00       4.386700E+01       4.288672E+01
      1.159563E+00       4.386700E+01       4.288672E+01
      1.159617E+00       4.386700E+01       4.288672E+01
      1.159650E+00       4.386700E+01       4.288672E+01
      1.159694E+00       4.386700E+01       4.288672E+01
      1.159714E+00       4.386700E+01       4.288672E+01
      1.159727E+00       4.386700E+01       4.288672E+01
      1.159754E+00       4.386700E+01       4.288672E+01
      1.159817E+00       4.386700E+01       4.288672E+01
      1.159835E+00       4.386700E+01       4.288672E+01
      1.159889E+00       4.386700E+01       4.288672E+01
