# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 100.0 d   T_phot: 3697.82828085747 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9289e+26 erg/s   peak F = 1.000 @ Δv = +28.7 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.42e-09       2.3216e+33       4.9289e+26      -0.00       -0.00        1.000       -20.0
  HI      Hbeta            4861.33   7.52e-10       1.9219e+32       1.5947e+26      -0.00       -0.00        1.000       -20.0
  HI      Hgamma           4340.47   2.52e-10       3.9614e+31       7.5891e+25      -0.00       -0.00        1.000       -20.0
  HI      Palpha          18751.01   3.27e-10       5.3179e+31       2.0007e+25      -0.00       -0.00        1.000      -220.0
  HI      Pbeta           12818.08   4.54e-11       1.1667e+31       1.4893e+25      -0.00       -0.00        1.000     -5000.1
# --- He I ---
  HeI     He_I_5876        5875.62   2.58e-06       3.5662e+34       3.5662e+34      +0.00       +0.00        1.006        +0.0
  HeI     He_I_6678        6678.15   1.25e-08       1.0519e+34       1.0519e+34      +0.00       +0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   3.50e-07       1.1920e+34       1.1920e+34      +0.00       +0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   2.74e+01       4.6854e+36       9.9474e+29     -35.90       -0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.29e-30       1.2239e-15       1.2239e-15      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.00e-30       3.4390e-22       3.4390e-22      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   4.57e-30       4.2144e-20       4.2144e-20      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   1.15e-29       6.7795e-23       6.7795e-23      -0.00       -0.00        1.000     -5000.1
