# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 8.0 d   T_phot: 21143.93122537801 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.0403e+27 erg/s   peak F = 1.186 @ Δv = +399.8 km/s   EW = -1.37 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   2.00e-07       1.6993e+33       2.0403e+27      -1.92       -0.00        1.000      -380.0
  HI      Hbeta            4861.33   2.89e-08       5.0019e+32       7.3916e+26      -5.98       -0.00        1.000     +1480.0
  HI      Hgamma           4340.47   9.82e-09       2.1443e+32       3.4482e+26      +5.97       +0.00        1.000     -2120.1
  HI      Palpha          18751.01   8.48e-08       1.3841e+32       8.3093e+25      -8.54       -0.00        1.000     +3220.1
  HI      Pbeta           12818.08   1.39e-08       6.3153e+31       6.2892e+25      +6.56       +0.00        1.000     -4520.1
# --- He I ---
  HeI     He_I_5876        5875.62   4.25e+05       1.1192e+40       1.3438e+34      -4.26       -0.00        1.000      +440.0
  HeI     He_I_6678        6678.15   6.26e+04       1.0394e+40       1.2479e+34      -1.12       -0.00        1.000      +160.0
  HeI     He_I_7065        7065.19   5.81e+04       2.8629e+39       3.4375e+33      -1.67       -0.00        1.000      +120.0
  HeI     He_I_10830      10830.34   3.30e+05       4.6428e+39       5.5745e+33     -15.54       -0.00        1.000      +400.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.80e+03       2.9215e+39       3.5078e+33      -1.41       -0.00        1.000     +2340.1
  HeII    He_II_3203       3203.10   2.96e-02       2.4929e+38       2.4929e+38      -2.33       -2.33        2.052     -1840.0
  HeII    He_II_4686       4685.71   2.75e-01       6.0018e+38       6.0018e+38      +1.75       +1.75        1.766     -2300.1
  HeII    He_II_10124     10123.60   2.18e-04       3.3789e+37       3.3789e+37      +4.25       +4.25        1.450     -4860.1
