# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 130.0 d   T_phot: 4845.185190270373 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 8.3398e+40 erg/s   peak F = 701.584 @ Δv = +28.7 km/s   EW = -9021.68 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.57e+04       1.5984e+42       8.3398e+40  -489312.63   -25529.59     1857.689       +60.0
  HI      Hbeta            4861.33   7.85e+03       7.7646e+38       2.7721e+40    -259.55    -9266.46      802.751        +0.0
  HI      Hgamma           4340.47   2.62e+03       7.2177e+37       1.3130e+40     -19.05    -3466.24      896.894       +60.0
  HI      Palpha          18751.01   8.99e+04       1.4105e+37       3.3879e+39      +4.76    +1143.52     1045.866       +20.0
  HI      Pbeta           12818.08   1.10e+04       8.4961e+36       2.5320e+39     +18.22    +5429.25     1305.646        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.89e+03       4.8770e+38       2.5446e+37    -142.56       -7.44        1.709       +20.0
  HeI     He_I_6678        6678.15   2.13e+00       4.4033e+38       2.2974e+37    -125.40       -6.54        1.250      -140.0
  HeI     He_I_7065        7065.19   6.66e+02       2.2279e+38       1.1624e+37     -60.25       -3.14        1.321       +40.0
  HeI     He_I_10830      10830.34   1.68e+05       1.4521e+40       7.5764e+38   -8559.97     -446.61       23.567       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.25e-30       4.3816e+03       4.3816e+03      +3.87       +3.87        1.576     +3780.1
  HeII    He_II_3203       3203.10   1.62e-30       1.4815e+00       1.4815e+00      -4.29       -4.29        1.556      -240.0
  HeII    He_II_4686       4685.71   1.50e-29       5.6884e+00       5.6884e+00      -4.33       -4.33        1.481     -1400.0
  HeII    He_II_10124     10123.60   3.78e-29       2.9206e-01       2.9206e-01      +0.08       +0.08        1.288     +1800.0
