# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 60.0 d   T_phot: 5193.99040063529 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 7.4399e+40 erg/s   peak F = 47.109 @ Δv = +28.7 km/s   EW = -592.65 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.63e+05       1.3986e+42       7.4399e+40  -20422.31    -1086.38       56.184        +0.0
  HI      Hbeta            4861.33   2.83e+04       5.6430e+39       2.4857e+40     -65.52     -288.60       31.546       -20.0
  HI      Hgamma           4340.47   9.46e+03       2.4061e+38       1.1763e+40      +6.69     +327.22      116.946       +20.0
  HI      Palpha          18751.01   3.05e+05       1.5744e+38       3.0228e+39     +10.84     +208.04       50.621        +0.0
  HI      Pbeta           12818.08   3.74e+04       7.4981e+37       2.2608e+39      +6.28     +189.40       88.599       +40.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.96e+04       7.1427e+39       3.7996e+38     -81.24       -4.32        1.398        +0.0
  HeI     He_I_6678        6678.15   2.27e+02       1.2028e+39       6.3985e+37      -3.31       -0.18        1.151       +20.0
  HeI     He_I_7065        7065.19   4.02e+03       2.6592e+39       1.4146e+38     -29.23       -1.55        1.214       -20.0
  HeI     He_I_10830      10830.34   5.22e+05       5.9110e+40       3.1444e+39   -1833.26      -97.52        4.051       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.08e-30       9.6300e+08       9.6300e+08      -0.32       -0.32        1.757      -920.0
  HeII    He_II_3203       3203.10   1.15e-30       7.6499e+06       7.6499e+06      -3.78       -3.78        1.518      -160.0
  HeII    He_II_4686       4685.71   1.07e-29       1.8546e+07       1.8546e+07      -0.02       -0.02        1.420     +3680.1
  HeII    He_II_10124     10123.60   2.69e-29       1.5081e+06       1.5081e+06      -8.62       -8.62        1.305      -640.0
