# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.9 d   T_phot: 7324.405904358573 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.1352e+40 erg/s   peak F = 7.294 @ Δv = +28.7 km/s   EW = -92.97 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.24e+06       9.0173e+40       5.1352e+40    -177.20     -100.92       12.074      -240.0
  HI      Hbeta            4861.33   1.22e+06       1.7928e+40       1.7435e+40     -24.02      -23.36        5.438      -240.0
  HI      Hgamma           4340.47   4.15e+05       8.2737e+39       8.2273e+39     -12.24      -12.17        2.999      -240.0
  HI      Palpha          18751.01   3.10e+07       1.4455e+38       2.0874e+39      +5.32      +76.79       19.156      -260.0
  HI      Pbeta           12818.08   4.17e+06       1.3587e+38       1.5649e+39      -3.22      -37.07       11.360      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.17e+06       1.4467e+39       8.2385e+38      +3.28       +1.87        1.786      -240.0
  HeI     He_I_6678        6678.15   1.88e+04       3.6846e+38       2.0983e+38      -5.00       -2.85        1.348     -2200.1
  HeI     He_I_7065        7065.19   5.62e+05       6.7742e+38       3.8578e+38      +0.74       +0.42        1.588      -260.0
  HeI     He_I_10830      10830.34   2.02e+07       1.0618e+39       6.0469e+38     -17.95      -10.22        1.693      -240.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.88e-24       2.8631e+14       2.8631e+14      -0.28       -0.28        2.249       -60.0
  HeII    He_II_3203       3203.10   2.04e-28       1.8347e+13       1.8347e+13      -0.11       -0.11        1.915     -2420.1
  HeII    He_II_4686       4685.71   1.90e-27       4.2325e+13       4.2325e+13      +2.32       +2.32        1.526      -160.0
  HeII    He_II_10124     10123.60   4.65e-27       3.6169e+12       3.6169e+12     +11.49      +11.49        1.346     -4720.1
