# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.6 d   T_phot: 7300.634752887766 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9538e+40 erg/s   peak F = 6.946 @ Δv = +28.7 km/s   EW = -90.55 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.40e+06       8.8926e+40       4.9538e+40    -148.64      -82.80       11.954      -240.0
  HI      Hbeta            4861.33   1.24e+06       1.7679e+40       1.6816e+40     -11.31      -10.76        4.653      -240.0
  HI      Hgamma           4340.47   4.24e+05       8.2089e+39       7.9352e+39     -13.07      -12.63        2.682      -220.0
  HI      Palpha          18751.01   3.12e+07       1.4149e+38       2.0136e+39     -31.77     -452.10       18.557      -240.0
  HI      Pbeta           12818.08   4.37e+06       1.3477e+38       1.5096e+39      +8.25      +92.37        9.430      -240.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.35e+06       1.3903e+39       7.7448e+38      +3.43       +1.91        1.572      -240.0
  HeI     He_I_6678        6678.15   1.63e+04       3.4829e+38       1.9402e+38     +11.25       +6.27        1.280      +460.0
  HeI     He_I_7065        7065.19   5.85e+05       6.5068e+38       3.6247e+38      -9.03       -5.03        1.681      -240.0
  HeI     He_I_10830      10830.34   2.09e+07       1.0278e+39       5.7254e+38     -12.36       -6.88        1.877      -260.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.80e-24       1.7294e+14       1.7294e+14      +2.90       +2.90        1.844     -2660.1
  HeII    He_II_3203       3203.10   2.02e-28       1.1084e+13       1.1084e+13      -0.06       -0.06        1.844      -380.0
  HeII    He_II_4686       4685.71   1.88e-27       2.5570e+13       2.5570e+13      -3.41       -3.41        1.654     -2440.1
  HeII    He_II_10124     10123.60   4.62e-27       2.1851e+12       2.1851e+12      -0.83       -0.83        1.409     +4420.1
