name,epoch_d,format,n_zones,n_zones_full,R_phot,T_phot,L_phot,T_color_thermalization,photoionized,photoeq_T_source,photoeq_converged,photoeq_iterations,photoeq_final_residual,X_HII_mean,tau_es_stella,tau_es_photoeq,tau_es_ratio,Gamma_BB_at_Rphot,Gamma_brems_at_Rphot,shock_R_s,shock_v_s_kms,shock_rho_csm,shock_T_shock,shock_L_shock,shock_eta_rad,shock_L_X_brems,shock_sanity_flag,shock_sanity_ratio_LXoverLphot,L_line,L_cont_band,red_peak_F,red_peak_dv,trough_F,trough_dv,global_peak_F,global_peak_dv,sigma_res2_vs_ref,he1_n_HeI_med,he1_n_HeII_med,he1_2_3S_frac,he1_NLTE_LTE_ratio,he1_tau_10830_med,he1_tau_5876_med,he1_tau_7065_med,he1_tau_6678_med,he1_iters,he2_X_HeIII_med,he2_X_HeII_med,he2_n_HeII_med,he2_n_HeIII_med,he2_tau_4686_med,he2_tau_1640_med,he2_tau_3203_med,he2_tau_10124_med,he2_iters,n_iter_used,runtime_min
day000.1,0.1,stella,29,400,3333435277233490.0,7372.933762034584,5.653390768050499e+42,14518.60664711593,True,7372.933762034584,True,14,0.0008619956150651927,0.7290030987838902,0.6326268849126109,0.6547309927341305,1.034940196739462,0.017145233045916634,0.0,699267988436740.8,3078.570598735765,4.608122084219807e-14,129243322.19729403,4.13084112084843e+42,0.993322666784085,4.0982511847648035e+42,False,0.6403517476195005,5.042376572679263e+40,4.190415957538583e+41,7.017461969128022,28.665236385025892,2.0774555137105395,-399.6002474549983,9.047501687366461,-228.2940539190419,,5981425.626906493,56762923.327189356,0.0015949832285017827,17195487870840.69,22069916.318884443,4687312.522805973,630417.1476596534,11466.912072497296,13,8.915401191617564e-34,1.0,62744343.39330929,5.593909938559713e-26,1.8962863230902242e-27,6.464673086862061e-24,2.042581743649802e-28,4.774996487602838e-27,37,2,0.933520233631134
day000.2,0.2,stella,29,400,3333616485287776.0,7358.47396020522,5.633890768050499e+42,14500.1951125764,True,7358.47396020522,True,14,0.0008616479535389296,0.7263478983660756,0.6306891245804481,0.6527884455911587,1.0350399589106782,0.016478694848503228,0.0,701937461378566.4,3077.235598735765,4.61712042302171e-14,129131255.6266103,4.165145291078266e+42,0.9933664887441153,4.1324626382635265e+42,False,0.645697287228676,4.899469173514445e+40,4.183048957292981e+41,6.94332732280263,28.665236385025892,1.9650502076781207,-399.6002474549983,8.599856088003309,-228.2940539190419,,6244141.960362524,56500206.993733324,0.00152227264928765,17682651879848.426,21815758.164560426,4617786.755680302,621151.4625597346,11051.212954962375,13,7.273889858945805e-34,1.0,62744343.39330929,4.5639544311480567e-26,1.8838085136012578e-27,5.472901002685499e-24,2.029141291500628e-28,4.7435763994272976e-27,38,2,0.8799086968104045
day000.3,0.3,stella,29,400,3333797693342061.0,7344.014158375856,5.614390768050499e+42,14481.78357803687,True,7344.014158375856,True,14,0.0008612856654071025,0.7236879924389988,0.6287513779698168,0.6508459108092718,1.0351403330690045,0.015835440242704644,0.0,704606934320392.2,3075.900598735765,4.626118761823613e-14,129019237.66332807,4.199594535159987e+42,0.9934099079329711,4.1668192686713933e+42,False,0.6510655107299052,4.94001497333432e+40,4.175616232873478e+41,6.87202753390226,28.665236385025892,1.9817597525018813,-399.6002474549983,9.277609990074327,-228.2940539190419,,6506858.293818568,56237490.66027728,0.0014554245086507113,18221013520239.316,21567338.180403467,4549293.3122956995,612021.8886550671,12170.73350097935,13,5.929915749222478e-34,1.0,62744343.39330929,3.720686700626081e-26,1.871493696697011e-27,4.630705906698238e-24,2.015876406524606e-28,4.712566738043011e-27,38,2,0.8794211506843567
day000.4,0.4,stella,29,400,3333978901396346.0,7329.554356546494,5.5948907680505e+42,14463.37204349733,True,7329.554356546494,True,14,0.0008609081347604574,0.7210277204649456,0.6268136450807188,0.6489033883884706,1.035241324883582,0.015214754217203091,0.0,707276407262217.9,3074.5655987357654,4.635117100625515e-14,128907268.30744745,4.234188736696813e+42,0.9934529292817895,4.2013209580337173e+42,False,0.6564563996927684,4.9522961499689405e+40,4.168117532123447e+41,7.07190242543237,28.665236385025892,1.9920798235018504,-399.6002474549983,8.788978099849944,-228.2940539190419,,6769574.627274571,55974774.326821275,0.0013937562349055725,18811751173140.68,21324463.02394393,4481812.457903835,603025.8287570328,17477.943661282166,13,4.83041338908018e-34,1.0,62744343.39330929,3.0308111641608574e-26,1.8695474424208123e-27,3.9159152764404114e-24,2.0101795635676334e-28,4.681959514145698e-27,37,6,1.4583304484685262
day000.5,0.5,stella,29,400,3334160109450632.0,7315.09455471713,5.5753907680505e+42,14444.9605089578,True,7315.09455471713,True,14,0.0008605147223132267,0.7183670823174138,0.624875925913152,0.6469608783287543,1.0353429400937935,0.014615940413839547,0.0,709945880204043.6,3073.2305987357654,4.644115439427418e-14,128795347.55896837,4.2689277772065815e+42,0.993495557645298,4.235967586314081e+42,False,0.6618699353615751,4.955046642009295e+40,4.160552603984471e+41,6.993784660306359,28.665236385025892,2.3170404114411434,-371.0492151990056,8.907366837017557,-228.2940539190419,,7032290.9607306225,55712057.99336523,0.0013366872557523714,19456460452681.01,21086947.934827838,4415324.965769451,594160.7527025886,16903.252805801818,13,3.931624529024239e-34,1.0,62744343.39330929,2.4668719954265474e-26,1.876189345364801e-27,3.309586568940494e-24,2.0179399225616622e-28,4.651746944398239e-27,37,4,1.1656716823577882
day000.6,0.6,stella,29,400,3334341317504918.0,7300.634752887766,5.555890768050499e+42,14426.54897441827,True,7300.634752887766,True,14,0.0008601047648657528,0.7157060778698426,0.6229382204671172,0.6450183806301233,1.03544518451035,0.014038320738885243,0.0,712615353145869.5,3071.8955987357654,4.653113778229321e-14,128683475.41789082,4.303811536128472e+42,0.9935377978032558,4.270759031401062e+42,False,0.667306098656416,4.953754830072475e+40,4.152921198539683e+41,6.945611299593048,28.665236385025892,2.1166202898224693,-399.6002474549983,8.909198606011184,-228.2940539190419,,7295007.294186646,55449341.6599092,0.001283720631669144,20157130605343.68,20854616.263834093,4349812.100888083,585424.195209902,16336.317885273405,13,3.1974937410826028e-34,1.0,62744343.39330929,2.00624645288444e-26,1.880683695839708e-27,2.795544864816238e-24,2.0232865297679236e-28,4.621921444845626e-27,38,4,1.1658774018287659
day000.7,0.7,stella,30,400,3270636848666939.0,7353.593097815337,5.4692826023095e+42,14408.13743987874,True,7353.593097815337,True,14,0.000861245746949632,0.72259688878589,0.6652000048460472,0.6881250817130411,1.034463434606107,0.01641746099303234,0.0,715284826087695.1,3070.5605987357653,4.662112117031224e-14,128571651.88421485,4.338839890829743e+42,0.9935796544618629,4.3056951691149665e+42,False,0.6727648701742135,5.089322153779196e+40,4.0631493514907196e+41,7.226408204779958,28.665236385025892,2.1126604275749297,-399.6002474549983,9.13006559655489,-228.2940539190419,,6323997.492608058,57373630.13366275,0.0015256455381828082,17360288411236.762,20686000.37059875,4304564.016154008,578846.6611808054,12427.414431270772,13,1.2143165499120167e-33,1.0,63697621.98099889,7.825896475116825e-26,1.8778339054584464e-27,6.835477481570574e-24,2.018468731442155e-28,4.618938332007472e-27,38,6,1.4934264461199442
day000.8,0.8,stella,30,400,3270818309874578.0,7338.999501086955,5.448782602309499e+42,14389.72590533921,True,7338.999501086955,True,14,0.0008608618233300835,0.7200095668045188,0.6632621050482814,0.6861823826779039,1.034556893052037,0.015765887312349035,0.0,717954299029520.9,3069.2255987357653,4.671110455833126e-14,128459876.95794043,4.374012716612495e+42,0.9936211322551373,4.340775873214582e+42,False,0.6782462301897784,5.122635241252557e+40,4.054815218814987e+41,7.312965076990343,28.665236385025892,2.2233363055345414,-399.6002474549983,9.450954822895573,-228.2940539190419,,6554493.898376081,57143133.72789473,0.001467507854035105,18010374984756.76,20419401.52463348,4238938.77962053,570102.0678707409,16287.038407266595,13,9.885013608684721e-34,1.0,63697621.98099889,6.370638726326241e-26,1.8900887517548824e-27,5.774207079340998e-24,2.032375686587802e-28,4.614182299680079e-27,37,2,0.8938193519910177
day000.9,0.9,stella,30,400,3270999771082218.0,7324.405904358573,5.4282826023095e+42,14371.31437079968,True,7324.405904358573,True,14,0.0008604615485990857,0.717421890365745,0.6613242189720486,0.6842396960038525,1.0346508964504935,0.015137564569952503,0.0,720623771971346.6,3067.8905987357653,4.680108794635029e-14,128348150.63906755,4.409329886720368e+42,0.9936622357462629,4.3760010154038796e+42,False,0.6837501586568562,5.135208958007376e+40,4.046412219572855e+41,7.293560018374461,28.665236385025892,2.151134096787785,-399.6002474549983,9.299651319575801,-228.2940539190419,,6784990.304144103,56912637.32212671,0.001413313144995337,18713420094108.926,20157373.79709766,4174444.804655348,561506.732583567,18807.835922665075,13,8.040236687446276e-34,1.0,63697621.98099889,5.181769129399475e-26,1.8967029101235463e-27,4.875085206883068e-24,2.042163417104217e-28,4.645812240951645e-27,37,2,0.8961405992507935
day001,1.0,stella,30,400,3271181356043587.0,7309.264939272748,5.407512187957e+42,14348.39007868621,True,7309.264939272748,True,14,0.0008600289350792177,0.7144872545348905,0.6590914893017297,0.6820005610657449,1.0347585610433023,0.014510866293279717,0.0,723289024361066.9,3066.43391227714,4.692913252721357e-14,128226295.82032096,4.447817633306447e+42,0.9937085041302615,4.414398226727503e+42,False,0.6898954710801606,5.143025986182022e+40,4.03799324180938e+41,7.266347352696261,28.665236385025892,2.322814122356869,-399.6002474549983,9.315566340584454,-228.2940539190419,,7066702.694546018,56630132.615085766,0.0013516128600592392,19378048246028.887,19898337.31325624,4107220.7332730256,552547.0242711817,18148.162895441823,13,6.474085153580214e-34,1.0,63696829.66443007,4.1723696767357606e-26,1.8941412008673475e-27,4.0860152274057184e-24,2.039563521976737e-28,4.6918813223390335e-27,37,2,0.901468300819397
