# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 100.0 d   T_phot: 5803.985170366436 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 6.6097e+41 erg/s   peak F = 459.770 @ Δv = +28.7 km/s   EW = -6857.51 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.26e+04       3.7835e+42       6.6097e+41  -80311.57   -14030.40      926.013       +40.0
  HI      Hbeta            4861.33   1.15e+04       1.2453e+40       2.2231e+41    -216.13    -3858.10      422.450        +0.0
  HI      Hgamma           4340.47   3.84e+03       3.5805e+39       1.0507e+41     -57.72    -1693.87      281.709        +0.0
  HI      Palpha          18751.01   2.52e+05       1.0887e+38       2.6860e+40      +6.35    +1567.71     1185.375       +20.0
  HI      Pbeta           12818.08   3.07e+04       8.2039e+37       2.0109e+40     +20.19    +4949.96      902.878        +0.0
# --- He I ---
  HeI     He_I_5876        5875.62   9.89e+03       1.2151e+39       2.1228e+38     -13.68       -2.39        2.065       +20.0
  HeI     He_I_6678        6678.15   2.42e+01       5.4371e+38       9.4985e+37      -3.00       -0.52        1.223       -20.0
  HeI     He_I_7065        7065.19   1.35e+03       5.3741e+38       9.3885e+37      +6.11       +1.07        1.573        +0.0
  HeI     He_I_10830      10830.34   2.30e+05       3.3908e+40       5.9238e+39   -1783.36     -311.55       15.035        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.59e-30       5.4407e+05       5.4407e+05      +0.16       +0.16        1.682      -120.0
  HeII    He_II_3203       3203.10   1.32e-30       2.7769e+03       2.7769e+03      +0.95       +0.95        1.516      -980.0
  HeII    He_II_4686       4685.71   1.22e-29       6.5850e+03       6.5850e+03      +3.40       +3.40        1.431     +2400.1
  HeII    He_II_10124     10123.60   3.08e-29       5.4743e+02       5.4743e+02      +5.90       +5.90        1.290     +2320.1
