# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.4 d   T_phot: 7329.554356546494 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.9523e+40 erg/s   peak F = 7.072 @ Δv = +28.7 km/s   EW = -94.11 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.52e+06       8.8430e+40       4.9523e+40    -157.67      -88.30       11.682      -240.0
  HI      Hbeta            4861.33   1.25e+06       1.7660e+40       1.6814e+40     -24.58      -23.41        5.379      -240.0
  HI      Hgamma           4340.47   4.40e+05       8.2540e+39       7.9341e+39     -10.26       -9.86        2.233       -20.0
  HI      Palpha          18751.01   3.19e+07       1.4149e+38       2.0130e+39     -11.13     -158.41       15.476      -240.0
  HI      Pbeta           12818.08   4.53e+06       1.3558e+38       1.5092e+39      -2.09      -23.31        8.359      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.48e+06       1.4064e+39       7.8760e+38      -5.65       -3.16        1.615      -260.0
  HeI     He_I_6678        6678.15   1.75e+04       3.4947e+38       1.9572e+38      +8.16       +4.57        1.436      -220.0
  HeI     He_I_7065        7065.19   6.03e+05       6.5794e+38       3.6846e+38      +5.51       +3.09        1.404      -260.0
  HeI     He_I_10830      10830.34   2.13e+07       1.0306e+39       5.7715e+38      -0.12       -0.06        1.618      -240.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.92e-24       2.4629e+14       2.4629e+14      +1.37       +1.37        1.968     +2700.1
  HeII    He_II_3203       3203.10   2.01e-28       1.5784e+13       1.5784e+13      +0.33       +0.33        1.720     -4560.1
  HeII    He_II_4686       4685.71   1.87e-27       3.6411e+13       3.6411e+13      +1.23       +1.23        1.581     +1060.0
  HeII    He_II_10124     10123.60   4.68e-27       3.1115e+12       3.1115e+12      -0.77       -0.77        1.544      -620.0
