# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.1 d   T_phot: 7372.933762034584 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.0424e+40 erg/s   peak F = 7.017 @ Δv = +28.7 km/s   EW = -85.85 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.66e+06       9.4071e+40       5.0424e+40    -167.63      -89.85       11.579      -240.0
  HI      Hbeta            4861.33   1.32e+06       1.8713e+40       1.7125e+40     -25.30      -23.15        4.825      -240.0
  HI      Hgamma           4340.47   4.66e+05       9.4254e+39       8.0804e+39     -13.31      -11.41        2.560      -240.0
  HI      Palpha          18751.01   3.31e+07       1.4501e+38       2.0497e+39      -5.27      -74.50       14.628      -240.0
  HI      Pbeta           12818.08   4.87e+06       1.5475e+38       1.5367e+39      +6.18      +61.36        8.856      -260.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.69e+06       1.4300e+39       7.6648e+38      -5.82       -3.12        1.707      -260.0
  HeI     He_I_6678        6678.15   1.15e+04       3.5066e+38       1.8796e+38      -9.39       -5.03        1.370      -940.0
  HeI     He_I_7065        7065.19   6.30e+05       6.6858e+38       3.5837e+38      +4.39       +2.35        1.429      -240.0
  HeI     He_I_10830      10830.34   2.21e+07       1.0344e+39       5.5448e+38      +7.69       +4.12        1.829      -240.0
# --- He II ---
  HeII    He_II_1640       1640.42   6.46e-24       4.1632e+14       4.1632e+14      +1.34       +1.34        2.053      +700.0
  HeII    He_II_3203       3203.10   2.04e-28       2.6684e+13       2.6684e+13      -2.29       -2.29        2.093       +80.0
  HeII    He_II_4686       4685.71   1.90e-27       6.1558e+13       6.1558e+13      -6.51       -6.51        1.767     -2680.1
  HeII    He_II_10124     10123.60   4.77e-27       5.2605e+12       5.2605e+12      -0.55       -0.55        1.543      +760.0
