model,epoch_d,rank,line,species,L_line,EW,tau,frac_epoch
A1,30.0,10,O_I_7774,metal,2.772466430416046e+37,-0.4069486984245684,0.0,0.0002273563910542393
A1,30.0,11,O_I_6300,metal,1.8310050667559705e+37,-0.19316228959930185,0.0,0.0001501517563612822
A1,30.0,12,C_II_4267,metal,5.517375505981234e+28,-4.846628873500348e-10,0.0,4.524529384266375e-13
A1,30.0,13,C_III_1909,metal,2.026839112523239e+28,-2.5396506547199106e-09,0.0,1.6621114716318107e-13
A1,30.0,14,C_II_6580,metal,1.0222597170656503e+28,-1.1418910839996518e-10,0.0,8.383051186567356e-14
A1,30.0,15,O_III_5007,metal,3.0746958691388975e+20,-0.0,0.0,2.5214074685546152e-21
A1,30.0,16,Ne_III_3869,metal,94381444045.9637,-0.0,0.0,7.739759899476161e-31
A1,30.0,17,He_II_1640,He,890468284.1258547,0.304625130597598,1e-30,7.302294202953951e-33
A1,30.0,18,He_II_4686,He,4161179.7073268015,1.6820735910026652,2.9463126446686743e-30,3.41237964293038e-35
A1,30.0,19,He_II_3203,He,1433440.2628294835,-0.05089058542528071,1e-30,1.1754941425921814e-35
A1,30.0,20,He_II_10124,He,282583.0728808678,0.13212678149545792,7.419044511949768e-30,2.3173253576083893e-36
A1,30.0,21,C_III_4647,metal,80.26164527238586,-0.0,0.0,6.5818643677740896e-40
A1,30.0,22,C_III_5696,metal,10.914525235367053,-0.0,0.0,8.950467498396704e-41
A1,30.0,23,C_IV_1549,metal,0.33107030632972384,-0.0,0.0,2.7149454076907276e-42
A1,30.0,24,C_IV_5801,metal,5.122084966208375e-37,-0.0,0.0,4.200370975873481e-78
A1,40.0,1,Halpha,H,8.054593989542766e+40,-16.818979543496745,11.057206008626986,0.5965984427356984
A1,40.0,2,Hbeta,H,2.710720564800884e+40,-2.2830093920215973,1.5319532490215264,0.20078127708875917
A1,40.0,3,Hgamma,H,1.2811047507987644e+40,8.630056307607802,0.5120633728705628,0.09489058049358427
A1,40.0,4,He_I_10830,He,4.6216738253285335e+39,-102.91205884795653,410.37239085931674,0.034232431958744376
A1,40.0,5,Palpha,H,3.273218895042808e+39,-2087.5872995418986,0.40944798419798833,0.024244515590120478
A1,40.0,6,Pbeta,H,2.4507658649029175e+39,-647.5451084354604,0.05005308823789379,0.018152660461956915
A1,40.0,7,He_I_5876,He,2.1073704212661223e+39,-40.71824285810078,0.001562837475710262,0.015609153151939465
A1,40.0,8,He_I_6678,He,1.0391712177156572e+39,-11.866484801807854,2.0585689550514557e-07,0.007697072391604362
A1,40.0,9,He_I_7065,He,9.6689375838989e+38,-22.15352438778014,0.00021255584971820456,0.007161718036876753
A1,40.0,10,O_I_6300,metal,4.745876323742252e+37,-0.49430624379872584,0.0,0.00035152391639315614
A1,40.0,11,O_I_7774,metal,3.788668596724743e+37,-0.5378177585225792,0.0,0.00028062417395366895
A1,40.0,12,C_II_4267,metal,3.608123761025414e+28,-3.3055220163657833e-10,0.0,2.672513375373288e-13
A1,40.0,13,C_III_1909,metal,7.046542548868498e+27,-1.1447951432702284e-09,0.0,5.219327400963671e-14
A1,40.0,14,C_II_6580,metal,6.685134211157379e+27,-7.337803955277758e-11,0.0,4.9516346386095615e-14
A1,40.0,15,O_III_5007,metal,9.901891475554805e+19,-0.0,0.0,7.334265441713757e-22
A1,40.0,16,Ne_III_3869,metal,2821469878.6943607,-0.0,0.0,2.0898440542628648e-32
A1,40.0,17,He_II_1640,He,812930982.2030803,-2.87459024125872,1.1227220629916331e-30,6.02132594968317e-33
A1,40.0,18,He_II_4686,He,1027970.8628798578,-0.011917076303139802,3.955213655894677e-30,7.614112105067255e-36
A1,40.0,19,He_II_3203,He,145627.5572598558,2.9339245646508965,1e-30,1.0786536725926976e-36
A1,40.0,20,He_II_10124,He,28708.474077178787,1.7777969565251102,9.95953577631531e-30,2.1264176630131177e-37
A1,40.0,21,C_III_4647,metal,2.0554599005117673,-0.0,0.0,1.5224655362431325e-41
A1,40.0,22,C_III_5696,metal,0.27951543826798825,-0.0,0.0,2.0703523406365315e-42
A1,40.0,23,C_IV_1549,metal,0.005996420186341739,-0.0,0.0,4.441508721364451e-44
A1,40.0,24,C_IV_5801,metal,8.111023516887327e-41,-0.0,0.0,6.00778140456252e-82
A1,50.0,1,Halpha,H,9.966562870441803e+40,-22.341455276330784,359.398100349638,0.6079701530135965
A1,50.0,2,Hbeta,H,3.352357993868664e+40,-38.15483790343677,50.84554811144735,0.2044971399852653
A1,50.0,3,Hgamma,H,1.584498880818982e+40,-24.935040336322068,16.99538953092012,0.09665599259684257
A1,50.0,4,Palpha,H,4.050138357447423e+39,-8430.548003769076,77.72270001871411,0.02470624295368934
A1,50.0,5,He_I_10830,He,3.8242066503552006e+39,-110.62199693808195,1442.5739870118864,0.023328037284221743
A1,50.0,6,Pbeta,H,3.0322283198581573e+39,-2485.514598887787,9.501170186266755,0.018496891451552193
A1,50.0,7,He_I_5876,He,1.8998865281856723e+39,21.340743128975575,0.061044296326883324,0.011589494977001144
A1,50.0,8,He_I_6678,He,1.0444224273805846e+39,-11.625570919450823,2.4902175780947605e-06,0.006371079691561292
A1,50.0,9,He_I_7065,He,8.964564724242456e+38,-9.755191681923117,0.008302450433994189,0.005468472790415837
A1,50.0,10,O_I_6300,metal,8.38774705005828e+37,-0.8209952218009822,0.0,0.0005116608327016174
A1,50.0,11,O_I_7774,metal,6.636522706332912e+37,-0.8826580586599979,0.0,0.00040483442262864803
A1,50.0,12,C_II_4267,metal,6.48900493850009e+28,-5.631545877527563e-10,0.0,3.9583569347323063e-13
A1,50.0,13,C_II_6580,metal,1.2022832858263082e+28,-1.2393422775909853e-10,0.0,7.334046478724597e-14
A1,50.0,14,C_III_1909,metal,8.977454091612282e+27,-1.42618172795027e-09,0.0,5.4763354314827206e-14
A1,50.0,15,O_III_5007,metal,1.0418170142603965e+20,-0.0,0.0,6.3551864148726745e-22
A1,50.0,16,Ne_III_3869,metal,1540361611.3686905,-0.0,0.0,9.396357568139029e-33
A1,50.0,17,He_II_1640,He,675096791.427383,-1.4270722343047535,1.4039554438413925e-30,4.1181569305135974e-33
A1,50.0,18,He_II_4686,He,826795.1845901677,-2.007222299269878,4.9472593700853106e-30,5.043532072395451e-36
A1,50.0,19,He_II_3203,He,114828.0537262023,2.637253159567288,1e-30,7.004624392749958e-37
A1,50.0,20,He_II_10124,He,22636.77469951154,0.9344192025425456,1.2457584084653019e-29,1.3808655558289044e-37
A1,50.0,21,C_III_4647,metal,1.703213285672558,-0.0,0.0,1.0389768823675049e-41
A1,50.0,22,C_III_5696,metal,0.23161454421469985,-0.0,0.0,1.4128715357227599e-42
A1,50.0,23,C_IV_1549,metal,0.004635236959717822,-0.0,0.0,2.827540206475415e-44
A1,50.0,24,C_IV_5801,metal,2.565757659526278e-41,-0.0,0.0,1.5651374472178996e-82
A1,60.0,1,Halpha,H,1.055885029898704e+41,-20.84015989342761,1280.6258653317736,0.6131525956766022
A1,60.0,2,Hbeta,H,3.5511524692697947e+40,-35.531619231999045,183.2612356500074,0.20621547730296338
A1,60.0,3,Hgamma,H,1.6784950834866835e+40,15.69690315430282,61.25602326627376,0.09747023474411874
A1,60.0,4,Palpha,H,4.290812521499766e+39,-10467.806875289863,357.316776495967,0.02491675476610976
A1,60.0,5,Pbeta,H,3.212357509689115e+39,-2557.057670370324,43.67999413659062,0.018654164890433818
A1,60.0,6,He_I_10830,He,3.207262444204409e+39,-41.007700048605784,3854.8127381158647,0.018624577837500704
A1,60.0,7,He_I_5876,He,1.6503789753739232e+39,-30.141730861372796,0.902106894182017,0.009583753192311967
A1,60.0,8,He_I_6678,He,9.605488781576277e+38,-13.863620157188729,2.3560005546452486e-05,0.005577908780211608
A1,60.0,9,He_I_7065,He,7.909244646147298e+38,-12.086691471028205,0.12269295743274189,0.004592899555637915
A1,60.0,10,O_I_6300,metal,1.1755486476246205e+38,-1.1206986245953399,0.0,0.0006826412764885058
A1,60.0,11,O_I_7774,metal,9.109554671790474e+37,-1.1764434905447152,0.0,0.0005289919768066126
A1,60.0,12,C_II_4267,metal,1.0756701256919666e+29,-9.166554501573252e-10,0.0,6.246418037796028e-13
A1,60.0,13,C_II_6580,metal,1.993002356199575e+28,-1.9995764582441034e-10,0.0,1.1573367680102322e-13
A1,60.0,14,C_III_1909,metal,1.2802051616072293e+28,-2.062242808716256e-09,0.0,7.434153298994699e-14
A1,60.0,15,O_III_5007,metal,7.70901682045123e+19,-0.0,0.0,4.476627227140178e-22
A1,60.0,16,Ne_III_3869,metal,625688352.1414158,-0.0,0.0,3.633373201975689e-33
A1,60.0,17,He_II_1640,He,596586795.1686777,-1.6507019345763991,1.6860511250440576e-30,3.4643804168636894e-33
A1,60.0,18,He_II_4686,He,712888.8803288242,-3.2648915192845593,5.9367616328316784e-30,4.1397468003172574e-36
A1,60.0,19,He_II_3203,He,97462.06495714528,-3.750598097716957,1e-30,5.659623577976876e-37
A1,60.0,20,He_II_10124,He,19213.308373619366,-0.6744987066289821,1.4949227784863622e-29,1.115717106241187e-37
A1,60.0,21,C_III_4647,metal,1.1770651776722034,-0.0,0.0,6.835219257152367e-42
A1,60.0,22,C_III_5696,metal,0.1600653405717704,-0.0,0.0,9.294996734526659e-43
A1,60.0,23,C_IV_1549,metal,0.003985756670054089,-0.0,0.0,2.31452949779338e-44
A1,60.0,24,C_IV_5801,metal,7.503932197194542e-42,-0.0,0.0,4.357534555568482e-83
A1,70.0,1,Halpha,H,1.1798444289176678e+41,-20.314861012951432,2352.948045484446,0.6166766432635349
A1,70.0,2,Hbeta,H,3.9692586834464956e+40,-33.92792582196023,338.4287359591675,0.20746371819527673
A1,70.0,3,Hgamma,H,1.8760173511765959e+40,23.862376696503738,113.12156901825995,0.09805496847487016
A1,70.0,4,Palpha,H,4.794590613739989e+39,-10000.902104986739,855.0498567052564,0.025060185673939844
A1,70.0,5,Pbeta,H,3.589676047927971e+39,-6901.868307066476,104.52509968223936,0.018762383593830638
A1,70.0,6,He_I_10830,He,2.9186789732711666e+39,-40.70440730619348,6743.4473691468975,0.015255241351199558
A1,70.0,7,He_I_5876,He,1.56100110517499e+39,-39.93501682452206,3.583628212489029,0.008158981795193573
A1,70.0,8,He_I_6678,He,9.70587038226901e+38,-18.84587870077653,0.00010866534166745131,0.005073027782806345
A1,70.0,9,He_I_7065,He,7.601968257548584e+38,-8.755863011513055,0.4873990655786359,0.0039733681427487075
A1,70.0,10,O_I_6300,metal,1.5124235620954294e+38,-1.4307754868045808,0.0,0.0007905078522269922
A1,70.0,11,O_I_7774,metal,1.39852134873932e+38,-1.7977270699688923,0.0,0.00073097387226222
A1,70.0,12,C_II_4267,metal,3.093075112360994e+29,-2.5944359633859834e-09,0.0,1.6166768523902258e-12
A1,70.0,13,C_II_6580,metal,5.7308517170839605e+28,-5.709568019118698e-10,0.0,2.99537999528836e-13
A1,70.0,14,C_III_1909,metal,3.7159896356750084e+28,-5.705568709496443e-09,0.0,1.942259469777994e-13
A1,70.0,15,O_III_5007,metal,1.008146719482076e+20,-0.0,0.0,5.269343310436861e-22
A1,70.0,16,Ne_III_3869,metal,778426157.2848415,-0.0,0.0,4.068648526342676e-33
A1,70.0,17,He_II_1640,He,610825805.2930871,-0.47364562916231584,1.969162841992969e-30,3.192641317740817e-33
A1,70.0,18,He_II_4686,He,882077.7225751026,-1.4171799602661463,6.935487887735165e-30,4.6104106246800464e-36
A1,70.0,19,He_II_3203,He,161205.4049840628,2.0049908147413644,1e-30,8.425823403913171e-37
A1,70.0,20,He_II_10124,He,31779.432939522598,-1.1885940869090232,1.7464098214050882e-29,1.6610354339632155e-37
A1,70.0,21,C_III_4647,metal,398.7409,-0.0,0.0,2.0841239210617985e-39
A1,70.0,22,C_III_5696,metal,0.4082465634246837,-0.0,0.0,2.1338077647029835e-42
A1,70.0,23,C_IV_1549,metal,0.016727857719365906,-0.0,0.0,8.743253682039826e-44
A1,70.0,24,C_IV_5801,metal,2.314994717779451e-41,-0.0,0.0,1.209992721703708e-82
A1,80.0,1,Halpha,H,1.018077697996177e+41,-17.292870270347038,3433.083944810004,0.615345847005405
A1,80.0,2,Hbeta,H,3.4236343726876754e+40,-30.206815824814996,495.53243623644767,0.20693108168903496
A1,80.0,3,Hgamma,H,1.618252368924494e+40,27.466046141668336,165.63429977952896,0.09781030235553641
A1,80.0,4,Palpha,H,4.137161390490145e+39,-7838.396415225984,1220.8240562162068,0.02500580343759555
A1,80.0,5,Pbeta,H,3.0972764166744245e+39,-1774.7245757482938,149.23896549456262,0.018720537575664935
A1,80.0,6,He_I_10830,He,2.7418142522369986e+39,-41.15819696040623,9724.960912785125,0.01657205551889618
A1,80.0,7,He_I_5876,He,1.367435502350045e+39,-23.72928078370439,8.45672145007661,0.008265044594091574
A1,80.0,8,He_I_6678,He,8.6084844667993e+38,-19.61733784941435,0.0003642594804231172,0.005203134472036512
A1,80.0,9,He_I_7065,He,6.697871523264315e+38,-19.558557248732757,1.1501747264066347,0.004048323063876739
A1,80.0,10,O_I_6300,metal,1.9632692324149913e+38,-2.0075405710563583,0.0,0.001186637887361511
A1,80.0,11,O_I_7774,metal,1.5076162226903407e+38,-2.082021858739722,0.0,0.0009112323974254865
A1,80.0,12,C_II_4267,metal,3.93730440273289e+29,-3.6278106604201244e-09,0.0,2.3797829157700278e-12
A1,80.0,13,C_II_6580,metal,7.295040332809919e+28,-7.845032576244283e-10,0.0,4.4092634396833305e-13
A1,80.0,14,C_III_1909,metal,4.210662943812114e+28,-7.570397534047798e-09,0.0,2.545006103870145e-13
A1,80.0,15,O_III_5007,metal,4.214045512835462e+19,-0.0,0.0,2.547050593995823e-22
A1,80.0,16,He_II_1640,He,624446808.6232638,-1.1863085306537893,2.2485180699198962e-30,3.774277259175823e-33
A1,80.0,17,Ne_III_3869,metal,199991217.50955456,-0.0,0.0,1.2087855904738729e-33
A1,80.0,18,He_II_4686,He,743417.651397872,4.3667522484992185,7.925073967193435e-30,4.493360038026392e-36
A1,80.0,19,He_II_3203,He,101407.77952596196,1.8436367955793862,1e-30,6.129282284462216e-37
A1,80.0,20,He_II_10124,He,19991.151843263593,-5.0113233893357,1.9955952970726178e-29,1.2083038738417477e-37
A1,80.0,21,C_III_4647,metal,268.5676,-0.0,0.0,1.623274506704982e-39
A1,80.0,22,C_III_5696,metal,0.16546791239039463,-0.0,0.0,1.0001200586408077e-42
A1,80.0,23,C_IV_1549,metal,0.007984826548053915,-0.0,0.0,4.826183566415704e-44
A1,80.0,24,C_IV_5801,metal,1.5960950340488513e-42,-0.0,0.0,9.64710701905189e-84
A1,90.0,1,Halpha,H,9.342826461373767e+40,-15.864397872767874,4727.991093981845,0.6147442538595645
A1,90.0,2,Hbeta,H,3.1416416692392113e+40,-19.270121175627217,679.4227168484108,0.2067154058608723
A1,90.0,3,Hgamma,H,1.4849794442755937e+40,35.80266247176891,227.10058461651704,0.09770946557148837
A1,90.0,4,Palpha,H,3.796636231240368e+39,-145230.9506721826,1781.3510498230767,0.02498130856651772
A1,90.0,5,Pbeta,H,2.84231580776053e+39,-1450.1776027853798,217.76028262766908,0.018702020397134405
A1,90.0,6,He_I_10830,He,2.609560868980174e+39,-34.482513959343784,13376.868221742243,0.017170527098353604
A1,90.0,7,He_I_5876,He,1.2211370935956276e+39,-23.772251444087882,17.750865928430652,0.008034902655703405
A1,90.0,8,He_I_6678,He,7.888073023146541e+38,-13.267976058304578,0.0010196335961412653,0.005190236150753636
A1,90.0,9,He_I_7065,He,6.0134762162978274e+38,-16.111136518689097,2.414245136910633,0.0039567789950651355
A1,90.0,10,O_I_6300,metal,2.390378073139545e+38,-2.6497536729581537,0.0,0.001572833650597811
A1,90.0,11,O_I_7774,metal,1.8575903977922458e+38,-2.7812059748202147,0.0,0.0012222671884024
A1,90.0,12,C_II_4267,metal,6.56881554945764e+29,-6.559887827019167e-09,0.0,4.3221841167524746e-12
A1,90.0,13,C_II_6580,metal,1.2170706013693332e+29,-1.4188778484262646e-09,0.0,8.008145734339039e-13
A1,90.0,14,C_III_1909,metal,6.437884076383857e+28,-1.2534759103784597e-08,0.0,4.23603313122979e-13
A1,90.0,15,O_III_5007,metal,3.8966446609526145e+19,-0.0,0.0,2.563934933990999e-22
A1,90.0,16,He_II_1640,He,608556585.5652978,1.31132934892953,2.5288671088216577e-30,4.004212918556711e-33
A1,90.0,17,Ne_III_3869,metal,187264852.70453477,-0.0,0.0,1.232175216203719e-33
A1,90.0,18,He_II_4686,He,716863.1574640396,1.6161456454755625,8.91618776747998e-30,4.716854248300401e-36
A1,90.0,19,He_II_3203,He,97090.24042827376,0.5158612098397312,1e-30,6.3883951666965575e-37
A1,90.0,20,He_II_10124,He,19140.00827129518,19.195232608720197,2.245165464733278e-29,1.2593844220748963e-37
A1,90.0,21,C_III_4647,metal,456.445,-0.0,0.0,3.003341035103311e-39
A1,90.0,22,C_III_5696,metal,0.2465129800584771,-0.0,0.0,1.6220191889389268e-42
A1,90.0,23,C_IV_1549,metal,0.011959976846492694,-0.0,0.0,7.869489038538487e-44
A1,90.0,24,C_IV_5801,metal,1.224936942169977e-42,-0.0,0.0,8.0599051010155945e-84
A1,100.0,1,Halpha,H,6.580061118043331e+40,-11.383674266260204,5461.637735063291,0.6083602636848114
A1,100.0,2,Hbeta,H,2.2111262477908595e+40,-8.24917579890272,782.7058371795363,0.20442991683737685
A1,100.0,3,Hgamma,H,1.0452719075814571e+40,34.04219044579153,261.6235058487286,0.09664072748121753
A1,100.0,4,Palpha,H,2.6738802299081065e+39,-8607.567395546157,1834.2895700273061,0.024721388639809713
A1,100.0,5,He_I_10830,He,2.3929054857486188e+39,-33.194715780075484,15692.296989133409,0.022123633598037883
A1,100.0,6,Pbeta,H,2.0015751006119998e+39,-1342.9425458264718,224.23172205497994,0.0185055842817971
A1,100.0,7,He_I_5876,He,1.0462405416137744e+39,-20.01861552613047,21.570374288137433,0.009673028264563673
A1,100.0,8,He_I_6678,He,6.6605202244434026e+38,-22.80625891528924,0.0013677784683282933,0.0061579911908558735
A1,100.0,9,He_I_7065,He,5.161610572320633e+38,-20.46693390810336,2.9337256596039305,0.00477217264776569
A1,100.0,10,O_I_6300,metal,3.0392181669835235e+38,-3.9619154717983576,0.0,0.002809912449584621
A1,100.0,11,O_I_7774,metal,1.9527108324079352e+38,-3.422494557203067,0.0,0.0018053809160622698
A1,100.0,12,C_II_4267,metal,6.893389706843734e+29,-8.193931453220855e-09,0.0,6.373290923146717e-12
A1,100.0,13,C_II_6580,metal,1.2772077237994882e+29,-1.7492146041340028e-09,0.0,1.1808437850224507e-12
A1,100.0,14,C_III_1909,metal,6.091989871908399e+28,-1.4809498360956252e-08,0.0,5.632355837359547e-13
A1,100.0,15,O_III_5007,metal,2.0421999802621637e+19,-0.0,0.0,1.8881182046814315e-22
A1,100.0,16,He_II_1640,He,738773820.0542611,-1.68039530417482,2.8068517851862375e-30,6.830341358672561e-33
A1,100.0,17,Ne_III_3869,metal,79674208.90992425,-0.0,0.0,7.366287618272711e-34
A1,100.0,18,He_II_4686,He,700557.6005830119,7.719658969334355,9.898661421364211e-30,6.477012887439769e-36
A1,100.0,19,He_II_3203,He,53446.96683788517,2.782155266439261,1.0662327132931377e-30,4.941445110515626e-37
A1,100.0,20,He_II_10124,He,10536.335916363229,-11.495351907398263,2.4925599762930802e-29,9.741380788658311e-38
A1,100.0,21,C_III_4647,metal,335.499,-0.0,0.0,3.101859639970695e-39
A1,100.0,22,C_III_5696,metal,0.12428308942251476,-0.0,0.0,1.1490606499887253e-42
A1,100.0,23,C_IV_1549,metal,0.005796573988074166,-0.0,0.0,5.359228761847645e-44
A1,100.0,24,C_IV_5801,metal,1.233878251171475e-43,-0.0,0.0,1.140783474152359e-84
A1,110.0,1,Halpha,H,5.435831324994196e+40,-10.998441141174906,6165.041913330018,0.604989283486479
A1,110.0,2,Hbeta,H,1.8269236618506734e+40,2.0189789673423917,883.9603684966636,0.20333030425087983
A1,110.0,3,Hgamma,H,8.63621670821992e+39,38.41892285214601,295.4683607331574,0.09611811415700074
A1,110.0,4,Palpha,H,2.2089203469159247e+39,-8420.48649762236,2017.0801064778132,0.02458452181572791
A1,110.0,5,He_I_10830,He,2.097083725841288e+39,-31.659447928648028,18296.029776691044,0.0233398187849258
A1,110.0,6,Pbeta,H,1.6535613778745697e+39,-1667.3898609768426,246.57684977718742,0.018403567980511588
A1,110.0,7,He_I_5876,He,8.772363164099546e+38,-18.14971176136936,28.034274322456668,0.009763337726704447
A1,110.0,8,He_I_6678,He,5.7696917974439724e+38,-9.792789079427829,0.0019978591051183405,0.00642146802904553
A1,110.0,9,He_I_7065,He,4.359223668724733e+38,-29.212206054008604,3.8128623682096627,0.004851665635342156
A1,110.0,10,O_I_6300,metal,4.285904454903651e+38,-6.854239336106835,0.0,0.004770063878438017
A1,110.0,11,O_I_7774,metal,3.0799285121891696e+38,-6.652081467369467,0.0,0.003427854236777467
A1,110.0,12,C_II_4267,metal,1.287504968140489e+30,-1.855465909096544e-08,0.0,1.432948635803058e-11
A1,110.0,13,C_II_6580,metal,2.385490099459603e+29,-4.012127020934432e-09,0.0,2.654968227951215e-12
A1,110.0,14,C_III_1909,metal,1.0630877034679534e+29,-2.9901922534357816e-08,0.0,1.1831799582284688e-12
A1,110.0,15,O_III_5007,metal,3.118374917073268e+19,-0.0,0.0,3.470643759764526e-22
