# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.2 d   T_phot: 22619.14476399863 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.6581e+25 erg/s   peak F = 1.000 @ Δv = +399.8 km/s   EW = -0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.14e-10       2.9342e+30       4.6581e+25      -0.00       -0.00        1.000     -3360.1
  HI      Hbeta            4861.33   1.65e-11       9.0969e+29       1.7136e+25      -0.00       -0.00        1.000     -5000.1
  HI      Hgamma           4340.47   5.60e-12       3.9919e+29       7.9722e+24      -0.00       -0.00        1.000      -940.0
  HI      Palpha          18751.01   4.86e-11       2.5172e+29       1.8979e+24      -0.00       -0.00        1.000     -3360.1
  HI      Pbeta           12818.08   7.96e-12       1.1757e+29       1.4398e+24      -0.00       -0.00        1.000     -5000.1
# --- He I ---
  HeI     He_I_5876        5875.62   1.97e+01       2.5037e+40       3.9747e+35     -61.65       -0.00        1.000        +0.0
  HeI     He_I_6678        6678.15   5.13e+00       1.3001e+40       2.0640e+35     -61.31       -0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   2.60e+00       4.6755e+39       7.4226e+34     -54.08       -0.00        1.000        +0.0
  HeI     He_I_10830      10830.34   3.85e+02       2.1553e+39       3.4216e+34    -169.69       -0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.27e-03       7.1452e+37       7.1452e+37      -6.38       -6.38        1.122        +0.0
  HeII    He_II_3203       3203.10   5.42e-10       3.4925e+36       3.4925e+36      -0.07       -0.07        1.001        +0.0
  HeII    He_II_4686       4685.71   7.22e-09       1.1122e+37       1.1122e+37      -0.98       -0.98        1.008        +0.0
  HeII    He_II_10124     10123.60   1.00e-30       6.9360e+35       6.9360e+35      -0.01       -0.01        1.000        +0.0
