# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 4.0 d   T_phot: 10860.84852417375 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 5.6628e+27 erg/s   peak F = 1.000 @ Δv = +28.7 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   6.31e-10       3.0713e+32       5.6628e+27      -0.00       -0.00        1.000      -120.0
  HI      Hbeta            4861.33   8.81e-11       6.1770e+31       1.9847e+27      -0.00       -0.00        1.000      -200.0
  HI      Hgamma           4340.47   2.95e-11       2.2173e+31       9.3129e+26      -0.00       -0.00        1.000      -220.0
  HI      Palpha          18751.01   6.27e-11       1.7092e+31       2.3040e+26      -0.00       -0.00        1.000      -400.0
  HI      Pbeta           12818.08   9.11e-12       6.5301e+30       1.7354e+26      -0.00       -0.00        1.000      -860.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.77e-06       8.4000e+38       8.4000e+38     -28.61      -28.61        1.208        +0.0
  HeI     He_I_6678        6678.15   1.42e-08       9.1317e+37       9.1317e+37     -14.22      -14.22        1.126        +0.0
  HeI     He_I_7065        7065.19   2.41e-07       4.1081e+38       4.1081e+38     -24.30      -24.30        1.165        +0.0
  HeI     He_I_10830      10830.34   3.10e+00       2.8481e+39       5.2513e+34    -139.79       -0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.00e-30       1.6881e+26       1.6881e+26      -0.00       -0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   1.00e-30       1.0785e+25       1.0785e+25      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.00e-30       2.4882e+25       2.4882e+25      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   1.24e-30       2.1262e+24       2.1262e+24      -0.00       -0.00        1.000     -5000.1
