name,epoch_d,format,n_zones,n_zones_full,R_phot,T_phot,L_phot,T_color_thermalization,photoionized,photoeq_T_source,photoeq_converged,photoeq_iterations,photoeq_final_residual,X_HII_mean,tau_es_stella,tau_es_photoeq,tau_es_ratio,Gamma_BB_at_Rphot,Gamma_brems_at_Rphot,shock_R_s,shock_v_s_kms,shock_rho_csm,shock_T_shock,shock_L_shock,shock_eta_rad,shock_L_X_brems,shock_sanity_flag,shock_sanity_ratio_LXoverLphot,L_line,L_cont_band,red_peak_F,red_peak_dv,trough_F,trough_dv,global_peak_F,global_peak_dv,sigma_res2_vs_ref,he1_n_HeI_med,he1_n_HeII_med,he1_2_3S_frac,he1_NLTE_LTE_ratio,he1_tau_10830_med,he1_tau_5876_med,he1_tau_7065_med,he1_tau_6678_med,he1_iters,he2_X_HeIII_med,he2_X_HeII_med,he2_n_HeII_med,he2_n_HeIII_med,he2_tau_4686_med,he2_tau_1640_med,he2_tau_3203_med,he2_tau_10124_med,he2_iters,n_iter_used,runtime_min
day000.1,0.1,stella,48,400,37980562483297.44,28505.79341745194,5.867216392675e+41,48820.41160799672,True,28505.79341745194,True,13,0.0008707129343999999,1.0,0.6354003098133549,0.6762757447117844,1.0643302092667164,1667954.339675638,0.014798557060663551,89680986731545.52,76266.38550699175,1.989849772155808e-16,79318813091.66754,4.460673202397327e+42,0.0001342189856277137,5.987058413268717e+38,False,0.0010135538450319267,1.8575897800041432e+25,3.120002970477767e+39,1.0000000000529097,28.665236385025892,1.0000000000528795,-399.6002474549983,1.00000000005291,0.114204128933304,,2229242373.8992863,0.0,6.580438078761258e-05,0.9991294571691108,1981.642162100995,609.3491635358193,82.31333485784052,48.60172778925023,7,0.1144783396848521,0.8855216603151479,2229242176.3302426,259862019.81156975,7.470308887387185e-06,0.7522851815783882,7.741777542930122e-07,1e-30,25,1,0.2629392703374227
day000.2,0.2,stella,44,400,79345243142408.81,22619.14476399863,5.035083870212499e+41,35844.81965658815,True,22619.14476399863,True,13,0.0008707129343999999,1.0,0.5848544565765801,0.6236561259691006,1.066344145891688,159294.71953320107,0.01486376711397757,177808288404162.3,76277.79800699175,1.492463751338466e-16,79342553398.15735,1.3157764377759255e+43,0.00019952198024281962,2.6252579828732708e+39,False,0.005122958493773739,4.658144082910485e+25,4.7799193978830306e+39,1.0000000000624398,399.8286557130313,1.000000000061863,-399.6002474549983,1.0000000000624398,399.8286557130313,,1323939652.7336621,1639.435632342983,8.653482553221025e-06,1.000880734221964,384.887266581925,19.73622541425599,2.5963716900143066,5.131993138701825,7,0.0007123320547342181,0.9992876679452658,1324064633.6547606,859979.1430301843,7.21688875415753e-09,0.0042685120342492566,5.41962257145495e-10,1e-30,27,1,0.2417734662691752
day000.3,0.3,stella,45,400,116722711833812.0,18622.70401270539,4.2924368791975e+41,27769.98034317325,True,18622.70401270539,True,13,0.0008707129343999999,1.0,0.6650591959403722,0.7077416576483835,1.0641784400073735,25627.700357542926,0.01021351087632016,265935590076779.1,76289.21050699175,9.95077730521124e-17,79366297256.88025,1.9632660764327085e+43,0.00019890181486772863,3.9049640924920225e+39,False,0.008993477140222047,9.834907319049785e+25,6.461380011980014e+39,1.000000000073225,28.665236385025892,1.0000000000731828,-399.6002474549983,1.000000000073225,0.114204128933304,,931864633.6492319,485821.6411145353,6.920521755135097e-07,1.0813671167655765,32.59140552531164,0.24877075937216186,0.0319015324262469,0.09524038742266498,9,5.382561699507642e-07,0.99999946174383,932350372.6597675,501.84361076043405,4.9614506655310644e-12,3.070668061887275e-06,3.68834539295264e-13,1e-30,29,1,0.24834779500961304
day000.4,0.4,stella,48,400,149577435056715.8,14628.79403617769,3.542216392675e+41,21229.33667764436,True,14628.79403617769,True,13,0.0008707129343999999,1.0,0.6214858527196087,0.6614556737011478,1.0643133239584328,2680.0588542435266,0.00367143795495864,354062891749396.0,76300.62300699175,4.976917097037816e-17,79390044667.83623,1.741347116880484e+43,0.0001324173969522372,2.305841940756602e+39,False,0.006477466404439622,1.3006734525155801e+26,9.046810010925496e+39,1.000000000076271,28.665236385025892,1.000000000076188,-399.6002474549983,1.000000000076271,28.665236385025892,,622940019.4259119,219885.20766240868,5.5053158846918565e-08,4.374088129663829,2.1474054983623576,0.0005419234419681392,7.091694086961737e-05,0.0001708464423927305,13,1.1910669590090324e-11,0.9999999999880893,623159849.405346,0.007424905188180489,7.307927074291208e-17,3.835695894341732e-11,5.4289646520392135e-18,1e-30,33,1,0.24684166113535563
day000.5,0.5,stella,85,400,118339280064140.1,14387.57184438787,2.843591191746e+41,24990.8949512154,True,14387.57184438787,True,13,0.0008707129343999999,1.0,0.638272789278701,0.6713955726569769,1.0518943999096488,3018.9626619224596,1.0174197558555047e-05,442196921511778.4,76311.77026170517,1.485102117717604e-18,79413243579.2229,8.108531352308097e+41,4.9340635680458405e-06,4.000792963529646e+36,False,1.4067181300104952e-05,2.0186613997054856e+26,7.515708905127334e+39,1.0000000002142584,171.42039766502285,1.000000000212164,-399.6002474549983,1.0000000002142584,171.42039766502285,,135300537.36143836,10243.094946777062,1.0238109963589414e-08,66.61538019359656,0.1338713138632838,1.8401202007280068e-06,2.4319514828154653e-07,3.9984283739542376e-07,13,3.134819101833685e-16,0.9999999999999997,135310768.4643192,4.2417478166574305e-08,1.1682059958334123e-22,2.0604270058289145e-17,8.678302560024697e-24,1e-30,50,2,0.3651270310084025
day000.6,0.6,stella,85,400,141959138525700.2,13245.26832125029,2.625591191746e+41,22603.07624318958,True,13245.26832125029,True,13,0.0008707129343999999,1.0,0.6128218434887678,0.6446487527344285,1.051935011102854,969.745000271578,8.287286306449777e-06,530553083763583.2,76314.16026170517,1.223443544185395e-18,79418217926.52554,9.616939357905016e+41,4.87661316972172e-06,4.689799993914344e+36,False,1.7750532612873088e-05,2.5165380905949285e+26,8.190595395698726e+39,1.0000000002252192,171.42039766502285,1.0000000002226408,-399.6002474549983,1.0000000002252192,171.42039766502285,,111479162.30693662,6953.572235642178,8.695243977749291e-09,505.30425793830676,0.11240000422859484,5.548979459354989e-07,7.483895843252858e-08,5.8241769926955676e-08,13,8.384818414207244e-19,1.0,111486105.99859329,9.347907545052657e-11,2.659411526241221e-25,5.0159133342130794e-20,1.9756267384654213e-26,1e-30,49,2,0.36494160095850625
day000.7,0.7,stella,86,400,163388375213396.5,12263.0902832223,2.411649988152e+41,20877.53778984441,True,12263.0902832223,True,13,0.0008707129343999999,1.0,0.6038486618406207,0.635168001864292,1.0518662075497613,327.95218281118304,6.137136861053159e-06,618909246015388.1,76316.55026170517,9.617849706531854e-19,79423192429.61676,1.028887730563617e+42,4.471811219944383e-06,4.600982556046654e+36,False,1.883920668696276e-05,3.116981884998073e+26,8.712066771693989e+39,1.0000000002457334,28.665236385025892,1.0000000002452187,-399.6002474549983,1.0000000002457345,0.114204128933304,,91885426.70368606,4733.944726600881,7.502134116115271e-09,5409.316565354979,0.09113420264764058,2.6717381125033194e-07,3.6286388644318365e-08,1.497551206118268e-08,13,9.437537698544716e-22,1.0,91890152.50454666,8.777815662710328e-14,2.4664628256746807e-28,6.16135851330813e-23,1.8323654108616213e-29,1e-30,46,2,0.37789801756540936
day000.8,0.8,stella,90,400,180331233226465.3,11532.29018643411,2.207767580964e+41,19259.42326567803,True,11532.29018643411,True,13,0.0008707129343999999,1.0,0.6366517053084753,0.6706151110061574,1.0533469170262035,131.61911748622038,3.983971380861138e-06,707265408267193.0,76318.94026170517,7.001263971209758e-19,79428167088.4966,9.781785829465674e+41,3.7197221403530154e-06,3.6385453033444226e+36,False,1.6183140212842016e-05,4.159916884233491e+26,8.913493292249529e+39,1.0000000002908433,28.665236385025892,1.000000000290229,-399.6002474549983,1.0000000002908465,0.114204128933304,,79905376.91688904,3582.308909004556,6.814257784038987e-09,66939.54709549223,0.07641556487149069,1.649846500646992e-07,2.24253205693892e-08,7.870824312248146e-09,13,8.174897488200208e-25,1.0,79908952.14377913,6.687619757861362e-17,1e-30,1.09396634701553e-25,1e-30,1e-30,42,2,0.3944056510925293
day000.9,0.9,stella,99,400,189881099037023.1,11156.84581599873,2.028002766588e+41,18463.82899046223,True,11156.84581599873,True,13,0.0008707129343999999,1.0,0.6400622124138557,0.6700831121381449,1.0469030965147463,76.1403223633253,2.0062103479735554e-06,795621570518997.9,76321.33026170517,4.384678235887664e-19,79433141903.16504,7.752976887548293e+41,2.6204096169711827e-06,2.0315934836236262e+36,False,9.859558349290912e-06,5.563074848582521e+26,8.673108542476663e+39,1.0000000003839995,28.665236385025892,1.0000000003830871,-399.6002474549983,1.0000000003840042,0.114204128933304,,89571494.65100472,4488.999656944983,7.93354964917042e-09,1108805.5386382013,0.11062172091583919,1.9591254362312257e-07,2.662932881372796e-08,9.167117184525983e-09,13,4.857919987571778e-28,1.0,89575975.71189213,4.351529228170449e-20,1e-30,4.586949667207083e-28,1e-30,1e-30,39,2,0.38914130131403607
day001,1.0,stella,118,400,181766911509708.3,11874.08849894146,1.883498386157e+41,20390.41738544457,True,11874.08849894146,True,13,0.0008707129343999999,1.0,0.6230258324995045,0.6578720784046018,1.0559306598336355,149.85509922519074,5.289114691365697e-07,883974371919146.8,76323.6558796406,1.840266431837111e-19,79437982855.31705,4.0171441423634386e+41,1.2218543125792329e-06,4.90835514415494e+35,False,2.6059778868033508e-06,1.0301056550147447e+27,7.217695178876956e+39,1.000000000665931,28.665236385025892,1.000000000662478,-399.6002474549983,1.000000000665931,28.665236385025892,,123669975.30422735,8590.656066914004,1.1089766225483466e-08,3576984.4326394764,0.2361283393392013,4.2331558018273064e-08,5.753933920444691e-09,6.826543440877268e-10,13,6.550989108243433e-28,1.0,123678554.99914607,8.442120780534566e-20,1e-30,3.344337039171297e-29,1e-30,1e-30,40,2,0.38468040227890016
