# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 1.0 d   T_phot: 11874.08849894146 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0301e+27 erg/s   peak F = 1.000 @ Δv = +28.7 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   8.09e-11       2.6116e+31       1.0301e+27      -0.00       -0.00        1.000      -260.0
  HI      Hbeta            4861.33   1.13e-11       5.6841e+30       3.6282e+26      -0.00       -0.00        1.000      -480.0
  HI      Hgamma           4340.47   3.80e-12       2.1153e+30       1.7010e+26      -0.00       -0.00        1.000     -1260.0
  HI      Palpha          18751.01   1.09e-11       1.5728e+30       4.1917e+25      -0.00       -0.00        1.000      -700.0
  HI      Pbeta           12818.08   1.60e-12       6.2300e+29       3.1596e+25      -0.00       -0.00        1.000     -1260.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.23e-08       2.7241e+38       2.7241e+38     -26.33      -26.33        1.158        +0.0
  HeI     He_I_6678        6678.15   6.83e-10       3.0099e+37       3.0099e+37     -20.47      -20.47        1.116        +0.0
  HeI     He_I_7065        7065.19   5.75e-09       1.2814e+38       1.2814e+38     -25.11      -25.11        1.131        +0.0
  HeI     He_I_10830      10830.34   2.36e-01       8.9945e+38       8.9945e+38    -114.89     -114.89        1.342        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.34e-29       1.6415e+27       1.6415e+27      -0.00       -0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   1.00e-30       1.0455e+26       1.0455e+26      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.00e-30       2.4121e+26       2.4121e+26      +0.00       +0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   1.00e-30       2.0610e+25       2.0610e+25      -0.00       -0.00        1.000     -5000.1
