# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 8.0 d   T_phot: 10614.80531502552 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.6568e+28 erg/s   peak F = 1.000 @ Δv = +85.8 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   5.28e-10       9.0974e+32       1.6568e+28      -0.00       -0.00        1.000      -100.0
  HI      Hbeta            4861.33   7.35e-11       1.7886e+32       5.7924e+27      -0.00       -0.00        1.000      -220.0
  HI      Hgamma           4340.47   2.46e-11       6.3550e+31       2.7192e+27      -0.00       -0.00        1.000      -400.0
  HI      Palpha          18751.01   4.47e-11       4.9492e+31       6.7403e+26      -0.00       -0.00        1.000      -320.0
  HI      Pbeta           12818.08   6.44e-12       1.8716e+31       5.0751e+26      -0.00       -0.00        1.000      -340.0
# --- He I ---
  HeI     He_I_5876        5875.62   9.77e-08       2.8516e+39       2.8516e+39     -16.92      -16.92        1.189        +0.0
  HeI     He_I_6678        6678.15   1.59e-09       3.6020e+38       3.6020e+38      +0.25       +0.25        1.085        +0.0
  HeI     He_I_7065        7065.19   1.33e-08       1.5003e+39       1.5003e+39      -8.95       -8.95        1.140        +0.0
  HeI     He_I_10830      10830.34   1.12e+00       4.4069e+39       8.0256e+34    -133.04       -0.00        1.000        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.00e-30       6.0181e+25       6.0181e+25      +0.00       +0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   1.00e-30       3.8473e+24       3.8473e+24      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   1.08e-30       8.8758e+24       8.8758e+24      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   2.53e-30       7.5845e+23       7.5845e+23      -0.00       -0.00        1.000     -5000.1
