# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.6 d   T_phot: 13245.26832125029 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.5165e+26 erg/s   peak F = 1.000 @ Δv = +171.4 km/s   EW = +0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   4.43e-11       8.7279e+30       2.5165e+26      -0.00       -0.00        1.000      -760.0
  HI      Hbeta            4861.33   6.27e-12       2.0807e+30       8.9180e+25      -0.00       -0.00        1.000      -980.0
  HI      Hgamma           4340.47   2.11e-12       8.0770e+29       4.1765e+25      -0.00       -0.00        1.000      -980.0
  HI      Palpha          18751.01   9.65e-12       5.7575e+29       1.0242e+25      -0.00       -0.00        1.000      -980.0
  HI      Pbeta           12818.08   1.47e-12       2.3788e+29       7.7271e+24      -0.00       -0.00        1.000     -2680.1
# --- He I ---
  HeI     He_I_5876        5875.62   5.55e-07       3.6356e+37       3.6356e+37     -23.27      -23.27        1.134        +0.0
  HeI     He_I_6678        6678.15   5.82e-08       7.9798e+36       7.9798e+36     -18.68      -18.68        1.099        +0.0
  HeI     He_I_7065        7065.19   7.48e-08       1.5205e+37       1.5205e+37     -19.38      -19.38        1.097        +0.0
  HeI     He_I_10830      10830.34   1.12e-01       3.6399e+38       3.6399e+38     -98.33      -98.33        1.287        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   5.02e-20       1.3956e+29       1.3956e+29      -0.00       -0.00        1.000        +0.0
  HeII    He_II_3203       3203.10   1.98e-26       8.8809e+27       8.8809e+27      -0.00       -0.00        1.000      -980.0
  HeII    He_II_4686       4685.71   2.66e-25       2.0491e+28       2.0491e+28      -0.00       -0.00        1.000      -380.0
  HeII    He_II_10124     10123.60   1.00e-30       1.7508e+27       1.7508e+27      -0.00       -0.00        1.000     -5000.1
