 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135454E-03       4.155900E+01       4.290113E+01
     -3.135453E-03       4.155900E+01       4.290113E+01
     -3.135452E-03       4.155900E+01       4.290113E+01
     -3.135451E-03       4.155900E+01       4.290113E+01
     -3.135448E-03       4.155900E+01       4.290113E+01
     -3.135445E-03       4.155900E+01       4.290113E+01
     -3.135443E-03       4.155900E+01       4.290113E+01
     -3.135436E-03       4.155900E+01       4.290113E+01
     -3.135429E-03       4.155900E+01       4.290113E+01
     -3.135422E-03       4.155900E+01       4.290113E+01
     -3.135406E-03       4.155900E+01       4.290113E+01
     -3.135390E-03       4.155900E+01       4.290113E+01
     -3.135374E-03       4.155900E+01       4.290113E+01
     -3.135339E-03       4.155900E+01       4.290113E+01
     -3.135304E-03       4.155900E+01       4.290113E+01
     -3.135270E-03       4.155900E+01       4.290113E+01
     -3.135192E-03       4.155900E+01       4.290113E+01
     -3.135114E-03       4.155900E+01       4.290113E+01
     -3.135037E-03       4.155900E+01       4.290113E+01
     -3.134881E-03       4.155900E+01       4.290113E+01
     -3.134724E-03       4.155900E+01       4.290113E+01
     -3.134228E-03       4.155900E+01       4.290113E+01
     -3.133549E-03       4.155900E+01       4.290113E+01
     -3.132713E-03       4.155900E+01       4.290113E+01
