# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 50.0 d   T_phot: 5284.240827168806 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 7.5487e+26 erg/s   peak F = 1.000 @ Δv = +57.2 km/s   EW = -0.00 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.73e-10       2.3113e+33       7.5487e+26      -0.00       -0.00        1.000       -40.0
  HI      Hbeta            4861.33   2.42e-11       1.6260e+32       2.5043e+26      -0.00       -0.00        1.000       -20.0
  HI      Hgamma           4340.47   8.11e-12       3.6201e+31       1.1865e+26      -0.00       -0.00        1.000       -80.0
  HI      Palpha          18751.01   2.54e-11       4.4993e+31       3.0663e+25      -0.00       -0.00        1.000      -100.0
  HI      Pbeta           12818.08   3.24e-12       1.0662e+31       2.2910e+25      -0.00       -0.00        1.000       -40.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.10e-13       5.1360e+35       5.1360e+35     -15.77      -15.77        2.550        +0.0
  HeI     He_I_6678        6678.15   1.20e-13       1.1591e+35       1.1591e+35      -4.67       -4.67        1.813        +0.0
  HeI     He_I_7065        7065.19   2.78e-14       2.9758e+35       2.9758e+35     -12.02      -12.02        2.270        +0.0
  HeI     He_I_10830      10830.34   8.64e-03       8.7585e+37       8.7585e+37    -239.66     -239.66        3.816        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.79e-30       3.2881e+02       3.2881e+02      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_3203       3203.10   1.00e-30       6.3899e-03       6.3899e-03      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_4686       4685.71   6.33e-30       1.4797e-01       1.4797e-01      -0.00       -0.00        1.000     -5000.1
  HeII    He_II_10124     10123.60   1.59e-29       1.2597e-03       1.2597e-03      -0.00       -0.00        1.000     -5000.1
