# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.9 d   T_phot: 21123.81260969703 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.3994e+26 erg/s   peak F = 1.143 @ Δv = +399.8 km/s   EW = -1.49 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.56e-08       1.1849e+33       4.3994e+26      +1.02       +0.00        1.000     -2040.1
  HI      Hbeta            4861.33   2.26e-09       3.3455e+32       1.5930e+26      -0.42       -0.00        1.000      +900.0
  HI      Hgamma           4340.47   7.69e-10       1.4071e+32       7.4319e+25      -0.67       -0.00        1.000     -2460.1
  HI      Palpha          18751.01   6.59e-09       9.2572e+31       1.7917e+25      -1.58       -0.00        1.000     -1380.0
  HI      Pbeta           12818.08   1.08e-09       4.1441e+31       1.3560e+25      -6.43       -0.00        1.000      +560.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.10e+03       1.2398e+40       4.6032e+33     -27.26       -0.00        1.000      +120.0
  HeI     He_I_6678        6678.15   6.72e+01       3.1032e+40       1.1522e+34    -132.42       -0.00        1.000       -80.0
  HeI     He_I_7065        7065.19   2.86e+02       2.4397e+39       9.0583e+32      -6.77       -0.00        1.000      +800.0
  HeI     He_I_10830      10830.34   1.47e+04       1.6390e+40       6.0853e+33    -411.22       -0.00        1.000       -40.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.57e+00       4.3209e+38       1.6043e+32      -0.49       -0.00        1.000      -360.0
  HeII    He_II_3203       3203.10   1.88e-07       2.8388e+37       2.8388e+37      +0.35       +0.35        1.760      -160.0
  HeII    He_II_4686       4685.71   1.72e-06       8.1915e+37       8.1915e+37      +5.24       +5.24        1.543     +4940.1
  HeII    He_II_10124     10123.60   1.02e-07       5.6035e+36       5.6035e+36      +0.81       +0.81        1.478      -960.0
