# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.8 d   T_phot: 20827.91674237879 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.2510e+26 erg/s   peak F = 1.173 @ Δv = +371.3 km/s   EW = -3.03 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.56e-08       1.1722e+33       4.2510e+26      -4.83       -0.00        1.000     +1500.0
  HI      Hbeta            4861.33   2.26e-09       3.3100e+32       1.5388e+26      +0.19       +0.00        1.000      -980.0
  HI      Hgamma           4340.47   7.69e-10       1.3922e+32       7.1796e+25      -1.14       -0.00        1.000     -1200.0
  HI      Palpha          18751.01   6.64e-09       9.1590e+31       1.7312e+25     +15.63       +0.00        1.000     -1660.0
  HI      Pbeta           12818.08   1.08e-09       4.1003e+31       1.3102e+25     -12.72       -0.00        1.000      -960.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.78e+03       1.0422e+40       3.7794e+33     -17.73       -0.00        1.000       -20.0
  HeI     He_I_6678        6678.15   7.81e+01       2.1572e+40       7.8230e+33     -69.83       -0.00        1.000      +120.0
  HeI     He_I_7065        7065.19   3.77e+02       1.7816e+39       6.4608e+32      +3.52       +0.00        1.000     +3640.1
  HeI     He_I_10830      10830.34   1.68e+04       1.2009e+40       4.3550e+33    -232.04       -0.00        1.000     -1500.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.66e+00       3.4692e+38       1.2581e+32      +2.20       +0.00        1.000     +1220.0
  HeII    He_II_3203       3203.10   2.02e-07       2.3239e+37       2.3239e+37      -1.76       -1.76        1.925      -880.0
  HeII    He_II_4686       4685.71   1.85e-06       7.3481e+37       7.3481e+37      +6.48       +6.48        1.625     +1000.0
  HeII    He_II_10124     10123.60   1.11e-07       4.5952e+36       4.5952e+36      +5.03       +5.03        1.313      -120.0
