# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.1 d   T_phot: 20882.20774050794 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.1221e+26 erg/s   peak F = 1.179 @ Δv = +399.8 km/s   EW = +1.04 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.58e-08       1.1793e+33       4.1221e+26      +4.62       +0.00        1.000     +2460.1
  HI      Hbeta            4861.33   2.29e-09       3.3663e+32       1.4952e+26      -0.89       -0.00        1.000     +4520.1
  HI      Hgamma           4340.47   7.80e-10       1.4233e+32       6.9734e+25      +5.57       +0.00        1.000     -4660.1
  HI      Palpha          18751.01   6.76e-09       9.3149e+31       1.6788e+25      +5.01       +0.00        1.000     +2680.1
  HI      Pbeta           12818.08   1.11e-09       4.1919e+31       1.2709e+25      +0.19       +0.00        1.000     +3240.1
# --- He I ---
  HeI     He_I_5876        5875.62   5.23e+03       1.2064e+40       4.2170e+33     -18.75       -0.00        1.000      -280.0
  HeI     He_I_6678        6678.15   1.52e+02       1.7651e+40       6.1698e+33     -43.35       -0.00        1.000        +0.0
  HeI     He_I_7065        7065.19   7.11e+02       2.0411e+39       7.1347e+32      -3.34       -0.00        1.000      +620.0
  HeI     He_I_10830      10830.34   2.98e+04       1.1392e+40       3.9820e+33    -168.45       -0.00        1.000     -1440.0
# --- He II ---
  HeII    He_II_1640       1640.42   1.34e+01       1.0729e+39       3.7502e+32      +0.39       +0.00        1.000     -1380.0
  HeII    He_II_3203       3203.10   2.05e-06       7.2145e+37       7.2145e+37      +3.16       +3.16        1.868      -400.0
  HeII    He_II_4686       4685.71   1.88e-05       2.4511e+38       2.4511e+38      -3.13       -3.13        1.620      +840.0
  HeII    He_II_10124     10123.60   1.13e-06       1.5673e+37       1.5673e+37      -3.84       -3.84        1.511      +780.0
