# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 1.0 d   T_phot: 21128.67349960038 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 4.4143e+26 erg/s   peak F = 1.146 @ Δv = +28.7 km/s   EW = -2.35 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.56e-08       1.1818e+33       4.4143e+26      +4.82       +0.00        1.000      +860.0
  HI      Hbeta            4861.33   2.26e-09       3.3308e+32       1.5979e+26      +1.40       +0.00        1.000     +2360.1
  HI      Hgamma           4340.47   7.69e-10       1.3997e+32       7.4552e+25      -3.78       -0.00        1.000      +280.0
  HI      Palpha          18751.01   6.57e-09       9.2165e+31       1.7977e+25     -14.34       -0.00        1.000      -620.0
  HI      Pbeta           12818.08   1.07e-09       4.1224e+31       1.3605e+25      +6.24       +0.00        1.000      -540.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.86e+03       1.2718e+40       4.7503e+33     -42.32       -0.00        1.000       -60.0
  HeI     He_I_6678        6678.15   5.57e+01       3.3782e+40       1.2618e+34    -167.47       -0.00        1.000      +100.0
  HeI     He_I_7065        7065.19   2.53e+02       2.5843e+39       9.6529e+32      -5.85       -0.00        1.000      +200.0
  HeI     He_I_10830      10830.34   1.33e+04       1.6294e+40       6.0862e+33    -440.57       -0.00        1.000     -1440.0
# --- He II ---
  HeII    He_II_1640       1640.42   2.81e+00       3.7923e+38       1.4165e+32      +4.90       +0.00        1.000     +4300.1
  HeII    He_II_3203       3203.10   1.25e-07       2.4819e+37       2.4819e+37      +4.15       +4.15        1.558     -1140.0
  HeII    He_II_4686       4685.71   1.15e-06       7.0093e+37       7.0093e+37      -0.27       -0.27        1.705      -500.0
  HeII    He_II_10124     10123.60   6.14e-08       4.8965e+36       4.8965e+36      +5.49       +5.49        1.419      -140.0
