# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 80.0 d   T_phot: 5319.878847822023 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 1.0583e+41 erg/s   peak F = 60.757 @ Δv = +28.7 km/s   EW = -815.32 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   1.29e+05       1.9023e+42       1.0583e+41  -29150.07    -1621.64       84.963        +0.0
  HI      Hbeta            4861.33   2.28e+04       1.1358e+40       3.5413e+40    -166.73     -519.85       38.636       -20.0
  HI      Hgamma           4340.47   7.61e+03       2.5106e+38       1.6753e+40      -1.80     -120.22      184.796       -20.0
  HI      Palpha          18751.01   3.06e+05       2.2696e+38       4.2999e+39      +9.56     +181.07       50.076       -20.0
  HI      Pbeta           12818.08   3.75e+04       6.8078e+37       3.2168e+39     +15.16     +716.30      130.200       +20.0
# --- He I ---
  HeI     He_I_5876        5875.62   2.46e+04       9.1995e+39       5.1177e+38    -130.03       -7.23        1.545       +20.0
  HeI     He_I_6678        6678.15   3.84e+02       1.5557e+39       8.6544e+37     -20.36       -1.13        1.145       +20.0
  HeI     He_I_7065        7065.19   3.34e+03       3.4162e+39       1.9005e+38     -43.74       -2.43        1.234        +0.0
  HeI     He_I_10830      10830.34   4.25e+05       6.0773e+40       3.3808e+39   -2062.70     -114.75        4.624       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   3.41e-30       3.4485e+08       3.4485e+08      +1.23       +1.23        1.918     -1260.0
  HeII    He_II_3203       3203.10   1.17e-30       1.3325e+06       1.3325e+06      +0.13       +0.13        1.557     +1380.0
  HeII    He_II_4686       4685.71   1.09e-29       3.3823e+06       3.3823e+06      +3.76       +3.76        1.399     -2000.1
  HeII    He_II_10124     10123.60   2.74e-29       2.6268e+05       2.6268e+05      +1.74       +1.74        1.288     -2620.1
