# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 0.9 d   T_phot: 6816.492888962804 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 8.5762e+40 erg/s   peak F = 7.263 @ Δv = +28.7 km/s   EW = -98.70 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   7.55e+06       3.5524e+40       8.5762e+40     -41.65     -100.56       16.920      -240.0
  HI      Hbeta            4861.33   1.88e+06       1.1840e+40       2.9009e+40     -12.52      -30.68        7.720      -240.0
  HI      Hgamma           4340.47   6.75e+05       3.1490e+39       1.3698e+40      +7.82      +34.02        4.058      -240.0
  HI      Palpha          18751.01   5.18e+07       1.2517e+38       3.4857e+39      -0.91      -25.34       19.397      -240.0
  HI      Pbeta           12818.08   7.29e+06       8.7399e+37       2.6118e+39      -1.16      -34.57       30.908      -240.0
# --- He I ---
  HeI     He_I_5876        5875.62   4.42e+06       1.0004e+39       2.4152e+39      -0.32       -0.77        3.748      -240.0
  HeI     He_I_6678        6678.15   6.45e+04       6.2728e+38       1.5144e+39      +0.98       +2.37        2.622      -240.0
  HeI     He_I_7065        7065.19   5.97e+05       4.9999e+38       1.2071e+39      +6.53      +15.75        2.868      -240.0
  HeI     He_I_10830      10830.34   2.49e+07       7.5219e+38       1.8159e+39     +10.29      +24.84        3.004      -240.0
# --- He II ---
  HeII    He_II_1640       1640.42   7.39e-27       2.8258e+11       2.8258e+11      -2.22       -2.22        2.408      +240.0
  HeII    He_II_3203       3203.10   2.52e-28       1.4526e+10       1.4526e+10      -1.19       -1.19        2.038      +240.0
  HeII    He_II_4686       4685.71   2.34e-27       3.3590e+10       3.3590e+10      -4.83       -4.83        1.939       -20.0
  HeII    He_II_10124     10123.60   5.90e-27       2.8636e+09       2.8636e+09      -9.47       -9.47        1.455      -800.0
