# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 110.0 d   T_phot: 5654.114604261667 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 3.7627e+41 erg/s   peak F = 398.717 @ Δv = +28.7 km/s   EW = -5537.87 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   6.58e+04       3.7856e+42       3.7627e+41  -116970.29   -11626.09      728.664        +0.0
  HI      Hbeta            4861.33   1.39e+04       9.8835e+39       1.2625e+41    -255.85    -3268.14      312.758        +0.0
  HI      Hgamma           4340.47   4.66e+03       1.6762e+39       5.9698e+40     -39.51    -1407.23      243.791       -20.0
  HI      Palpha          18751.01   2.99e+05       1.1361e+38       1.5289e+40      -6.15     -827.38      525.247       +40.0
  HI      Pbeta           12818.08   3.66e+04       5.4694e+37       1.1443e+40     +23.68    +4955.07      684.220       +20.0
# --- He I ---
  HeI     He_I_5876        5875.62   1.09e+04       2.0216e+39       2.0094e+38     -45.01       -4.47        1.680       +20.0
  HeI     He_I_6678        6678.15   5.29e+01       5.6513e+38       5.6171e+37      -6.52       -0.65        1.174       +60.0
  HeI     He_I_7065        7065.19   1.48e+03       8.1468e+38       8.0974e+37     -14.99       -1.49        1.358       +20.0
  HeI     He_I_10830      10830.34   2.88e+05       4.6771e+40       4.6487e+39   -3508.00     -348.67       16.572        +0.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.04e-30       6.3196e+05       6.3196e+05      -0.22       -0.22        1.736      +680.0
  HeII    He_II_3203       3203.10   1.50e-30       1.8843e+03       1.8843e+03      -3.00       -3.00        1.497     +1260.0
  HeII    He_II_4686       4685.71   1.39e-29       4.7635e+03       4.7635e+03      -2.71       -2.71        1.445      -660.0
  HeII    He_II_10124     10123.60   3.50e-29       3.7146e+02       3.7146e+02      -5.17       -5.17        1.281      -920.0
