# Phase 5 multi-line summary (β-corrected single-shot RT + Hα-anchored empirical correction)
# Snapshot: ?
# Epoch: 140.0 d   T_phot: 4268.883269172487 K
#
# Production Hα (RT-NLTE iterated, gold-standard):
#   L_line = 2.8590e+40 erg/s   peak F = 1277.886 @ Δv = +28.7 km/s   EW = -14861.79 Å
#
# Phase 5b strengths (no empirical anchor):
#   H lines  = per-line recombination budget on the validated
#              production-Hα scale (case-B decrement).
#   He lines = he1/he2 NLTE first-principles; optically-thick
#              He lines carry a single-shot escape correction.
#   Quote the L_corr / EW_corr columns (NOT L_raw/EW_raw).
#   CAVEAT: for saturated lines (τ≫1, common in the IIn
#   regime) the single-shot PROFILE SHAPE is unreliable, so
#   peak_F_corr and profile-integrated EW are factor-of-few;
#   use the production Hα for the Hα shape.
#
# species  line          λ_rest[Å]   τ_med     L_raw[erg/s]      L_corr[erg/s]     EW_raw[Å]   EW_corr[Å]   peak F_corr   peak Δv[km/s]
# ---------------------------------------------------------------------------------------------------------------------------------------
# --- H I (Balmer + Paschen) ---
  HI      Halpha           6562.81   7.45e+04       7.1908e+41       2.8590e+40  -1861246.40   -74000.66     5547.350       +20.0
  HI      Hbeta            4861.33   1.14e+04       3.4774e+37       9.4340e+39    -112.60   -30547.97     3645.180        +0.0
  HI      Hgamma           4340.47   3.81e+03       2.1493e+37       4.4741e+39     -99.62   -20736.57     2195.312       +40.0
  HI      Palpha          18751.01   7.89e+04       5.1777e+36       1.1612e+39     -65.74   -14743.10     1034.907       +40.0
  HI      Pbeta           12818.08   9.64e+03       9.7956e+36       8.6688e+38     -50.58    -4476.22      402.908       +20.0
# --- He I ---
  HeI     He_I_5876        5875.62   9.24e+03       5.0495e+38       2.0076e+37   -1367.60      -54.37        5.178       +20.0
  HeI     He_I_6678        6678.15   1.34e+01       2.5551e+38       1.0159e+37    -659.45      -26.22        1.947      -140.0
  HeI     He_I_7065        7065.19   1.26e+03       2.1331e+38       8.4811e+36    -540.09      -21.47        2.191       +20.0
  HeI     He_I_10830      10830.34   2.88e+05       2.2117e+40       8.7934e+38  -88243.76    -3508.45      170.124       +20.0
# --- He II ---
  HeII    He_II_1640       1640.42   4.69e-30       4.7061e+03       4.7061e+03      -1.65       -1.65        2.341     -1600.0
  HeII    He_II_3203       3203.10   1.78e-30       2.5098e+00       2.5098e+00      +0.44       +0.44        1.650     +4940.1
  HeII    He_II_4686       4685.71   1.65e-29       8.1911e+00       8.1911e+00      -4.83       -4.83        1.520      +840.0
  HeII    He_II_10124     10123.60   4.17e-29       4.9476e-01       4.9476e-01      -4.13       -4.13        1.335     +4360.1
