name,epoch_d,format,n_zones,n_zones_full,R_phot,T_phot,L_phot,T_color_thermalization,photoionized,photoeq_T_source,photoeq_converged,photoeq_iterations,photoeq_final_residual,X_HII_mean,tau_es_stella,tau_es_photoeq,tau_es_ratio,Gamma_BB_at_Rphot,Gamma_brems_at_Rphot,shock_R_s,shock_v_s_kms,shock_rho_csm,shock_T_shock,shock_L_shock,shock_eta_rad,shock_L_X_brems,shock_sanity_flag,shock_sanity_ratio_LXoverLphot,L_line,L_cont_band,red_peak_F,red_peak_dv,trough_F,trough_dv,global_peak_F,global_peak_dv,sigma_res2_vs_ref,he1_n_HeI_med,he1_n_HeII_med,he1_2_3S_frac,he1_NLTE_LTE_ratio,he1_tau_10830_med,he1_tau_5876_med,he1_tau_7065_med,he1_tau_6678_med,he1_iters,he2_X_HeIII_med,he2_X_HeII_med,he2_n_HeII_med,he2_n_HeIII_med,he2_tau_4686_med,he2_tau_1640_med,he2_tau_3203_med,he2_tau_10124_med,he2_iters,n_iter_used,runtime_min
day000.1,0.1,stella,24,400,3664067974376248.0,6901.817466626962,8.218633623124999e+42,12472.6545037317,True,6901.817466626962,True,13,0.0008566539029270315,0.47023658302423604,0.6298907118495012,0.6655444302269863,1.0566030228843948,0.005850325397527268,0.0,815728894456610.6,2668.741106424625,8.263048030613013e-14,97123151.99112481,6.566458030390078e+42,0.9975908639721776,6.540003862862884e+42,False,0.771202017964885,8.949397180221296e+40,6.4125355593879825e+41,7.442153617664671,28.665236385025892,2.3695535031912582,-399.6002474549983,10.41694177663181,-228.2940539190419,,68060513.99304815,48008093.97937998,0.0001242170947304471,60680945802452.586,26577536.721169397,4789017.504445063,645247.725819858,73790.8745239911,13,3.511229395804373e-38,1.0,116068597.68572077,4.1146524776779954e-30,2.3940922356224846e-27,1.257879807525393e-26,2.578792577621846e-28,6.02851055110001e-27,29,2,0.8666134039560954
day000.2,0.2,stella,24,400,3664246191570821.0,6893.815526692161,8.206133623125e+42,12450.88750566887,True,6893.815526692161,True,13,0.0008562150867846485,0.4690380410579506,0.6282620697883571,0.6638951477359109,1.0567169015305309,0.005707973010071142,0.0,818084383009122.5,2646.174714383875,8.291897616414824e-14,95487584.77286799,6.460788874156436e+42,0.997646340127597,6.434939164289595e+42,False,0.758589078759166,8.92689202651419e+40,6.407861804965126e+41,7.446175540532087,28.665236385025892,2.504509748587872,-371.0492151990056,10.535702453407641,-228.2940539190419,,68276795.0196979,47785032.94153997,0.00012326928535711138,61096314282505.01,26461846.367946338,4763902.175229702,641894.3103948233,73122.82736529429,13,3.389344030445514e-38,1.0,116061817.67513141,3.971447302238608e-30,2.394190067875961e-27,1.2199636706133717e-26,2.5788979574804147e-28,6.028756900576028e-27,29,2,0.8173679153124491
day000.3,0.3,stella,24,400,3664424408765394.0,6885.813586757361,8.193633623124999e+42,12429.12050760605,True,6885.813586757361,True,13,0.0008557761695067382,0.46783934414913037,0.6266334423704246,0.6622458794088975,1.0568313700331065,0.00556875053935778,0.0,820400704339455.0,2647.567214383875,8.320747202216637e-14,95588108.32985862,6.530331507184939e+42,0.9976586319191991,6.504294997191196e+42,False,0.7665392481898284,8.904148465911575e+40,6.403157806313759e+41,7.697830802545599,28.665236385025892,2.521060794473201,-399.6002474549983,10.288406633071864,-228.2940539190419,,68493076.0463477,47561971.903699934,0.0001223272772263663,61514424138216.25,26346087.48085531,4738812.44982641,638544.1485272741,72456.9800954434,13,3.271674164374294e-38,1.0,116055037.66454205,3.833207919213815e-30,2.39428790012245e-27,1.1831572802649328e-26,2.579003337331153e-28,6.0290032500195e-27,29,6,1.3569998343785603
day000.4,0.4,stella,24,400,3664602625959965.0,6877.811646822561,8.181133623124999e+42,12640.7084227652,True,6877.811646822561,True,13,0.0008553371510583317,0.466640492244204,0.6250048295957065,0.6605966252459485,1.05694643299519,0.005432596975680956,0.0,822717025669787.5,2648.959714383875,8.349596788018448e-14,95688684.77157803,6.600432623533516e+42,0.9976708144947364,6.574208304696747e+42,False,0.7745504140373366,8.881070781743422e+40,6.398423481913549e+41,7.340916738175436,28.665236385025892,2.259329372150099,-399.6002474549983,10.438566118004662,-228.2940539190419,,68709357.07299747,47338910.86585991,0.00012139101541337699,61935276777107.086,26230260.01850654,4713748.330994932,635197.239318283,71793.33677300152,13,3.1580751452004713e-38,1.0,116048257.65395269,3.6997634800174316e-30,2.394385732359761e-27,1.1474291156064218e-26,2.5791087171742787e-28,6.029249599431338e-27,28,4,1.085399603843689
day000.5,0.5,stella,24,400,3664780954450700.0,6869.242872976078,8.167923107149999e+42,12616.39585060349,True,6869.242872976078,True,13,0.0008547403196000579,0.46520338439706527,0.6230668349669639,0.6586341699641505,1.0570843013961293,0.005290282766298123,0.0,825030143765379.8,2650.084404516375,8.384932998370278e-14,95769956.65014975,6.674184636108834e+42,0.9976851354004111,6.6477720178765e+42,False,0.7830775508817508,8.853134740231023e+40,6.393457015638942e+41,7.468068667664332,28.665236385025892,2.4115669463416025,-371.0492151990056,10.253142706644324,-228.2940539190419,,68961765.70956995,47079004.65436721,0.00012030828711365906,62506247908215.32,26095586.153116316,4684291.796999483,631263.6459011943,71022.3180789256,13,3.0203068390135663e-38,1.0,116040760.07969694,3.538026579835835e-30,2.394483586892978e-27,1.1043543714901097e-26,2.579214121031072e-28,6.029496004999793e-27,28,6,1.3536627968152364
day000.6,0.6,stella,24,400,3664960189813871.0,6856.055376972758,8.148923107149999e+42,12599.20169888736,True,6856.055376972758,True,13,0.0008528583629157898,0.4618258166656122,0.6186078228480045,0.6541195795009705,1.05740592883141,0.00507891246502968,0.0,827317161003270.0,2649.026904516375,8.473124050175177e-14,95693539.06733254,6.773710110871211e+42,0.9977173110290838,6.747112339085707e+42,False,0.7953883980961729,8.785320927709339e+40,6.386788983035211e+41,7.453225134016581,28.665236385025892,2.2372572366085075,-399.6002474549983,10.08141572354314,-228.2940539190419,,69508552.27411062,46518873.60379113,0.00011800767352581831,64308558442921.586,25807593.534408424,4618970.441509343,622540.2594698325,69367.34661050608,13,2.678364187593475e-38,1.0,116027415.5948442,3.1371335677982288e-30,2.383878955114252e-27,9.991371292163831e-27,2.5677913590794743e-28,6.002792717421155e-27,28,2,0.8099531888961792
day000.7,0.7,stella,24,400,3665139425177042.0,6842.867880969441,8.129923107149999e+42,12582.00754717123,True,6842.867880969441,True,13,0.0008509764062315218,0.4584477480127466,0.614148857024452,0.6496050336422067,1.0577322194973051,0.00487518467491314,0.0,829604178241160.2,2647.969404516375,8.561315101980074e-14,95617151.98457058,6.87386660423863e+42,0.9977487806593505,6.847082497429397e+42,False,0.8077924320935336,8.716369665163351e+40,6.380040968362053e+41,7.304323460981896,28.665236385025892,2.4118172110880276,-399.6002474549983,10.508810435959777,-228.2940539190419,,70055338.8386513,45958742.553215094,0.00011574150371447795,66164587946780.37,25519092.68857421,4553871.064087961,613845.2182582275,67726.80606335179,13,2.374768653272183e-38,1.0,116014071.10999152,2.7812372652317963e-30,2.369580400085311e-27,9.036995965527743e-27,2.552389693674751e-28,5.9667878435740555e-27,28,3,0.95409677028656
day000.8,0.8,stella,24,400,3665318660540212.0,6829.680384966121,8.110923107149999e+42,12564.8133954551,True,6829.680384966121,True,13,0.0008490944495472537,0.4550691782655935,0.6096899374963068,0.6450905323878602,1.0580632756330635,0.0046788540300965655,0.0,831891195479050.5,2646.911904516375,8.649506153784974e-14,95540795.40186386,6.97465447774261e+42,0.9977795661858166,6.947682850210659e+42,False,0.8202899096033955,8.646549510029241e+40,6.373212583191286e+41,7.415359862250747,28.665236385025892,2.3584359743608183,-371.0492151990056,9.713218390005764,-228.2940539190419,,70602125.40319198,45398611.50263901,0.00011350897371832864,68075704221099.24,25230082.607856464,4488993.769463242,605178.5178948075,66100.76174185019,13,2.1052670848198915e-38,1.0,116000726.62513879,2.4653426042165108e-30,2.355627096188339e-27,8.171549862988985e-27,2.5373599149693723e-28,5.931652338884779e-27,27,3,0.9437396844228109
day000.9,0.9,stella,24,400,3665497895903383.0,6816.492888962804,8.091923107149999e+42,12547.61924373897,True,6816.492888962804,True,13,0.0008472124928629856,0.4516901072511985,0.6052310642635671,0.6405760757379286,1.0583992024886704,0.004489681961758039,0.0,834178212716940.8,2645.854404516375,6.731696969049183e-14,95464469.31921239,5.451549227696387e+42,0.9971588450338484,5.4270821134326055e+42,False,0.6412497319956466,8.576159426138107e+40,6.366303439133008e+41,7.26316446039061,28.665236385025892,2.410994431778735,-399.6002474549983,10.335210585203962,-228.2940539190419,,71148911.96773267,44838480.45206296,0.00011130930427625468,70043286932843.51,24940562.283723935,4424338.652744687,596540.1521037482,64489.280699252355,13,1.8660722858546914e-38,1.0,115987382.14028609,2.1850022490450102e-30,2.342006729681749e-27,7.386947050991958e-27,2.522688759231398e-28,5.897355196392335e-27,27,4,1.0811091979344687
day001,1.0,stella,24,400,3665677131266554.0,6803.305392959484,8.072923107149999e+42,12530.42509202284,True,6803.305392959484,True,13,0.0008453305361787174,0.44831053479652755,0.6007722373262343,0.6360616636924132,1.0587401084364954,0.004307436543375608,0.0,836465229954831.1,2644.796904516375,6.743440495724343e-14,95388173.73661616,5.484463717623857e+42,0.9971737656550234,5.4599233573706146e+42,False,0.6456260224621281,8.505394951607851e+40,6.359313147871612e+41,7.206774234369236,28.665236385025892,2.241062657158512,-371.0492151990056,9.970930673574765,-228.2940539190419,,71695698.53227332,44278349.401486896,0.00010914173988538636,72068725255523.78,24650530.706989594,4359905.7989797965,587930.1126475694,62892.43194651589,13,1.6538126463420648e-38,1.0,115974037.65543336,1.936257332330884e-30,2.3287075655115226e-27,6.675820976565566e-27,2.5083635860694436e-28,5.863866866332302e-27,27,2,0.803744367758433
