 days post max Lbol   log_Lbol (erg/s)   log_Lnuc (erg/s)
      6.785224E+01       4.216500E+01       4.140088E+01
      6.894444E+01       4.216300E+01       4.139637E+01
      7.006381E+01       4.216000E+01       4.139235E+01
      7.106726E+01       4.215800E+01       4.138828E+01
      7.214703E+01       4.215500E+01       4.138399E+01
      7.328948E+01       4.215200E+01       4.137949E+01
      7.430503E+01       4.214600E+01       4.137566E+01
      7.538937E+01       4.214000E+01       4.137125E+01
      7.640673E+01       4.213600E+01       4.136736E+01
      7.751888E+01       4.213200E+01       4.136267E+01
      7.860322E+01       4.212900E+01       4.135870E+01
      7.964820E+01       4.212400E+01       4.135449E+01
      8.075789E+01       4.211700E+01       4.135025E+01
      8.180129E+01       4.211200E+01       4.134616E+01
      8.286836E+01       4.210700E+01       4.134143E+01
      8.391535E+01       4.210300E+01       4.133786E+01
      8.499969E+01       4.209900E+01       4.133365E+01
      8.608402E+01       4.209500E+01       4.132919E+01
      8.716837E+01       4.209000E+01       4.132510E+01
      8.823207E+01       4.208600E+01       4.132077E+01
      8.931934E+01       4.208100E+01       4.131660E+01
      9.032498E+01       4.207600E+01       4.131260E+01
      9.135534E+01       4.207100E+01       4.130878E+01
      9.246728E+01       4.206600E+01       4.130406E+01
      9.355162E+01       4.206000E+01       4.129994E+01
      9.455622E+01       4.205400E+01       4.129579E+01
      9.557407E+01       4.204800E+01       4.129181E+01
      9.664541E+01       4.204200E+01       4.128780E+01
      9.773256E+01       4.203500E+01       4.128353E+01
      9.876375E+01       4.202800E+01       4.127944E+01
      9.911795E+01       4.202500E+01       4.127807E+01
      1.001758E+02       4.201900E+01       4.127393E+01
      1.012044E+02       4.201400E+01       4.126998E+01
      1.022802E+02       4.200900E+01       4.126529E+01
      1.033102E+02       4.200300E+01       4.126150E+01
      1.043945E+02       4.199600E+01       4.125744E+01
      1.054789E+02       4.198900E+01       4.125310E+01
      1.065349E+02       4.198100E+01       4.124846E+01
      1.075592E+02       4.198600E+01       4.124452E+01
      1.086323E+02       4.197900E+01       4.124055E+01
      1.096419E+02       4.196900E+01       4.123679E+01
      1.106851E+02       4.196100E+01       4.123274E+01
      1.117134E+02       4.195400E+01       4.122840E+01
      1.127978E+02       4.194600E+01       4.122401E+01
      1.138393E+02       4.193800E+01       4.122011E+01
      1.148983E+02       4.192800E+01       4.121617E+01
      1.159880E+02       4.191800E+01       4.121165E+01
      1.170334E+02       4.191000E+01       4.120737E+01
      1.181296E+02       4.190200E+01       4.120276E+01
      1.192260E+02       4.189100E+01       4.119893E+01
      1.202302E+02       4.188100E+01       4.119479E+01
      1.212590E+02       4.187000E+01       4.119089E+01
      1.222659E+02       4.186100E+01       4.118696E+01
      1.234264E+02       4.185000E+01       4.118184E+01
      1.246801E+02       4.183700E+01       4.117725E+01
      1.257671E+02       4.182400E+01       4.117319E+01
      1.268619E+02       4.181500E+01       4.116850E+01
      1.280432E+02       4.180500E+01       4.116406E+01
      1.291813E+02       4.179600E+01       4.115987E+01
      1.304595E+02       4.178600E+01       4.115381E+01
      1.316161E+02       4.177900E+01       4.114953E+01
      1.327728E+02       4.177400E+01       4.114551E+01
      1.339294E+02       4.177100E+01       4.114051E+01
      1.350860E+02       4.176700E+01       4.113640E+01
      1.362427E+02       4.176200E+01       4.113162E+01
      1.373993E+02       4.175700E+01       4.112710E+01
      1.385559E+02       4.175100E+01       4.112222E+01
      1.397125E+02       4.174600E+01       4.111793E+01
      1.408692E+02       4.174000E+01       4.111361E+01
      1.420258E+02       4.173500E+01       4.110857E+01
      1.426041E+02       4.173300E+01       4.110653E+01
